,0
9013,1455.12
9014,1493.64
9015,1498.32
9016,1537.74
9017,1618.38
9018,1619.28
9019,1508.58
9020,1435.32
9021,1377.9
9022,1334.7
9023,1285.38
9024,1218.24
9025,1164.78
9026,1134.0
9027,1123.2
9028,1114.92
9029,1098.0
9030,1128.78
9031,1245.42
9032,1432.98
9033,1607.58
9034,1593.54
9035,1585.44
9036,1563.12
9037,1539.0
9038,1544.22
9039,1525.14
9040,1537.74
9041,1615.68
9042,1604.34
9043,1528.56
9044,1417.68
9045,1398.78
9046,1324.62
9047,1319.04
9048,1243.98
9049,1190.7
9050,1125.18
9051,1104.48
9052,1083.78
9053,1088.28
9054,1132.92
9055,1208.16
9056,1416.42
9057,1617.3
9058,1638.9
9059,1588.86
9060,1605.96
9061,1573.56
9062,1607.58
9063,1591.38
9064,1636.74
9065,1654.38
9066,1627.38
9067,1530.72
9068,1465.38
9069,1430.28
9070,1308.24
9071,1280.16
9072,1229.58
9073,1194.48
9074,1140.84
9075,1149.12
9076,1105.2
9077,1104.3
9078,1198.44
9079,1225.62
9080,1363.14
9081,1553.58
9082,1679.04
9083,1687.14
9084,1558.8
9085,1467.18
9086,1478.34
9087,1457.82
9088,1447.2
9089,1540.98
9090,1539.9
9091,1467.9
9092,1430.46
9093,1369.08
9094,1342.62
9095,1300.32
9096,1256.4
9097,1197.36
9098,1184.22
9099,1142.1
9100,1129.68
9101,1102.68
9102,1162.62
9103,1279.26
9104,1371.24
9105,1634.22
9106,1611.54
9107,1562.22
9108,1413.54
9109,1350.0
9110,1379.88
9111,1432.44
9112,1488.96
9113,1520.46
9114,1433.88
9115,1329.66
9116,1308.78
9117,1252.62
9118,1213.56
9119,1216.8
9120,1146.24
9121,1129.86
9122,1119.6
9123,1062.72
9124,1063.26
9125,1061.82
9126,1032.66
9127,1057.32
9128,1093.32
9129,1105.38
9130,1035.72
9131,1001.16
9132,957.06
9133,969.3
9134,1033.56
9135,1011.96
9136,1056.24
9137,1148.76
9138,1161.36
9139,1164.78
9140,1126.08
9141,1110.24
9142,1125.18
9143,1120.86
9144,1081.8
9145,1047.42
9146,1017.36
9147,1002.42
9148,1003.32
9149,978.48
9150,963.54
9151,1052.1
9152,1053.72
9153,1098.36
9154,1059.84
9155,1109.34
9156,1104.66
9157,1092.42
9158,1093.68
9159,1149.66
9160,1179.36
9161,1208.52
9162,1240.92
9163,1240.38
9164,1206.18
9165,1174.68
9166,1147.5
9167,1150.02
9168,1127.16
9169,1111.32
9170,1053.36
9171,1056.96
9172,1052.82
9173,1031.94
9174,1075.32
9175,1165.5
9176,1342.44
9177,1645.92
9178,1712.16
9179,1787.04
9180,1760.22
9181,1797.3
9182,1848.6
9183,1792.26
9184,1817.28
9185,1917.0
9186,1864.26
9187,1754.64
9188,1609.92
9189,1563.66
9190,1487.7
9191,1482.12
9192,1417.68
9193,1355.58
9194,1302.84
9195,1301.04
9196,1314.54
9197,1309.14
9198,1334.88
9199,1433.88
9200,1636.38
9201,1957.5
9202,2044.98
9203,2093.04
9204,2078.46
9205,1993.14
9206,2029.86
9207,1911.78
9208,1967.94
9209,1964.16
9210,1852.74
9211,1713.06
9212,1633.32
9213,1582.92
9214,1471.14
9215,1409.4
9216,1334.7
9217,1269.54
9218,1241.1
9219,1220.58
9220,1209.6
9221,1207.62
9222,1277.82
9223,1364.94
9224,1607.94
9225,1823.58
9226,1900.98
9227,1896.66
9228,1818.0
9229,1786.86
9230,1818.36
9231,1779.66
9232,1812.6
9233,1795.32
9234,1853.28
9235,1815.3
9236,1707.3
9237,1632.06
9238,1571.94
9239,1500.48
9240,1426.68
9241,1345.14
9242,1294.92
9243,1248.66
9244,1262.52
9245,1238.76
9246,1261.8
9247,1325.88
9248,1506.6
9249,1798.2
9250,1853.46
9251,1875.96
9252,1781.46
9253,1742.76
9254,1803.6
9255,1760.04
9256,1786.14
9257,1819.26
9258,1819.44
9259,1694.16
9260,1557.0
9261,1496.16
9262,1438.92
9263,1444.86
9264,1376.28
9265,1319.04
9266,1260.54
9267,1252.98
9268,1241.82
9269,1242.0
9270,1265.94
9271,1370.7
9272,1582.2
9273,1833.12
9274,1808.64
9275,1776.42
9276,1722.6
9277,1651.14
9278,1649.88
9279,1663.74
9280,1655.46
9281,1692.36
9282,1659.42
9283,1577.7
9284,1468.44
9285,1412.46
9286,1317.06
9287,1285.92
9288,1242.36
9289,1210.86
9290,1180.26
9291,1163.16
9292,1164.42
9293,1149.12
9294,1199.7
9295,1255.14
9296,1246.14
9297,1281.78
9298,1332.54
9299,1344.42
9300,1323.72
9301,1289.52
9302,1384.38
9303,1425.06
9304,1526.04
9305,1534.32
9306,1561.5
9307,1539.9
9308,1532.16
9309,1447.92
9310,1543.86
9311,1566.9
9312,1454.04
9313,1359.0
9314,1327.86
9315,1322.46
9316,1308.06
9317,1296.18
9318,1298.16
9319,1353.42
9320,1394.28
9321,1427.58
9322,1425.6
9323,1435.32
9324,1750.32
9325,1450.98
9326,1452.24
9327,1519.92
9328,1587.78
9329,1609.38
9330,1702.26
9331,1623.42
9332,1625.76
9333,1669.32
9334,1693.98
9335,1606.86
9336,1571.76
9337,1551.06
9338,1514.7
9339,1459.08
9340,1464.66
9341,1449.36
9342,1522.08
9343,1628.28
9344,1772.64
9345,2015.82
9346,2135.34
9347,2125.08
9348,2055.78
9349,1908.54
9350,1904.4
9351,1842.48
9352,1813.14
9353,1860.84
9354,1892.16
9355,1796.22
9356,1727.1
9357,1646.46
9358,1573.2
9359,1448.1
9360,1404.54
9361,1338.3
9362,1297.26
9363,1261.62
9364,1263.24
9365,1255.32
9366,1330.02
9367,1450.98
9368,1555.2
9369,1793.34
9370,1883.34
9371,1889.82
9372,1844.28
9373,1797.48
9374,1808.46
9375,1756.26
9376,1752.3
9377,1756.8
9378,1665.0
9379,1629.0
9380,1558.98
9381,1560.6
9382,1450.26
9383,1395.72
9384,1342.08
9385,1295.28
9386,1278.54
9387,1248.48
9388,1230.84
9389,1237.68
9390,1317.78
9391,1374.48
9392,1542.42
9393,1733.22
9394,1819.62
9395,1770.48
9396,1663.92
9397,1637.82
9398,1666.8
9399,1650.06
9400,1610.1
9401,1686.42
9402,1587.6
9403,1546.92
9404,1492.38
9405,1444.14
9406,1410.12
9407,1358.46
9408,1268.64
9409,1184.04
9410,1148.76
9411,1140.66
9412,1120.68
9413,1144.98
9414,1160.64
9415,1269.54
9416,1470.6
9417,1688.76
9418,1740.06
9419,1845.54
9420,1818.18
9421,1758.42
9422,1779.3
9423,1789.56
9424,1755.18
9425,1731.42
9426,1695.78
9427,1578.42
9428,1464.3
9429,1418.4
9430,1305.36
9431,1275.12
9432,1198.44
9433,1157.04
9434,1119.24
9435,1091.7
9436,1081.98
9437,1086.48
9438,1209.42
9439,1221.12
9440,1343.34
9441,1552.86
9442,1614.78
9443,1689.84
9444,1735.92
9445,1661.04
9446,1659.6
9447,1641.96
9448,1625.76
9449,1604.7
9450,1523.34
9451,1423.08
9452,1376.64
9453,1312.38
9454,1222.92
9455,1218.06
9456,1204.56
9457,1139.58
9458,1106.28
9459,1110.6
9460,1099.44
9461,1071.0
9462,1090.62
9463,1118.7
9464,1136.88
9465,1171.08
9466,1103.76
9467,1073.34
9468,1038.24
9469,1003.5
9470,1096.02
9471,1161.0
9472,1198.98
9473,1204.38
9474,1270.98
9475,1256.58
9476,1237.32
9477,1215.18
9478,1219.32
9479,1220.04
9480,1182.24
9481,1128.24
9482,1105.02
9483,1085.04
9484,1105.2
9485,1076.58
9486,1086.3
9487,1143.72
9488,1132.2
9489,1155.42
9490,1122.84
9491,1142.1
9492,1195.56
9493,1224.54
9494,1211.04
9495,1252.44
9496,1309.86
9497,1333.62
9498,1398.06
9499,1401.48
9500,1376.46
9501,1359.72
9502,1324.98
9503,1274.94
9504,1267.02
9505,1191.78
9506,1130.4
9507,1128.96
9508,1130.94
9509,1162.44
9510,1205.28
9511,1335.24
9512,1548.18
9513,1667.16
9514,1723.86
9515,1772.82
9516,1827.9
9517,1765.26
9518,1846.62
9519,1787.58
9520,1754.1
9521,1785.96
9522,1708.2
9523,1615.5
9524,1536.66
9525,1481.4
9526,1415.7
9527,1352.52
9528,1277.46
9529,1231.38
9530,1196.1
9531,1150.92
9532,1167.12
9533,1152.9
9534,1204.2
9535,1289.7
9536,1459.08
9537,1688.4
9538,1791.0
9539,1726.38
9540,1648.62
9541,1623.24
9542,1646.1
9543,1590.66
9544,1630.08
9545,1650.6
9546,1651.14
9547,1656.18
9548,1573.56
9549,1517.22
9550,1444.14
9551,1432.8
9552,1345.68
9553,1283.4
9554,1226.16
9555,1200.96
9556,1209.6
9557,1207.8
9558,1275.12
9559,1409.58
9560,1564.02
9561,1753.74
9562,1713.96
9563,1667.16
9564,1520.1
9565,1465.2
9566,1513.98
9567,1497.24
9568,1518.12
9569,1585.08
9570,1624.32
9571,1567.98
9572,1513.44
9573,1419.66
9574,1367.64
9575,1345.32
9576,1273.86
9577,1215.36
9578,1175.4
9579,1167.84
9580,1152.0
9581,1150.92
9582,1274.22
9583,1357.92
9584,1531.62
9585,1734.12
9586,1814.22
9587,1831.68
9588,1675.98
9589,1561.86
9590,1555.02
9591,1519.02
9592,1506.6
9593,1542.06
9594,1604.88
9595,1526.76
9596,1491.12
9597,1409.58
9598,1350.54
9599,1338.3
9600,1270.44
9601,1220.22
9602,1153.44
9603,1141.92
9604,1163.52
9605,1136.7
9606,1200.96
9607,1286.28
9608,1467.72
9609,1574.28
9610,1570.5
9611,1575.54
9612,1527.66
9613,1434.42
9614,1384.92
9615,1347.12
9616,1358.28
9617,1354.32
9618,1335.6
9619,1277.46
9620,1187.28
9621,1154.52
9622,1150.02
9623,1140.3
9624,1102.68
9625,1063.8
9626,1054.26
9627,1057.68
9628,1059.48
9629,1054.08
9630,1038.78
9631,1033.2
9632,1057.68
9633,1074.06
9634,1037.16
9635,1053.72
9636,1025.46
9637,988.56
9638,1006.02
9639,982.98
9640,1048.14
9641,1073.34
9642,1065.96
9643,1101.24
9644,1055.16
9645,1060.74
9646,1071.72
9647,1042.02
9648,1063.26
9649,1026.18
9650,1010.16
9651,1010.7
9652,1022.4
9653,1031.94
9654,1050.12
9655,1051.74
9656,1072.44
9657,1045.44
9658,988.2
9659,948.06
9660,892.62
9661,854.46
9662,889.2
9663,887.94
9664,941.22
9665,976.86
9666,1032.66
9667,1080.18
9668,1076.04
9669,1055.88
9670,1057.5
9671,1056.42
9672,1056.96
9673,1003.32
9674,1009.44
9675,1016.28
9676,1067.04
9677,1059.48
9678,1060.38
9679,1028.88
9680,1011.06
9681,979.92
9682,950.76
9683,878.22
9684,866.7
9685,836.1
9686,869.04
9687,883.08
9688,912.78
9689,915.84
9690,988.2
9691,1022.22
9692,997.74
9693,1014.84
9694,1024.92
9695,1019.88
9696,1009.62
9697,967.32
9698,941.4
9699,977.76
9700,995.58
9701,982.98
9702,996.12
9703,962.64
9704,958.32
9705,921.24
9706,871.74
9707,867.24
9708,876.6
9709,850.5
9710,881.64
9711,901.62
9712,943.92
9713,1005.3
9714,1052.82
9715,1076.58
9716,1062.18
9717,1069.02
9718,1054.62
9719,1047.24
9720,1031.4
9721,983.16
9722,988.74
9723,993.06
9724,996.12
9725,1012.68
9726,991.8
9727,1003.68
9728,1004.4
9729,963.18
9730,909.9
9731,920.7
9732,921.96
9733,882.9
9734,894.96
9735,917.28
9736,960.48
9737,976.5
9738,1076.4
9739,1106.1
9740,1100.16
9741,1104.3
9742,1093.32
9743,1098.9
9744,1071.54
9745,1006.02
9746,962.28
9747,942.66
9748,942.48
9749,933.12
9750,1024.02
9751,1058.94
9752,1244.7
9753,1422.54
9754,1419.48
9755,1378.44
9756,1320.66
9757,1268.28
9758,1276.74
9759,1251.54
9760,1292.22
9761,1300.32
9762,1293.84
9763,1260.18
9764,1191.06
9765,1142.1
9766,1090.08
9767,1096.2
9768,1038.06
9769,966.24
9770,917.64
9771,914.4
9772,893.88
9773,908.1
9774,942.12
9775,1029.6
9776,1124.64
9777,1281.24
9778,1329.84
9779,1387.08
9780,1343.16
9781,1301.76
9782,1346.04
9783,1304.64
9784,1289.7
9785,1274.76
9786,1223.82
9787,1173.06
9788,1098.72
9789,1067.22
9790,1028.7
9791,1021.86
9792,950.76
9793,907.2
9794,876.42
9795,871.74
9796,867.06
9797,850.14
9798,884.34
9799,880.02
9800,907.74
9801,978.84
9802,912.42
9803,914.58
9804,904.5
9805,925.02
9806,979.56
9807,988.38
9808,1026.72
9809,989.28
9810,1029.6
9811,1027.26
9812,1033.92
9813,1020.06
9814,1034.28
9815,1064.88
9816,1034.28
9817,992.88
9818,969.12
9819,954.9
9820,979.2
9821,955.62
9822,945.9
9823,990.36
9824,1010.52
9825,1049.04
9826,1056.06
9827,1045.62
9828,1072.44
9829,1101.6
9830,1150.56
9831,1180.62
9832,1196.28
9833,1235.34
9834,1335.42
9835,1329.12
9836,1286.82
9837,1264.86
9838,1279.98
9839,1269.54
9840,1269.18
9841,1196.82
9842,1164.24
9843,1143.18
9844,1108.44
9845,1110.42
9846,1168.74
9847,1252.26
9848,1488.78
9849,1661.94
9850,1659.06
9851,1671.3
9852,1597.32
9853,1647.36
9854,1674.18
9855,1676.88
9856,1656.54
9857,1747.8
9858,1722.24
9859,1599.48
9860,1528.92
9861,1431.36
9862,1366.2
9863,1334.88
9864,1256.76
9865,1164.96
9866,1077.84
9867,1090.26
9868,1092.42
9869,1104.3
9870,1128.96
9871,1282.86
9872,1437.84
9873,1655.28
9874,1648.62
9875,1641.42
9876,1605.24
9877,1551.78
9878,1617.48
9879,1613.88
9880,1616.76
9881,1646.1
9882,1529.82
9883,1539.9
9884,1472.58
9885,1396.44
9886,1365.66
9887,1312.92
9888,1208.34
9889,1139.22
9890,1076.4
9891,1079.64
9892,1065.78
9893,1065.78
9894,1107.9
9895,1252.26
9896,1390.68
9897,1570.5
9898,1535.04
9899,1514.16
9900,1484.28
9901,1527.3
9902,1492.38
9903,1443.06
9904,1482.3
9905,1487.16
9906,1530.0
9907,1508.76
9908,1433.34
9909,1382.58
9910,1353.96
9911,1371.42
9912,1261.62
9913,1194.3
9914,1101.24
9915,1061.64
9916,1085.22
9917,1051.38
9918,1137.96
9919,1235.34
9920,1405.98
9921,1566.9
9922,1532.34
9923,1473.12
9924,1419.66
9925,1336.5
9926,1366.92
9927,1383.3
9928,1411.74
9929,1391.76
9930,1344.78
9931,1322.1
9932,1261.8
9933,1250.64
9934,1186.2
9935,1164.78
9936,1115.82
9937,1069.92
9938,1017.18
9939,1000.98
9940,1002.96
9941,1011.96
9942,1038.06
9943,1183.14
9944,1312.92
9945,1461.6
9946,1440.72
9947,1411.74
9948,1337.58
9949,1265.76
9950,1301.22
9951,1316.7
9952,1310.4
9953,1290.6
9954,1255.5
9955,1229.04
9956,1215.0
9957,1161.54
9958,1112.94
9959,1083.6
9960,1014.3
9961,984.78
9962,947.52
9963,952.92
9964,957.96
9965,957.6
9966,974.16
9967,984.06
9968,1036.8
9969,1080.54
9970,1034.46
9971,1009.26
9972,971.82
9973,932.58
9974,983.34
9975,1042.74
9976,1096.02
9977,1142.64
9978,1150.02
9979,1193.58
9980,1154.16
9981,1154.52
9982,1148.22
9983,1143.72
9984,1113.66
9985,1064.52
9986,1000.08
9987,1008.54
9988,1016.64
9989,1000.44
9990,1007.82
9991,1032.84
9992,1037.88
9993,1043.82
9994,998.82
9995,934.38
9996,942.84
9997,961.56
9998,990.54
9999,974.88
10000,1048.32
10001,1114.74
10002,1174.32
10003,1237.5
10004,1202.58
10005,1179.0
10006,1126.44
10007,1117.8
10008,1089.18
10009,1025.82
10010,987.66
10011,973.8
10012,976.86
10013,959.04
10014,1033.56
10015,1187.64
10016,1361.16
10017,1657.98
10018,1645.92
10019,1654.56
10020,1560.06
10021,1517.58
10022,1609.74
10023,1589.04
10024,1536.66
10025,1573.56
10026,1548.36
10027,1507.14
10028,1435.68
10029,1389.06
10030,1311.66
10031,1249.56
10032,1159.74
10033,1110.96
10034,1079.46
10035,1078.56
10036,1069.2
10037,1072.62
10038,1087.38
10039,1186.56
10040,1294.74
10041,1475.64
10042,1448.1
10043,1469.52
10044,1426.14
10045,1432.8
10046,1448.1
10047,1418.22
10048,1483.38
10049,1490.22
10050,1462.86
10051,1445.22
10052,1372.86
10053,1386.54
10054,1308.42
10055,1310.4
10056,1247.76
10057,1184.58
10058,1169.1
10059,1122.3
10060,1098.9
10061,1117.26
10062,1187.28
10063,1268.64
10064,1449.9
10065,1613.16
10066,1611.72
10067,1655.1
10068,1568.52
10069,1567.8
10070,1577.16
10071,1642.86
10072,1624.68
10073,1642.68
10074,1572.84
10075,1554.3
10076,1463.4
10077,1386.36
10078,1317.96
10079,1266.48
10080,1213.38
10081,1132.92
10082,1103.22
10083,1114.56
10084,1117.08
10085,1096.2
10086,1209.24
10087,1259.1
10088,1395.72
10089,1577.88
10090,1549.26
10091,1543.14
10092,1488.78
10093,1410.12
10094,1493.1
10095,1415.34
10096,1429.74
10097,1454.4
10098,1391.76
10099,1390.86
10100,1373.76
10101,1353.06
10102,1302.12
10103,1283.4
10104,1220.04
10105,1140.48
10106,1107.9
10107,1107.9
10108,1124.1
10109,1105.02
10110,1149.3
10111,1225.8
10112,1455.66
10113,1645.74
10114,1553.76
10115,1618.02
10116,1536.48
10117,1552.68
10118,1602.0
10119,1560.42
10120,1567.62
10121,1593.18
10122,1483.2
10123,1437.66
10124,1373.58
10125,1381.32
10126,1306.44
10127,1307.16
10128,1263.24
10129,1168.56
10130,1166.22
10131,1118.52
10132,1091.16
10133,1054.62
10134,1053.36
10135,1009.62
10136,1036.26
10137,1072.44
10138,1034.46
10139,972.72
10140,945.18
10141,917.64
10142,938.34
10143,971.64
10144,1027.98
10145,1030.86
10146,1103.58
10147,1121.04
10148,1138.86
10149,1121.94
10150,1083.78
10151,1086.84
10152,1054.44
10153,988.38
10154,978.66
10155,961.38
10156,963.0
10157,928.44
10158,959.58
10159,1006.92
10160,1037.16
10161,998.64
10162,1010.52
10163,976.86
10164,953.46
10165,1008.0
10166,994.86
10167,1029.06
10168,1117.26
10169,1197.9
10170,1218.6
10171,1252.44
10172,1255.14
10173,1216.98
10174,1218.6
10175,1177.2
10176,1152.0
10177,1081.08
10178,1037.7
10179,1041.3
10180,1047.6
10181,1030.86
10182,1081.26
10183,1214.82
10184,1355.76
10185,1606.32
10186,1685.52
10187,1701.18
10188,1753.2
10189,1666.08
10190,1798.2
10191,1737.18
10192,1753.02
10193,1795.5
10194,1727.1
10195,1611.36
10196,1474.74
10197,1400.58
10198,1309.86
10199,1283.76
10200,1210.86
10201,1170.36
10202,1110.78
10203,1117.8
10204,1112.94
10205,1087.56
10206,1072.62
10207,1096.56
10208,1152.18
10209,1184.04
10210,1092.42
10211,1104.3
10212,1099.08
10213,1119.6
10214,1142.46
10215,1086.84
10216,1163.7
10217,1222.2
10218,1300.86
10219,1333.8
10220,1323.72
10221,1313.64
10222,1296.72
10223,1271.88
10224,1220.76
10225,1152.72
10226,1106.28
10227,1094.04
10228,1085.4
10229,1108.26
10230,1192.86
10231,1304.28
10232,1490.04
10233,1725.84
10234,1702.98
10235,1630.26
10236,1522.62
10237,1482.48
10238,1462.5
10239,1387.62
10240,1434.42
10241,1432.44
10242,1444.86
10243,1507.68
10244,1453.5
10245,1329.48
10246,1305.18
10247,1283.76
10248,1221.66
10249,1143.9
10250,1088.46
10251,1071.9
10252,1073.52
10253,1087.02
10254,1118.34
10255,1245.78
10256,1391.4
10257,1613.34
10258,1620.18
10259,1507.86
10260,1438.74
10261,1358.1
10262,1372.86
10263,1340.46
10264,1300.14
10265,1335.6
10266,1328.94
10267,1350.0
10268,1286.46
10269,1222.56
10270,1193.4
10271,1166.94
10272,1123.92
10273,1064.52
10274,1017.0
10275,987.3
10276,1003.32
10277,958.68
10278,1043.1
10279,1135.62
10280,1248.48
10281,1449.36
10282,1476.0
10283,1501.56
10284,1502.46
10285,1463.4
10286,1474.92
10287,1460.52
10288,1459.62
10289,1402.2
10290,1373.04
10291,1319.94
10292,1244.88
10293,1156.86
10294,1084.68
10295,1086.84
10296,1041.3
10297,1002.06
10298,975.6
10299,953.28
10300,932.04
10301,907.74
10302,966.96
10303,942.66
10304,942.84
10305,1011.78
10306,969.3
10307,925.56
10308,938.16
10309,949.5
10310,1002.42
10311,1055.88
10312,1072.44
10313,1056.6
10314,1090.98
10315,1108.08
10316,1093.5
10317,1085.94
10318,1043.64
10319,1048.86
10320,1030.86
10321,994.32
10322,954.54
10323,941.58
10324,959.04
10325,918.9
10326,921.24
10327,941.76
10328,919.08
10329,958.86
10330,941.04
10331,894.78
10332,889.2
10333,876.06
10334,869.22
10335,913.32
10336,954.54
10337,987.12
10338,1043.1
10339,1123.74
10340,1098.72
10341,1117.98
10342,1106.64
10343,1104.84
10344,1077.48
10345,1017.36
10346,966.06
10347,958.32
10348,969.84
10349,956.52
10350,1036.44
10351,1102.68
10352,1174.5
10353,1297.44
10354,1303.74
10355,1235.7
10356,1200.06
10357,1224.18
10358,1290.06
10359,1282.14
10360,1291.5
10361,1340.28
10362,1307.34
10363,1284.48
10364,1225.62
10365,1159.56
10366,1090.8
10367,1054.8
10368,986.76
10369,923.04
10370,879.66
10371,846.72
10372,862.02
10373,859.68
10374,904.14
10375,962.1
10376,1181.7
10377,1361.7
10378,1424.88
10379,1437.48
10380,1443.06
10381,1423.44
10382,1482.66
10383,1455.48
10384,1464.3
10385,1462.32
10386,1396.62
10387,1402.02
10388,1324.8
10389,1275.84
10390,1267.74
10391,1268.82
10392,1163.16
10393,1114.38
10394,1020.06
10395,1010.52
10396,1038.06
10397,1102.68
10398,1144.62
10399,1187.82
10400,1350.54
10401,1544.94
10402,1540.26
10403,1493.46
10404,1466.82
10405,1416.24
10406,1464.48
10407,1380.42
10408,1410.84
10409,1484.82
10410,1518.66
10411,1525.5
10412,1442.7
10413,1377.72
10414,1302.66
10415,1274.58
10416,1201.14
10417,1161.36
10418,1094.76
10419,1080.9
10420,1092.96
10421,1121.76
10422,1146.96
10423,1225.08
10424,1375.2
10425,1536.3
10426,1571.94
10427,1549.62
10428,1460.52
10429,1420.92
10430,1466.46
10431,1468.26
10432,1422.18
10433,1447.38
10434,1464.84
10435,1474.56
10436,1489.32
10437,1457.64
10438,1383.3
10439,1287.54
10440,1249.56
10441,1169.46
10442,1120.32
10443,1108.8
10444,1130.76
10445,1136.7
10446,1142.64
10447,1193.4
10448,1305.18
10449,1442.52
10450,1435.14
10451,1412.64
10452,1335.96
10453,1322.82
10454,1412.28
10455,1359.0
10456,1306.98
10457,1343.16
10458,1346.76
10459,1368.36
10460,1320.12
10461,1271.7
10462,1203.84
10463,1182.24
10464,1148.04
10465,1108.98
10466,1052.46
10467,1063.44
10468,1039.32
10469,1038.06
10470,985.32
10471,1015.02
10472,1051.56
10473,1072.8
10474,1044.36
10475,998.64
10476,990.18
10477,928.98
10478,948.06
10479,1033.74
10480,1035.36
10481,1077.48
10482,1149.12
10483,1181.88
10484,1202.94
10485,1157.94
10486,1148.58
10487,1128.78
10488,1123.2
10489,1033.38
10490,1014.66
10491,991.8
10492,994.5
10493,991.26
10494,956.16
10495,970.2
10496,986.94
10497,1002.06
10498,997.38
10499,1030.32
10500,1063.26
10501,1018.44
10502,1027.44
10503,1112.58
10504,1167.48
10505,1184.04
10506,1213.2
10507,1256.22
10508,1277.1
10509,1207.26
10510,1188.0
10511,1195.2
10512,1144.44
10513,1093.14
10514,1035.9
10515,1021.86
10516,1009.26
10517,1010.7
10518,1131.84
10519,1184.76
10520,1379.34
10521,1621.08
10522,1603.26
10523,1557.54
10524,1534.86
10525,1449.72
10526,1542.96
10527,1494.54
10528,1517.76
10529,1499.94
10530,1471.5
10531,1486.62
10532,1457.46
10533,1377.54
10534,1343.16
10535,1306.8
10536,1246.5
10537,1196.28
10538,1122.66
10539,1101.6
10540,1090.26
10541,1102.5
10542,1124.28
10543,1246.68
10544,1368.18
10545,1555.38
10546,1541.16
10547,1504.26
10548,1484.28
10549,1369.08
10550,1333.62
10551,1360.44
10552,1336.5
10553,1315.62
10554,1358.82
10555,1441.98
10556,1375.2
10557,1337.4
10558,1275.48
10559,1273.5
10560,1216.08
10561,1125.0
10562,1070.1
10563,1043.64
10564,1047.78
10565,1049.04
10566,1078.38
10567,1205.82
10568,1312.2
10569,1456.2
10570,1489.68
10571,1377.54
10572,1302.84
10573,1276.74
10574,1281.24
10575,1231.74
10576,1293.66
10577,1315.8
10578,1311.12
10579,1381.86
10580,1334.52
10581,1266.3
10582,1254.42
10583,1233.18
10584,1146.96
10585,1091.16
10586,1039.32
10587,1020.06
10588,1002.96
10589,1007.82
10590,1055.7
10591,1150.38
10592,1278.72
10593,1400.22
10594,1434.24
10595,1324.08
10596,1228.68
10597,1238.94
10598,1240.92
10599,1233.36
10600,1225.98
10601,1210.5
10602,1145.16
10603,1177.2
10604,1163.7
10605,1144.26
10606,1089.54
10607,1048.14
10608,995.04
10609,933.3
10610,931.5
10611,873.18
10612,891.72
10613,888.3
10614,909.54
10615,982.8
10616,1103.04
10617,1242.72
10618,1279.8
10619,1243.98
10620,1271.88
10621,1235.88
10622,1243.8
10623,1211.4
10624,1201.86
10625,1216.44
10626,1179.9
10627,1129.5
10628,1113.3
10629,1090.8
10630,1092.24
10631,1057.5
10632,1012.14
10633,963.0
10634,944.82
10635,938.7
10636,929.16
10637,933.66
10638,884.7
10639,908.28
10640,929.88
10641,911.88
10642,871.92
10643,833.04
10644,825.3
10645,786.24
10646,812.52
10647,826.02
10648,907.2
10649,957.78
10650,1000.44
10651,1075.5
10652,1071.9
10653,1044.18
10654,997.56
10655,1060.74
10656,965.34
10657,934.02
10658,923.4
10659,916.74
10660,927.72
10661,923.04
10662,931.68
10663,940.68
10664,910.98
10665,876.42
10666,844.02
10667,824.4
10668,810.36
10669,821.52
10670,861.48
10671,864.36
10672,897.66
10673,960.12
10674,1034.46
10675,1095.3
10676,1155.78
10677,1176.66
10678,1154.34
10679,1144.08
10680,1111.14
10681,1061.28
10682,973.08
10683,993.42
10684,972.54
10685,969.48
10686,985.68
10687,1011.78
10688,1143.36
10689,1398.42
10690,1320.3
10691,1268.64
10692,1212.48
10693,1160.64
10694,1201.32
10695,1184.58
10696,1185.48
10697,1214.28
10698,1239.3
10699,1300.32
10700,1251.72
10701,1185.66
10702,1181.52
10703,1171.44
10704,1109.7
10705,1072.08
10706,1024.74
10707,999.36
10708,996.3
10709,1016.46
10710,1034.82
10711,1168.56
10712,1237.86
10713,1407.78
10714,1393.38
10715,1299.42
10716,1201.32
10717,1190.88
10718,1202.22
10719,1187.1
10720,1182.96
10721,1218.24
10722,1202.94
10723,1295.82
10724,1254.06
10725,1236.42
10726,1177.38
10727,1137.6
10728,1073.34
10729,1033.92
10730,963.9
10731,939.6
10732,925.2
10733,933.84
10734,982.26
10735,1015.56
10736,1206.18
10737,1288.44
10738,1300.32
10739,1273.5
10740,1228.68
10741,1178.46
10742,1233.18
10743,1254.24
10744,1253.88
10745,1295.82
10746,1273.5
10747,1310.04
10748,1267.92
10749,1232.64
10750,1213.38
10751,1184.22
10752,1127.88
10753,1071.0
10754,1025.1
10755,1015.74
10756,998.46
10757,1009.8
10758,1073.34
10759,1102.32
10760,1187.46
10761,1328.22
10762,1309.68
10763,1295.46
10764,1264.5
10765,1220.4
10766,1256.76
10767,1260.72
10768,1255.32
10769,1302.12
10770,1261.08
10771,1266.3
10772,1215.18
10773,1206.0
10774,1213.38
10775,1193.94
10776,1150.74
10777,1094.04
10778,1051.56
10779,1047.42
10780,1009.62
10781,1022.58
10782,1061.1
10783,1155.96
10784,1251.0
10785,1370.88
10786,1275.3
10787,1288.8
10788,1271.34
10789,1218.06
10790,1234.26
10791,1239.12
