,0
1100,1175.94
1101,1144.08
1102,1140.3
1103,1115.28
1104,1070.64
1105,1038.6
1106,983.16
1107,995.22
1108,974.88
1109,960.12
1110,1019.88
1111,1042.92
1112,1184.4
1113,1440.36
1114,1499.76
1115,1541.88
1116,1524.24
1117,1515.42
1118,1536.84
1119,1524.42
1120,1485.36
1121,1494.0
1122,1420.38
1123,1364.76
1124,1280.7
1125,1227.24
1126,1222.56
1127,1162.26
1128,1095.84
1129,1051.2
1130,1020.6
1131,1026.72
1132,1018.8
1133,1013.4
1134,1044.9
1135,1057.68
1136,1161.18
1137,1342.98
1138,1404.36
1139,1383.66
1140,1346.22
1141,1253.88
1142,1219.68
1143,1262.7
1144,1222.02
1145,1198.44
1146,1183.14
1147,1113.3
1148,1078.38
1149,1039.86
1150,997.2
1151,949.14
1152,941.76
1153,882.54
1154,848.52
1155,856.62
1156,852.48
1157,839.16
1158,833.04
1159,799.02
1160,866.52
1161,882.54
1162,878.22
1163,898.74
1164,883.08
1165,851.94
1166,872.1
1167,863.64
1168,865.98
1169,878.22
1170,925.38
1171,937.44
1172,898.92
1173,895.5
1174,880.92
1175,919.08
1176,900.72
1177,876.78
1178,870.66
1179,888.3
1180,882.54
1181,890.46
1182,869.94
1183,863.28
1184,850.14
1185,806.58
1186,778.32
1187,752.76
1188,742.68
1189,714.24
1190,719.64
1191,726.3
1192,745.2
1193,783.72
1194,858.78
1195,913.14
1196,900.0
1197,891.36
1198,890.82
1199,913.5
1200,901.44
1201,896.94
1202,896.22
1203,905.22
1204,923.22
1205,930.24
1206,899.46
1207,886.86
1208,902.88
1209,867.78
1210,810.9
1211,772.92
1212,752.04
1213,744.3
1214,771.12
1215,809.28
1216,821.34
1217,842.04
1218,847.62
1219,869.04
1220,865.98
1221,872.64
1222,861.84
1223,863.46
1224,835.38
1225,810.36
1226,794.88
1227,808.2
1228,833.94
1229,813.06
1230,821.16
1231,817.56
1232,827.82
1233,872.46
1234,886.5
1235,884.52
1236,909.36
1237,888.12
1238,980.82
1239,967.5
1240,963.72
1241,952.02
1242,966.06
1243,955.44
1244,914.4
1245,887.04
1246,876.6
1247,879.48
1248,864.36
1249,855.72
1250,850.68
1251,848.52
1252,875.52
1253,859.5
1254,857.7
1255,835.74
1256,871.74
1257,884.34
1258,896.58
1259,918.9
1260,845.64
1261,802.26
1262,827.28
1263,876.24
1264,931.32
1265,972.0
1266,996.48
1267,1033.56
1268,1070.82
1269,1063.62
1270,1079.46
1271,1072.08
1272,1023.3
1273,969.66
1274,945.36
1275,947.88
1276,951.66
1277,957.24
1278,968.4
1279,1060.38
1280,1184.4
1281,1407.96
1282,1436.94
1283,1429.02
1284,1366.2
1285,1323.9
1286,1354.14
1287,1385.82
1288,1453.68
1289,1484.28
1290,1501.74
1291,1521.18
1292,1473.66
1293,1405.8
1294,1281.78
1295,1213.56
1296,1137.24
1297,1070.28
1298,1045.44
1299,1045.44
1300,1016.82
1301,996.66
1302,1061.1
1303,1141.02
1304,1201.86
1305,1385.28
1306,1484.28
1307,1447.02
1308,1367.82
1309,1315.26
1310,1351.98
1311,1380.06
1312,1365.12
1313,1386.54
1314,1475.82
1315,1442.52
1316,1449.72
1317,1407.6
1318,1337.76
1319,1330.02
1320,1254.06
1321,1210.14
1322,1148.58
1323,1132.92
1324,1115.64
1325,1117.26
1326,1143.72
1327,1217.16
1328,1285.56
1329,1540.08
1330,1597.86
1331,1606.14
1332,1522.08
1333,1469.88
1334,1472.4
1335,1425.6
1336,1427.22
1337,1426.32
1338,1378.62
1339,1406.7
1340,1364.4
1341,1337.94
1342,1248.66
1343,1191.78
1344,1126.8
1345,1101.42
1346,1058.94
1347,1050.66
1348,1031.22
1349,1020.6
1350,1072.98
1351,1058.04
1352,1136.52
1353,1365.12
1354,1409.76
1355,1395.36
1356,1368.54
1357,1310.4
1358,1300.5
1359,1362.6
1360,1388.16
1361,1422.54
1362,1436.04
1363,1415.16
1364,1368.9
1365,1350.36
1366,1287.9
1367,1247.76
1368,1233.72
1369,1180.44
1370,1148.94
1371,1110.06
1372,1110.24
1373,1115.46
1374,1137.78
1375,1150.2
1376,1193.22
1377,1441.98
1378,1503.0
1379,1482.48
1380,1476.54
1381,1474.56
1382,1449.36
1383,1423.62
1384,1402.2
1385,1450.08
1386,1436.22
1387,1385.28
1388,1322.46
1389,1314.54
1390,1267.02
1391,1224.18
1392,1206.0
1393,1178.1
1394,1134.9
1395,1141.92
1396,1137.6
1397,1132.02
1398,1130.4
1399,1170.9
1400,1171.8
1401,1237.5
1402,1198.08
1403,1168.2
1404,1150.02
1405,1147.86
1406,1157.94
1407,1195.02
1408,1202.76
1409,1199.88
1410,1210.86
1411,1217.7
1412,1206.54
1413,1218.06
1414,1209.06
1415,1228.32
1416,1185.12
1417,1118.88
1418,1111.14
1419,1099.8
1420,1067.04
1421,1063.26
1422,1030.32
1423,1033.2
1424,1043.1
1425,1085.76
1426,1059.48
1427,1034.82
1428,1051.92
1429,1059.48
1430,1129.5
1431,1193.76
1432,1166.94
1433,1234.44
1434,1277.28
1435,1302.3
1436,1299.42
1437,1329.48
1438,1302.84
1439,1294.02
1440,1254.6
1441,1166.04
1442,1131.66
1443,1132.2
1444,1121.4
1445,1137.6
1446,1285.2
1447,1315.98
1448,1464.12
1449,1640.88
1450,1597.5
1451,1532.52
1452,1511.46
1453,1440.54
1454,1407.96
1455,1412.28
1456,1382.76
1457,1442.16
1458,1450.62
1459,1458.72
1460,1445.22
1461,1355.58
1462,1302.66
1463,1273.68
1464,1179.0
1465,1107.72
1466,1067.22
1467,1047.6
1468,1052.28
1469,1053.9
1470,1080.0
1471,1120.5
1472,1331.82
1473,1621.08
1474,1697.04
1475,1724.4
1476,1620.72
1477,1524.96
1478,1572.84
1479,1513.26
1480,1516.68
1481,1588.14
1482,1527.66
1483,1503.72
1484,1441.8
1485,1398.96
1486,1320.3
1487,1293.12
1488,1192.14
1489,1125.0
1490,1121.04
1491,1106.28
1492,1107.9
1493,1112.04
1494,1135.62
1495,1187.46
1496,1320.48
1497,1600.2
1498,1663.74
1499,1585.8
1500,1532.34
1501,1509.66
1502,1550.7
1503,1538.46
1504,1554.66
1505,1661.22
1506,1648.44
1507,1617.84
1508,1535.04
1509,1475.64
1510,1391.4
1511,1351.62
1512,1270.62
1513,1175.76
1514,1139.04
1515,1104.66
1516,1099.44
1517,1103.4
1518,1149.3
1519,1235.88
1520,1382.4
1521,1623.24
1522,1598.04
1523,1547.82
1524,1469.52
1525,1452.96
1526,1506.06
1527,1528.56
1528,1526.94
1529,1576.62
1530,1562.04
1531,1544.22
1532,1463.76
1533,1421.82
1534,1321.02
1535,1290.96
1536,1252.44
1537,1231.92
1538,1179.72
1539,1192.86
1540,1183.86
1541,1172.34
1542,1207.8
1543,1228.86
1544,1341.18
1545,1474.92
1546,1463.58
1547,1421.28
1548,1359.72
1549,1301.58
1550,1333.8
1551,1328.76
1552,1289.88
1553,1339.56
1554,1364.94
1555,1382.94
1556,1314.54
1557,1249.56
1558,1225.8
1559,1173.6
1560,1144.98
1561,1134.9
1562,1084.5
1563,1052.28
1564,1047.78
1565,1063.44
1566,1030.68
1567,1065.6
1568,1038.42
1569,1098.0
1570,1103.04
1571,1021.32
1572,963.54
1573,919.26
1574,958.5
1575,999.72
1576,1040.94
1577,1051.74
1578,1098.0
1579,1156.14
1580,1162.08
1581,1157.4
1582,1137.24
1583,1152.72
1584,1120.32
1585,1090.62
1586,1066.14
1587,1042.38
1588,1065.96
1589,1045.8
1590,1019.16
1591,1061.1
1592,1056.6
1593,1000.62
1594,946.44
1595,946.08
1596,899.28
1597,880.38
1598,892.44
1599,925.56
1600,947.52
1601,993.96
1602,1067.04
1603,1143.72
1604,1138.68
1605,1150.74
1606,1146.24
1607,1130.94
1608,1101.78
1609,1030.68
1610,975.06
1611,977.04
1612,958.14
1613,947.52
1614,981.72
1615,1026.36
1616,1179.54
1617,1368.9
1618,1407.78
1619,1395.9
1620,1333.8
1621,1328.94
1622,1404.18
1623,1433.34
1624,1472.22
1625,1555.38
1626,1585.8
1627,1546.56
1628,1515.06
1629,1479.96
1630,1382.94
1631,1318.32
1632,1253.88
1633,1191.6
1634,1142.28
1635,1121.4
1636,1076.94
1637,1051.2
1638,1080.36
1639,1138.32
1640,1362.6
1641,1672.38
1642,1726.74
1643,1636.74
1644,1585.8
1645,1582.2
1646,1618.02
1647,1629.36
1648,1608.48
1649,1645.74
1650,1609.38
1651,1670.22
1652,1552.14
1653,1459.44
1654,1377.36
1655,1331.1
1656,1258.92
1657,1198.62
1658,1165.32
1659,1146.6
1660,1124.64
1661,1119.96
1662,1148.76
1663,1224.9
1664,1308.06
1665,1461.42
1666,1538.64
1667,1521.36
1668,1440.36
1669,1447.92
1670,1484.28
1671,1511.82
1672,1504.44
1673,1521.72
1674,1468.08
1675,1455.66
1676,1362.24
1677,1307.16
1678,1293.12
1679,1269.72
1680,1215.9
1681,1161.0
1682,1106.64
1683,1103.58
1684,1081.08
1685,1062.54
1686,1080.36
1687,1171.8
1688,1277.82
1689,1536.3
1690,1526.76
1691,1440.72
1692,1378.8
1693,1352.16
1694,1345.32
1695,1374.84
1696,1348.92
1697,1391.76
1698,1393.74
1699,1430.46
1700,1317.6
1701,1255.32
1702,1172.52
1703,1163.16
1704,1139.04
1705,1093.68
1706,1020.24
1707,1023.66
1708,1017.0
1709,1016.46
1710,1026.18
1711,1106.64
1712,1280.7
1713,1516.86
1714,1578.96
1715,1558.8
1716,1538.1
1717,1537.56
1718,1630.26
1719,1599.48
1720,1558.08
1721,1491.84
1722,1403.28
1723,1339.56
1724,1264.5
1725,1225.44
1726,1146.96
1727,1138.68
1728,1094.58
1729,1042.38
1730,1026.72
1731,1036.26
1732,1066.68
1733,1038.78
1734,1017.36
1735,1090.44
1736,1050.84
1737,1059.48
1738,1030.86
1739,970.74
1740,947.7
1741,921.78
1742,912.24
1743,993.42
1744,1035.36
1745,1070.28
1746,1105.56
1747,1118.52
1748,1113.66
1749,1105.74
1750,1109.16
1751,1106.64
1752,1083.06
1753,1054.98
1754,1026.9
1755,1028.34
1756,1028.34
1757,1037.88
1758,975.06
1759,998.64
1760,1010.34
1761,1012.86
1762,996.84
1763,919.26
1764,921.24
1765,901.62
1766,923.04
1767,943.38
1768,1005.48
1769,1032.12
1770,1078.74
1771,1154.88
1772,1142.28
1773,1158.48
1774,1164.24
1775,1130.94
1776,1113.12
1777,1081.62
1778,1049.4
1779,1049.04
1780,1042.2
1781,1029.78
1782,1060.92
1783,1098.54
1784,1211.76
1785,1338.12
1786,1318.32
1787,1280.88
1788,1261.8
1789,1206.18
1790,1225.8
1791,1233.9
1792,1241.28
1793,1278.54
1794,1270.98
1795,1278.9
1796,1224.72
1797,1187.1
1798,1068.3
1799,1056.42
1800,999.36
1801,970.38
1802,934.38
1803,917.64
1804,899.1
1805,919.62
1806,978.84
1807,1044.36
1808,1186.92
1809,1347.84
1810,1267.02
1811,1172.7
1812,1127.52
1813,1069.38
1814,1126.26
1815,1170.36
1816,1152.36
1817,1194.12
1818,1168.56
1819,1145.34
1820,1099.08
1821,1051.38
1822,1010.34
1823,1018.26
1824,953.28
1825,909.54
1826,864.9
1827,844.74
1828,824.76
1829,843.48
1830,885.42
1831,935.64
1832,1071.18
1833,1247.94
1834,1309.5
1835,1317.78
1836,1345.5
1837,1312.2
1838,1360.62
1839,1308.24
1840,1294.2
1841,1280.88
1842,1224.54
1843,1241.46
1844,1175.58
1845,1125.0
1846,1076.22
1847,1039.86
1848,987.12
1849,943.02
1850,905.22
1851,888.12
1852,885.6
1853,872.28
1854,893.88
1855,931.86
1856,1024.38
1857,1169.1
1858,1201.32
1859,1126.98
1860,1082.52
1861,1033.56
1862,1032.66
1863,1052.28
1864,1089.72
1865,1104.3
1866,1069.2
1867,1081.62
1868,1044.9
1869,1011.24
1870,965.34
1871,955.98
1872,930.06
1873,874.98
1874,839.88
1875,836.64
1876,838.98
1877,827.1
1878,865.8
1879,883.8
1880,982.44
1881,1144.8
1882,1155.78
1883,1107.0
1884,1094.58
1885,1040.58
1886,1048.5
1887,1079.64
1888,1074.06
1889,1075.32
1890,1069.92
1891,1082.34
1892,1026.54
1893,1003.86
1894,980.82
1895,925.2
1896,873.0
1897,833.22
1898,813.42
1899,804.78
1900,814.14
