,total,chk_3,chk_4,ratio3
4a486b1f,219.0,14,12,0.0639269406392694
222e7aeb,219.0,18,15,0.0821917808219178
a1543e92,218.0,19,18,0.0871559633027523
3b973be6,218.0,23,19,0.10550458715596331
553bcff9,213.0,14,12,0.06572769953051644
2e1ac718,213.0,14,12,0.06572769953051644
76c5a0c6,213.0,15,14,0.07042253521126761
ed11dd2d,213.0,13,10,0.06103286384976526
72ecf465,227.0,19,15,0.08370044052863436
04b17f81,219.0,17,14,0.0776255707762557
f60d29c2,218.0,22,15,0.10091743119266056
b66f7c2a,218.0,18,17,0.08256880733944955
a756aaca,218.0,15,12,0.06880733944954129
325f472d,215.0,17,15,0.07906976744186046
c5cffe8f,218.0,13,10,0.05963302752293578
078aa4df,218.0,15,13,0.06880733944954129
592ce81d,219.0,19,15,0.0867579908675799
14db7353,219.0,19,18,0.0867579908675799
613fc5b7,221.0,17,14,0.07692307692307693
08f6e6e3,219.0,17,16,0.0776255707762557
c0f9391c,219.0,18,15,0.0821917808219178
8066242c,220.0,20,16,0.09090909090909091
cbb5e7d7,215.0,14,13,0.06511627906976744
513d3830,219.0,17,16,0.0776255707762557
6db32e58,221.0,22,20,0.09954751131221719
17f4adb6,218.0,11,8,0.05045871559633028
1530b87f,218.0,12,10,0.05504587155963303
bf87c794,215.0,15,13,0.06976744186046512
6d00e682,218.0,20,14,0.09174311926605505
23da18f7,218.0,16,14,0.07339449541284404
3f9964fd,,,,
57aed26a,,,,
0d25f2d5,,,,
82296be1,,,,
ac58a79f,,,,
a3e96022,,,,
a45d177b,,,,
a8c380a6,,,,
1557e73a,,,,
5bdde408,,,,
4b7daba2,,,,
7b2d4cfc,,,,
8b391834,,,,
85f6232d,,,,
a88decf1,,,,
e34544f9,,,,
22fd1197,,,,
851cfc0c,,,,
b97504ad,,,,
e09c5c88,,,,
0eb508f4,,,,
b6a4f731,,,,
fb37ba40,,,,
be16afe3,,,,
9ec204a6,,,,
2c05f655,,,,
90b28336,,,,
08fd6066,,,,
62c3a2d2,,,,
5d230cda,,,,
3c9aacc0,,,,
05689afb,,,,
ac90b023,,,,
06a8aa2d,,,,
5a34187e,,,,
ee6ed4d0,,,,
e193d604,,,,
4be5dc3f,,,,
1a267029,,,,
e6ed4ae9,,,,
518e01b6,,,,
cdddc96e,,,,
01334bec,,,,
36ca9c00,,,,
880d9017,,,,
920387e4,,,,
1e6d6cac,,,,
a574dacd,,,,
1c367ba6,,,,
85802bd8,,,,
99f4ba7c,,,,
be1e33a1,,,,
4e5fa7d3,,,,
6cbb9324,,,,
3f5ea379,,,,
1f1f71b0,,,,
1a570c68,,,,
af865292,,,,
9018f315,,,,
776bf051,,,,
23545a7c,,,,
99810cda,,,,
3e13dac6,,,,
8bf61fe5,,,,
b78a5e70,,,,
ec9cd7db,,,,
242cbdff,,,,
4f15cb97,,,,
2ba7e57e,,,,
0789edcd,,,,
a8b201c6,,,,
e37b82e8,,,,
93b32778,,,,
b01e1432,,,,
92398b46,,,,
a2cc04da,,,,
075a250d,,,,
56387071,,,,
65689575,,,,
389bd7a5,,,,
3c560c2e,,,,
ed7581e1,,,,
f12333cd,,,,
0a86d6c3,,,,
a224ddff,,,,
95b07987,,,,
938ca019,,,,
7be11fa0,,,,
84ae3947,,,,
31952efb,,,,
cdf45a8d,,,,
689bfff7,,,,
e4832294,,,,
dd07e159,,,,
ea6b450e,,,,
c930575d,,,,
51f674d9,,,,
546b7e22,,,,
f0099cf3,,,,
38536732,,,,
681f4849,,,,
4dcdedf2,,,,
54401a87,,,,
75f7dd40,,,,
80246f20,,,,
b6cb38f3,,,,
e537f244,,,,
6ac38912,,,,
4b072837,,,,
8239557c,,,,
b8104e95,,,,
3e2e9758,,,,
dbc1aa51,,,,
5d87b1ea,,,,
da4315ca,,,,
f977234d,,,,
6520dab9,,,,
59dc6cde,,,,
06c73af4,,,,
449141fa,,,,
a8b44723,,,,
51436a90,,,,
e5e93e8e,,,,
c0a528d6,,,,
629a0a60,,,,
39334139,,,,
b851be88,,,,
ad4c5b1c,,,,
65927a1f,,,,
44ac885f,,,,
6c55bcb1,,,,
fbce6a14,,,,
c41b6d29,,,,
4343b18f,,,,
c86fcf49,,,,
affc80c4,,,,
84539228,,,,
2c1a1017,,,,
7951eb0c,,,,
80b14846,,,,
844e513c,,,,
a4641ab2,,,,
2558f4a4,,,,
dec77e7b,,,,
e9463415,,,,
eb509901,,,,
22895446,,,,
e300e211,,,,
1e664c6b,,,,
2f6ef7f3,,,,
15a72dbe,,,,
fc15dcb3,,,,
8ecbbb2d,,,,
27cf3d55,,,,
ad7569ea,,,,
5ad126d1,,,,
b902718a,,,,
7e3f134f,,,,
0de3a2fe,,,,
1c78529d,,,,
3e5425ee,,,,
9f016132,,,,
c6a398a9,,,,
268b1148,,,,
12508dde,,,,
c7dd839d,,,,
a85e1d79,,,,
a7c78f04,,,,
5945ceb2,,,,
15200a0f,,,,
ca9cfdb0,,,,
0789161e,,,,
902acd14,,,,
d3d42aa2,,,,
8f4cd415,,,,
dc4484f5,,,,
c38b86c2,,,,
7195faeb,,,,
4b94098b,,,,
f2beaade,,,,
268c6044,,,,
7e0d30b3,,,,
02318fd3,,,,
e3217aec,,,,
b0596fe5,,,,
e3d34b19,,,,
e1e4ee5e,,,,
bf70fa6a,,,,
722b32ca,,,,
eb2994f8,,,,
0aa36cbe,,,,
1d1f615b,,,,
f3f2558a,,,,
6ef015ec,,,,
3c5b7a63,,,,
eeba0011,,,,
d70a0e38,,,,
b43ea5e3,,,,
9655d447,,,,
d04fda0d,,,,
175a798e,,,,
bb785ea9,,,,
a3c3114f,,,,
bdb01337,,,,
063a5167,,,,
3457d5fd,,,,
eeb8f8bb,,,,
daf48d3c,,,,
bd2af700,,,,
1da4a1aa,,,,
1d9e5836,,,,
06e998c4,,,,
e3267ee7,,,,
10fc2f90,,,,
5b618dfd,,,,
c209a7f2,,,,
e55b3e1e,,,,
01b0e77d,,,,
86e11748,,,,
19ab6d08,,,,
5ccbe259,,,,
5c2dce04,,,,
acd0abff,,,,
1de790eb,,,,
1f32a386,,,,
d0b10629,,,,
3c4d6723,,,,
c18bc786,,,,
a0217ad6,,,,
be3530ba,,,,
fe80c196,,,,
a47d0775,,,,
30f36300,,,,
20b3d0a9,,,,
c93561c2,,,,
7db25714,,,,
042eb916,,,,
db1f3f39,,,,
b1f1f629,,,,
8fa6e5ca,,,,
782440ad,,,,
40443071,,,,
f9626b04,,,,
858335ee,,,,
148bd115,,,,
33078dc9,,,,
9fe22a92,,,,
dc599ac8,,,,
3a4ce18a,,,,
4b5d6dce,,,,
15f1b7be,,,,
3a409ec2,,,,
fbeff0c8,,,,
11769bfe,,,,
29c923e5,,,,
3bb48238,,,,
91e07bc4,,,,
869026e1,,,,
23916b65,,,,
175e8638,,,,
7c15b066,,,,
7c8b264a,,,,
f78fc34a,,,,
a6093c32,,,,
79935f23,,,,
62315241,,,,
9cc9aeee,,,,
654109f0,,,,
e6684225,,,,
e08c7891,,,,
454bf714,,,,
282c40fc,,,,
ad741e79,,,,
d7adb0ca,,,,
e5ad6b93,,,,
8899627a,,,,
1cb93078,,,,
ad2bf87a,,,,
0a882497,,,,
f9d5ed5b,,,,
729c80bd,,,,
4ce45302,,,,
dc281a53,,,,
2feea7af,,,,
839f43e6,,,,
08d91f0a,,,,
cceea0b3,,,,
4ba7ce68,,,,
0041dc20,,,,
aa37e5a2,,,,
45c88278,,,,
b4606621,,,,
4273197a,,,,
648d9331,,,,
d1ad535a,,,,
b4a734af,,,,
24e7a682,,,,
c3301cee,,,,
2e9969d8,,,,
223a43d7,,,,
e722a2f9,,,,
1ed24045,,,,
dcbe1f35,,,,
730c2bb3,,,,
7ca3488c,,,,
6fdd5b34,,,,
5b843a7e,,,,
c2aa4ced,,,,
3897ba3a,,,,
1a3e74b9,,,,
27083db8,,,,
0906ae85,,,,
c1a3c6f9,,,,
3ac96480,,,,
350a8fec,,,,
ed5eed8a,,,,
95faf2dc,,,,
a9ccfb79,,,,
b4323500,,,,
fd48c287,,,,
e6375976,,,,
a41fbaf3,,,,
3debab61,,,,
4044b037,,,,
e57dfce1,,,,
6057db69,,,,
59f8c520,,,,
255ea4fd,,,,
a7816b0a,,,,
10648c3a,,,,
c0b8285f,,,,
52e7215a,,,,
f0fdab0a,,,,
c09826c1,,,,
8d715770,,,,
2876a7a6,,,,
3115955f,,,,
47f1fdae,,,,
8ce7d319,,,,
bddc5632,,,,
82d7e9a4,,,,
eba81827,,,,
caba4ec9,,,,
cedaa1fe,,,,
e2ced071,,,,
d50cece3,,,,
6f4ed5f9,,,,
3fce462f,,,,
0a3c84e4,,,,
aa33043d,,,,
9ea847d6,,,,
158b6575,,,,
3389d29f,,,,
f8875d97,,,,
4bf13a14,,,,
441af46a,,,,
ef5420a5,,,,
fb9d3ce9,,,,
da008449,,,,
8325ef2f,,,,
32de6990,,,,
f71f9a75,,,,
fcfebcc5,,,,
4240d97f,,,,
5172fec6,,,,
9c64cbb7,,,,
d90962ea,,,,
6708f62d,,,,
bd17e8cc,,,,
ebe638c0,,,,
bcbb6130,,,,
2e04defc,,,,
f25031ab,,,,
6dd7439a,,,,
9b90fa1c,,,,
a9f0edc0,,,,
41042186,,,,
6e54ddbc,,,,
dcc53abb,,,,
5ce42b8a,,,,
318f4971,,,,
f278e966,,,,
f473803e,,,,
02ab2ed1,,,,
1f47b7ea,,,,
93e486fa,,,,
90b6176c,,,,
548c2ede,,,,
71ce708b,,,,
427d0321,,,,
5e409e53,,,,
2d19d737,,,,
f63d090c,,,,
e92684f4,,,,
8d878b59,,,,
320c2f62,,,,
01314318,,,,
c3012a87,,,,
0e991172,,,,
175d6101,,,,
ea1864f4,,,,
e1ece4af,,,,
5e5054f2,,,,
d4df61b1,,,,
dff96a28,,,,
9327c9b0,,,,
c761962b,,,,
375b635a,,,,
035b01d7,,,,
8ab7be40,,,,
c36b367f,,,,
78ba6ff2,,,,
2448d56c,,,,
5264908d,,,,
22bb8519,,,,
46ead775,,,,
a8685b29,,,,
ffefc571,,,,
c7f0fb06,,,,
