,total,chk_3,chk_4,ratio3
b9aa4fdc,278.0,17,14,0.06115107913669065
cd081bbb,278.0,11,8,0.039568345323741004
3bf0bbeb,279.0,11,8,0.03942652329749104
682d3249,280.0,14,10,0.05
64939f4d,280.0,16,13,0.05714285714285714
e0ce85c6,280.0,17,15,0.060714285714285714
3f5e00b6,275.0,12,10,0.04363636363636364
f89288fb,270.0,15,11,0.05555555555555555
5b3d272a,279.0,13,11,0.04659498207885305
5eceae4e,284.0,19,14,0.06690140845070422
0478d573,276.0,10,6,0.036231884057971016
a623da3f,251.0,10,7,0.0398406374501992
2856e652,253.0,18,15,0.07114624505928854
833ebcae,281.0,17,14,0.060498220640569395
9b37105d,281.0,10,8,0.03558718861209965
dfe35f3e,253.0,12,10,0.04743083003952569
ce34eb00,278.0,21,15,0.07553956834532374
0bed4cb0,280.0,7,4,0.025
43c14241,276.0,6,6,0.021739130434782608
d439df62,278.0,11,9,0.039568345323741004
21b64a6c,283.0,21,18,0.07420494699646643
16bd663d,251.0,20,12,0.0796812749003984
c332cbba,254.0,12,10,0.047244094488188976
2331b92f,276.0,14,11,0.050724637681159424
bac79126,281.0,16,12,0.05693950177935943
788a7045,281.0,15,9,0.05338078291814947
7176237e,279.0,14,11,0.05017921146953405
0448e04a,274.0,9,7,0.032846715328467155
467d6201,280.0,13,9,0.04642857142857143
c5c6e79d,280.0,12,11,0.04285714285714286
4222a8bd,,,,
79f1e3f8,,,,
e1038bbc,,,,
489ff5db,,,,
b0097967,,,,
73dce7b0,,,,
23eb4230,,,,
4260afd5,,,,
8bd81649,,,,
22b814ee,,,,
35f9db99,,,,
70fb9d5a,,,,
db116f93,,,,
7ee090da,,,,
3b0e69ab,,,,
70b3a5cb,,,,
6c14f56e,,,,
55b9f291,,,,
605b4ac8,,,,
de0d86df,,,,
b05532d9,,,,
3560a30e,,,,
cb3aa24b,,,,
d4cee6d4,,,,
cad888cb,,,,
cf50449d,,,,
030e8129,,,,
31cc6975,,,,
8654a51f,,,,
6503ecc0,,,,
fe8c658b,,,,
dd445c4e,,,,
dd3de46b,,,,
264f5a67,,,,
74a580ad,,,,
abf8af83,,,,
c907f241,,,,
d1a15efd,,,,
c750a4b4,,,,
ad0bcf50,,,,
234a8e68,,,,
c0cc115b,,,,
3f3cc617,,,,
19fac871,,,,
51d624eb,,,,
c38098f6,,,,
a8e2f226,,,,
90d2449c,,,,
2aa2d34c,,,,
961c823c,,,,
08a55324,,,,
4fa5d9f9,,,,
6ec33ed8,,,,
62532bc2,,,,
d5dcb534,,,,
1a4073bf,,,,
1cd96117,,,,
1e782d9a,,,,
5b6861c8,,,,
beb4e766,,,,
dd4995ad,,,,
c8777c9b,,,,
1d56cece,,,,
68b96da3,,,,
993f69fe,,,,
d7414757,,,,
6de45eef,,,,
181db9d7,,,,
541da93f,,,,
f1359cb7,,,,
17c58b79,,,,
bd2bd895,,,,
739bf715,,,,
2536ed4e,,,,
fe36fac6,,,,
95f7f4cd,,,,
8d4ccb47,,,,
55a0a740,,,,
a2f53c6f,,,,
a8f62126,,,,
e43557b3,,,,
9e3f425b,,,,
efce0019,,,,
6d96526b,,,,
fc585dbb,,,,
4e59f35a,,,,
20f77ac8,,,,
7cfc14de,,,,
f94231ef,,,,
ad16be20,,,,
4593846d,,,,
343e1cfd,,,,
cdf36532,,,,
857c01d3,,,,
2fd2716e,,,,
4f46ad19,,,,
c4ec71c5,,,,
0fce3bd7,,,,
dc126913,,,,
2ac930c7,,,,
95a20a72,,,,
33f62dd7,,,,
5c0fea61,,,,
31923233,,,,
856093eb,,,,
530dec87,,,,
1360cabb,,,,
56efe66c,,,,
47c715a5,,,,
c0781e72,,,,
2826e12e,,,,
ec99a890,,,,
e5450e23,,,,
5d8b6d51,,,,
25d7a9ba,,,,
