,total,chk_3,chk_4,ratio3
3b5ef877,293.0,8,5,0.027303754266211604
eeb352f2,293.0,7,6,0.023890784982935155
0117599e,293.0,14,9,0.04778156996587031
7f2bd372,293.0,16,12,0.05460750853242321
acfe09b8,293.0,12,5,0.040955631399317405
58b74ace,293.0,14,12,0.04778156996587031
500a1496,295.0,10,9,0.03389830508474576
53ee0951,294.0,14,11,0.047619047619047616
7a0241ee,295.0,11,8,0.03728813559322034
0bbbdfc5,295.0,13,10,0.04406779661016949
2434c470,293.0,10,8,0.034129692832764506
a7d728b0,293.0,6,5,0.020477815699658702
fffb2ccf,293.0,12,10,0.040955631399317405
7d390bc9,293.0,16,12,0.05460750853242321
15633ccd,293.0,12,11,0.040955631399317405
35c6d8bb,293.0,15,11,0.051194539249146756
16ab49d6,295.0,15,14,0.05084745762711865
a759d4c8,295.0,12,11,0.04067796610169491
7c53f85b,295.0,15,10,0.05084745762711865
1db45e6e,295.0,15,11,0.05084745762711865
80b6f54a,293.0,15,9,0.051194539249146756
aafdb8a2,293.0,14,11,0.04778156996587031
6f571b42,293.0,16,14,0.05460750853242321
9e1383b1,293.0,9,5,0.030716723549488054
295a4263,293.0,13,10,0.04436860068259386
4563823c,293.0,16,11,0.05460750853242321
f00589e1,293.0,12,11,0.040955631399317405
1b910dee,294.0,10,9,0.034013605442176874
7192433f,295.0,11,9,0.03728813559322034
ec8043d7,295.0,16,12,0.05423728813559322
1ced713e,,,,
db4aff96,,,,
b7487db9,,,,
932bf93e,,,,
b0c0f7e1,,,,
5e077707,,,,
1acefb8d,,,,
42825cd2,,,,
1dccd0de,,,,
d2821fa3,,,,
a899426a,,,,
773003f5,,,,
1988fb1b,,,,
b1fbf697,,,,
06f613c1,,,,
24e76612,,,,
f6fa27a1,,,,
faa24ff1,,,,
62f26888,,,,
51474dce,,,,
1f537e5d,,,,
45305ba0,,,,
e8d2cc15,,,,
6c127068,,,,
41c9c29b,,,,
46662363,,,,
8a64d38e,,,,
c10a0434,,,,
44d5cbdc,,,,
9b15127a,,,,
2395589c,,,,
91641129,,,,
061630c5,,,,
ce1058e1,,,,
1c39d745,,,,
d67f39f8,,,,
6e00b52e,,,,
db8274d1,,,,
c42a1040,,,,
78f236dc,,,,
740e440a,,,,
7ae2bf9a,,,,
a2ba83c2,,,,
dc55c585,,,,
1fe90428,,,,
e4ac9591,,,,
a194d3b1,,,,
c54900c4,,,,
434f8865,,,,
828ef642,,,,
f9499057,,,,
e23a9645,,,,
22071d35,,,,
0c2c7dc3,,,,
fdef09e7,,,,
ebe85f93,,,,
234fd565,,,,
3eaf9e96,,,,
b23b236e,,,,
fd122f12,,,,
e7d7105c,,,,
174a6534,,,,
e8862e97,,,,
cb28839b,,,,
bf229091,,,,
d81ad332,,,,
59b4dc4f,,,,
980fe28a,,,,
2e11d780,,,,
b63c0bc0,,,,
7fb604e4,,,,
8a7b8306,,,,
4fa25a88,,,,
3c48d01f,,,,
7a7e9c21,,,,
bab82ff7,,,,
560aa4df,,,,
b30df966,,,,
cdc7e8d0,,,,
4f7be6e7,,,,
e4eb1183,,,,
4e7fd6ac,,,,
d0ca8f50,,,,
d82e2c05,,,,
ce2ae4a9,,,,
93eeb616,,,,
93609c7f,,,,
8692a599,,,,
33a7743d,,,,
c0c1b8e0,,,,
b556e933,,,,
20f484a0,,,,
5dbfdda2,,,,
76cb201a,,,,
ac20a342,,,,
a7f1ac69,,,,
