,total,chk_3,chk_4,ratio3
0b5fe080,297.0,19,11,0.06397306397306397
c575c480,297.0,15,12,0.050505050505050504
a516c461,297.0,14,10,0.04713804713804714
34c972c6,297.0,13,10,0.04377104377104377
61e99b71,296.0,18,11,0.060810810810810814
4a41d912,297.0,20,18,0.06734006734006734
c63de78c,297.0,11,9,0.037037037037037035
70dc8a1d,296.0,14,12,0.0472972972972973
4d33024f,296.0,11,9,0.037162162162162164
442ac7e2,297.0,16,14,0.05387205387205387
08c3cdee,297.0,19,16,0.06397306397306397
90491fbc,297.0,15,14,0.050505050505050504
fa7dbbd8,297.0,13,8,0.04377104377104377
2167e235,296.0,13,12,0.04391891891891892
c15dcf5a,294.0,9,7,0.030612244897959183
9705e30d,288.0,13,12,0.04513888888888889
87dfb85b,297.0,16,14,0.05387205387205387
b1ac7e49,296.0,17,14,0.057432432432432436
2171c640,297.0,21,15,0.0707070707070707
2958d860,297.0,13,9,0.04377104377104377
07be60b4,294.0,16,12,0.05442176870748299
bdcd3148,288.0,18,16,0.0625
a6490657,294.0,11,11,0.03741496598639456
3ad82e8d,288.0,12,10,0.041666666666666664
cb8210b7,297.0,15,10,0.050505050505050504
7b7ca0b3,298.0,12,6,0.040268456375838924
d07051fd,296.0,18,13,0.060810810810810814
77040f47,296.0,13,12,0.04391891891891892
508ce600,294.0,14,9,0.047619047619047616
fcf32ca0,288.0,14,11,0.04861111111111111
07bc8da6,,,,
8bff9136,,,,
4d4abc87,,,,
7ebc3e77,,,,
10e372f7,,,,
c9f3add5,,,,
5872ceea,,,,
5871dcae,,,,
7a1d8690,,,,
3d654bc0,,,,
5da49ec2,,,,
944a287d,,,,
86bc0b33,,,,
033023f6,,,,
0738c06d,,,,
87e3ecc5,,,,
1b73c334,,,,
4779e379,,,,
5b7c5c65,,,,
871abbc2,,,,
8a5a2f3b,,,,
a25a1ca8,,,,
8a1e0468,,,,
6e95c7c0,,,,
1342c093,,,,
c7dcb967,,,,
6f6fa504,,,,
1f10df2b,,,,
7f87765f,,,,
ab85b43c,,,,
0a1c3f57,,,,
2b8703e9,,,,
675dee56,,,,
9cedacd3,,,,
d57350bf,,,,
cbd06c13,,,,
e5cc86d7,,,,
87bcda31,,,,
32962aa0,,,,
6f80a26a,,,,
52eee57c,,,,
5ae9e6e5,,,,
f2d43ec4,,,,
4bcf8470,,,,
03932044,,,,
96e613d7,,,,
1928a095,,,,
54f0d1c9,,,,
640ec8d9,,,,
070686bb,,,,
30f0483e,,,,
3b32d4f0,,,,
a5c235fc,,,,
d24974f6,,,,
0bd39740,,,,
63da87f6,,,,
a04dec49,,,,
24eda5da,,,,
551d8a8a,,,,
02623e1f,,,,
8b557e40,,,,
29641414,,,,
06861838,,,,
1d031a59,,,,
1e095d10,,,,
4849c254,,,,
145344a1,,,,
697c969a,,,,
645fc1f7,,,,
c3a6e07e,,,,
8e36b101,,,,
e21db0fe,,,,
2bde74a4,,,,
90961eb7,,,,
5a8940d0,,,,
334772de,,,,
d65647c6,,,,
9a4050c1,,,,
b5e79738,,,,
58f6b346,,,,
93b5816a,,,,
36eab042,,,,
e9b22b80,,,,
8f789530,,,,
199bbbc2,,,,
f0217e1d,,,,
bc9ef6bd,,,,
29733edd,,,,
18213c4e,,,,
9a4ca3a1,,,,
4849b9a6,,,,
21e52e9b,,,,
d2298211,,,,
e452b5ff,,,,
9f0af538,,,,
030787a0,,,,
d4b5f082,,,,
1119356f,,,,
bb79f300,,,,
1eb34b99,,,,
37c6e601,,,,
8981f656,,,,
45d64fda,,,,
64b14c35,,,,
2a723899,,,,
f59a460c,,,,
dadfaab2,,,,
679b40b9,,,,
d335c221,,,,
2963d305,,,,
ebc22d23,,,,
c93a576f,,,,
82d458ec,,,,
d59f09c5,,,,
d88613ff,,,,
7dd6c94f,,,,
f0512b9b,,,,
2d238a72,,,,
b06cbb5c,,,,
10e956e8,,,,
b69abc3a,,,,
ea3fc7c9,,,,
01f67dd0,,,,
0672abec,,,,
cd67fe91,,,,
e0eeffac,,,,
55f731d7,,,,
fb90d73b,,,,
2d20009b,,,,
8f342af8,,,,
43f0750d,,,,
104a2a18,,,,
9a3ca621,,,,
8981b3a2,,,,
2e057cac,,,,
640d5922,,,,
7a2f7b09,,,,
534c236e,,,,
f8442886,,,,
c2e3d34a,,,,
34c933cb,,,,
8059dac6,,,,
b7ec82fb,,,,
cdf7cff1,,,,
c103ea28,,,,
12a9e81b,,,,
87294438,,,,
a6f7c131,,,,
0e7c11f5,,,,
eba8f40c,,,,
8e9007bf,,,,
3dc82c76,,,,
b5286280,,,,
3141dd7d,,,,
76e2d7f4,,,,
58a4e754,,,,
ea60df7c,,,,
3185e608,,,,
fafc0540,,,,
1f7c98a4,,,,
dd3f1d62,,,,
a6b21ff9,,,,
aa01f531,,,,
8454b42b,,,,
a60bc38d,,,,
701efbf3,,,,
2a270da1,,,,
7f31a179,,,,
0d2ead9c,,,,
73a84819,,,,
1737490d,,,,
c9eaf9b8,,,,
a2295a70,,,,
eae0d724,,,,
d05b3ad5,,,,
48479d40,,,,
1f6e3b61,,,,
7008beea,,,,
1d7c0f31,,,,
ce6bbdae,,,,
ebbf99e9,,,,
612cfed4,,,,
0d61f13f,,,,
baba3309,,,,
7cd3f80b,,,,
4480457d,,,,
4a2b3903,,,,
8efddcd3,,,,
431c99ac,,,,
4e38fdf6,,,,
4e60b64e,,,,
eb2f4ac2,,,,
432f65d3,,,,
8349e758,,,,
e50a1a50,,,,
2528e380,,,,
66117922,,,,
a8683efd,,,,
35188e7a,,,,
9b42683f,,,,
777a1bf1,,,,
041a6c76,,,,
ab1ed0ae,,,,
90ed112a,,,,
e8067731,,,,
14476580,,,,
d50da1c9,,,,
aa71163f,,,,
1921f6ae,,,,
44dc437b,,,,
13614d50,,,,
93bbb0fb,,,,
b70e57c0,,,,
5fe84768,,,,
647396ce,,,,
119dccd1,,,,
320fcdba,,,,
e8e0aacb,,,,
5dc742e7,,,,
328fdcf4,,,,
0425642f,,,,
6c3ecdb4,,,,
4b4d6562,,,,
661b3789,,,,
24ffdacb,,,,
8c3c3a0f,,,,
0f20b64a,,,,
f7a5897d,,,,
efe7d313,,,,
29439afc,,,,
67c5b7ae,,,,
8bf9d426,,,,
4e8e59a5,,,,
67dff392,,,,
ba677db8,,,,
0f200d0a,,,,
af353f1d,,,,
396a5468,,,,
5ea569ec,,,,
c9bd8d09,,,,
9593153b,,,,
05828a97,,,,
a9bfb8fd,,,,
e4b13769,,,,
47e84482,,,,
990ad31a,,,,
acac80a8,,,,
355dfb8e,,,,
846a58e8,,,,
8134c83c,,,,
0254ad7e,,,,
0b75751a,,,,
52c0c1fa,,,,
dd7a1e8a,,,,
acf39c8b,,,,
7aa031d7,,,,
3c681c5d,,,,
dca98a83,,,,
14aefd26,,,,
b8fb26f2,,,,
f69f9708,,,,
134562cc,,,,
a666bf07,,,,
a8700be2,,,,
aab04232,,,,
a8d99d06,,,,
531596b9,,,,
781341d8,,,,
7c7d77f7,,,,
4c696a8e,,,,
4a9a4f07,,,,
f9b3fd02,,,,
b650887c,,,,
34d2ce84,,,,
6930fc52,,,,
137c5c8c,,,,
c349e183,,,,
5290be27,,,,
2c1879a3,,,,
7941bd9c,,,,
c62cd557,,,,
b554fd3c,,,,
68f59da6,,,,
36d089d4,,,,
75a62d75,,,,
6cdc067b,,,,
d047a2c9,,,,
53770bbf,,,,
c7fa6cd5,,,,
a02c09a3,,,,
ee377d5e,,,,
733e8956,,,,
9fdd9f51,,,,
f586ce20,,,,
4cd57715,,,,
0a1b4c81,,,,
d28fef4e,,,,
5d8b5148,,,,
ec6f2586,,,,
b7600078,,,,
d8b2eef4,,,,
90da1b5b,,,,
ba370ad3,,,,
797b241a,,,,
