,total,chk_3,chk_4,ratio3
5ed8817d,272.0,9,9,0.03308823529411765
b25fa629,275.0,14,11,0.05090909090909091
3797e0f8,275.0,13,12,0.04727272727272727
30ece0a5,281.0,15,10,0.05338078291814947
91de07aa,244.0,10,7,0.040983606557377046
10d77927,276.0,10,9,0.036231884057971016
593a4eb7,275.0,11,7,0.04
f7d7c3bb,274.0,15,10,0.05474452554744526
9f45665a,275.0,11,9,0.04
26e0771c,276.0,10,6,0.036231884057971016
280f2d3e,276.0,14,12,0.050724637681159424
10fa8521,276.0,13,10,0.04710144927536232
791a477b,275.0,15,12,0.05454545454545454
cbeea5e1,274.0,15,13,0.05474452554744526
39d3eab9,248.0,15,11,0.06048387096774194
25fcd040,273.0,14,12,0.05128205128205128
c6a35ae5,274.0,15,11,0.05474452554744526
412277f0,274.0,13,10,0.04744525547445255
da34b455,275.0,15,11,0.05454545454545454
13f1eb0b,276.0,13,12,0.04710144927536232
0b453d93,276.0,16,13,0.057971014492753624
28bb53d6,276.0,15,12,0.05434782608695652
9ea38657,275.0,14,12,0.05090909090909091
cd448a4d,248.0,17,13,0.06854838709677419
3cc43a8c,274.0,13,10,0.04744525547445255
d46a25c5,275.0,12,11,0.04363636363636364
f771bb80,271.0,15,12,0.055350553505535055
a6fe8329,275.0,13,10,0.04727272727272727
2bb730e4,275.0,13,10,0.04727272727272727
d792b71f,247.0,11,9,0.044534412955465584
299bffef,,,,
4813604c,,,,
76a512bb,,,,
821c9ad2,,,,
88acfc36,,,,
2a44dc9a,,,,
5a8c0b75,,,,
02bbb0b1,,,,
fe19135d,,,,
4b63a800,,,,
bca1b038,,,,
88bd4e70,,,,
7c5084ad,,,,
a74f95bd,,,,
66547438,,,,
db8e7b2c,,,,
5e94b922,,,,
daa81f06,,,,
00ae90c3,,,,
9d043e71,,,,
d2a0aa2b,,,,
f24559c7,,,,
8ba2e4ca,,,,
0003f9e9,,,,
5d8823e1,,,,
37ac9a05,,,,
db512840,,,,
43ba5eca,,,,
b6989b26,,,,
8f39c61e,,,,
98e2fa42,,,,
a563e66d,,,,
584f752c,,,,
584a2a0a,,,,
e406d0ca,,,,
53fe73fb,,,,
4bb4d670,,,,
a6dcba6d,,,,
6429ee72,,,,
4b572193,,,,
d84953ae,,,,
7f909555,,,,
e668f380,,,,
d4a856a9,,,,
d35ae906,,,,
d2b926f4,,,,
faf9dda8,,,,
2e0265fa,,,,
b75b2d9c,,,,
19027b35,,,,
b66cb4f5,,,,
196578c6,,,,
e5024741,,,,
7d60d51d,,,,
7ae8f3c6,,,,
319fb8e3,,,,
3e53b9d2,,,,
5e4c3238,,,,
a46163a0,,,,
473c9f0d,,,,
dc7c15bc,,,,
d2fc96af,,,,
56b7cf63,,,,
7e631416,,,,
ea7521c8,,,,
db8ac07b,,,,
e87f9065,,,,
4ba8ef23,,,,
ebec443b,,,,
b6da431a,,,,
4d8f654c,,,,
2562f24b,,,,
ccc2c7e0,,,,
80f75594,,,,
cac9969a,,,,
d02fd2a4,,,,
e22c3a99,,,,
a1ab353a,,,,
bb393385,,,,
53816367,,,,
d60357f9,,,,
b0d007ab,,,,
c632852b,,,,
5aa8f69f,,,,
80e51f71,,,,
8e50d519,,,,
1bb3e07b,,,,
9394538e,,,,
25e69a54,,,,
93b92720,,,,
fa1b779d,,,,
c11b8176,,,,
968a8e49,,,,
6057bd3c,,,,
d3e7743b,,,,
371f84f9,,,,
b92d4c21,,,,
b51046ee,,,,
5e0c895c,,,,
aedebdce,,,,
4c2293e7,,,,
279935d9,,,,
3d7d92b5,,,,
5dfbcb38,,,,
dcce71aa,,,,
a9b5bfca,,,,
d9521906,,,,
56a70240,,,,
17e2128e,,,,
5ecae43c,,,,
2f5e2e62,,,,
e24d0793,,,,
eb225f3b,,,,
d4c3e7b6,,,,
dbb634bf,,,,
1e31ca03,,,,
00f0b0e2,,,,
0c8eed30,,,,
c4ddff7b,,,,
37129b2c,,,,
14088b68,,,,
b6bd8c57,,,,
1e62067e,,,,
4fab2b30,,,,
5debfa73,,,,
d2552a82,,,,
85c88598,,,,
c778ba8e,,,,
d486f796,,,,
74984dcd,,,,
6cd4b891,,,,
1da77cc8,,,,
f3f2b3ed,,,,
719d8676,,,,
c5002c7f,,,,
a371a526,,,,
a853e929,,,,
59104a4a,,,,
185ba170,,,,
9d764e92,,,,
7179550c,,,,
a4657d87,,,,
123ad57b,,,,
f4219b1f,,,,
12f518cf,,,,
c9207819,,,,
6e539170,,,,
d278642b,,,,
ca7c102c,,,,
0923722b,,,,
1d79db54,,,,
a5e9a111,,,,
67e7036c,,,,
be46ae9e,,,,
21bfd455,,,,
f689cd07,,,,
de034adb,,,,
2b57a95d,,,,
019f2e3f,,,,
794d0987,,,,
be46e8ab,,,,
9556174e,,,,
ede897a0,,,,
976cdc28,,,,
756e46ca,,,,
4562dac7,,,,
72016287,,,,
9d96d942,,,,
9838654e,,,,
fcf053e7,,,,
4a06a586,,,,
8a22fc9c,,,,
dbd0bc22,,,,
69479b23,,,,
2e9533e4,,,,
8d5360c7,,,,
21752d5b,,,,
60066825,,,,
ed21f186,,,,
e47485f1,,,,
7c7b0e1d,,,,
cea142f9,,,,
4e8c16fd,,,,
24068795,,,,
70a45fa9,,,,
e180a596,,,,
e7d2f4ce,,,,
23a878c7,,,,
95e860ff,,,,
f18fb706,,,,
211a1e9a,,,,
a042fdd7,,,,
cfd2a688,,,,
10e36d24,,,,
870b2adb,,,,
7b64700f,,,,
20cb9922,,,,
0e5d3c8a,,,,
2539e40c,,,,
cbbc4c7d,,,,
bc03dcba,,,,
bbe73afd,,,,
10d1b912,,,,
46dae243,,,,
c9080b85,,,,
2aba13b6,,,,
cc92df0f,,,,
1d24b131,,,,
f002174c,,,,
7986042b,,,,
dbb588e9,,,,
64d53585,,,,
fa3f1eb1,,,,
e231d604,,,,
7fedb9ed,,,,
c0f100d8,,,,
83e7a9a6,,,,
e9559d24,,,,
88c614ba,,,,
96b1c121,,,,
98684b6e,,,,
b0e89e30,,,,
f392a427,,,,
a744284a,,,,
71adf913,,,,
c1c56def,,,,
c1e925f4,,,,
6539a3a3,,,,
b2adb28b,,,,
88aed69b,,,,
daeafd73,,,,
defee734,,,,
77a8304b,,,,
f4f68ece,,,,
817eb2b3,,,,
54d79a0c,,,,
ed43efb3,,,,
a38ec963,,,,
67f2eaaf,,,,
9834693d,,,,
9da068d6,,,,
2a30f7a9,,,,
91196bee,,,,
b4d08559,,,,
c3003a49,,,,
0fc0bedd,,,,
91adbb94,,,,
6e8738f9,,,,
cc53d1f8,,,,
d8275b99,,,,
e17d6a59,,,,
f404ec9d,,,,
0ac02cce,,,,
c5ac5edf,,,,
83d2b92f,,,,
fe0f01ef,,,,
454421fd,,,,
85a64517,,,,
3ac192ee,,,,
aa6b0204,,,,
b9940320,,,,
44ca0463,,,,
a1bab3b1,,,,
7184d353,,,,
bf4b1aa1,,,,
5fcc48fe,,,,
54348221,,,,
ddabb9ec,,,,
9912b1fd,,,,
ea862c4a,,,,
e748ab53,,,,
e7658aed,,,,
0b376c40,,,,
49e09192,,,,
5e531a40,,,,
72bf569e,,,,
27e7973c,,,,
c6ef44b2,,,,
0b6fedcf,,,,
38e08c09,,,,
89565264,,,,
020cce51,,,,
8f878603,,,,
0b5a9d96,,,,
a188435a,,,,
40825a80,,,,
