,total,chk_3,chk_4,ratio3
4f97d85c,241.0,28,20,0.11618257261410789
b0f7878f,239.0,23,19,0.09623430962343096
c49b96e5,240.0,35,27,0.14583333333333334
1e9071e3,242.0,31,23,0.128099173553719
21c4394e,239.0,30,23,0.12552301255230125
e27794be,241.0,36,28,0.14937759336099585
5bb91209,240.0,30,24,0.125
6d1ff2d2,242.0,24,18,0.09917355371900827
51091e4b,232.0,27,23,0.11637931034482758
a7fb4fa6,239.0,22,16,0.09205020920502092
d489e8c1,240.0,22,14,0.09166666666666666
489ba054,239.0,29,18,0.12133891213389121
5c347d5e,239.0,34,28,0.14225941422594143
cdc192cd,233.0,22,15,0.0944206008583691
a904cdee,245.0,28,23,0.11428571428571428
79086641,238.0,27,19,0.1134453781512605
36afd376,228.0,26,15,0.11403508771929824
64cacf7a,238.0,20,16,0.08403361344537816
6a20a5ac,229.0,28,24,0.1222707423580786
6cba18bb,239.0,21,20,0.08786610878661087
5ce3e5c0,228.0,10,8,0.043859649122807015
c268fc7c,238.0,29,25,0.12184873949579832
19e32d87,228.0,35,27,0.15350877192982457
39f9ac30,239.0,35,30,0.14644351464435146
2c4b5d5b,247.0,22,19,0.08906882591093117
8eac4035,244.0,26,17,0.10655737704918032
c5a73b68,241.0,23,20,0.0954356846473029
bc746ac8,237.0,32,24,0.1350210970464135
ae76cf5e,229.0,16,16,0.06986899563318777
b7e659f2,237.0,35,28,0.14767932489451477
d86fef94,,,,
85d15701,,,,
75421816,,,,
94a43b2f,,,,
e327fd86,,,,
9e8c9622,,,,
8eb6c23f,,,,
148b1e98,,,,
784b6c96,,,,
19984ba3,,,,
a0befb2c,,,,
3aafa109,,,,
54bd9198,,,,
3e9cbe56,,,,
5d299078,,,,
d5abd798,,,,
004f7522,,,,
00c10b48,,,,
eccb5267,,,,
fbcbefd7,,,,
1654b874,,,,
97a7540e,,,,
0c8bf73f,,,,
5fe8d4bd,,,,
5d70ba40,,,,
09d1d518,,,,
6e5a08aa,,,,
5f3d2b8b,,,,
524a3fe7,,,,
621fb4eb,,,,
77fe16b8,,,,
4de8cdd7,,,,
9b6c5288,,,,
bc0a72b3,,,,
cf0442e0,,,,
46e1d4a1,,,,
6f1eb9ee,,,,
d0684ce3,,,,
d412a95d,,,,
dd4a340d,,,,
7499918a,,,,
339b3536,,,,
d941d490,,,,
0f42e65c,,,,
888f7e4e,,,,
eeb4b565,,,,
56d5bb50,,,,
72c43fd3,,,,
e82fb883,,,,
df77ed63,,,,
3535799a,,,,
6bcde0f4,,,,
ac29c870,,,,
6f778ab4,,,,
9322886d,,,,
6c745c5f,,,,
605e30d5,,,,
84602f9e,,,,
c368b5ba,,,,
455c6e24,,,,
dbf66181,,,,
ad2f5a0d,,,,
fbf459b3,,,,
1b85e4a9,,,,
0ac37c9b,,,,
b875602e,,,,
a769aee8,,,,
06ec5ea7,,,,
9f605e6c,,,,
01dc28fd,,,,
b9a6616f,,,,
24836805,,,,
bd697949,,,,
492fb654,,,,
070c39a2,,,,
575c1625,,,,
86337adc,,,,
338b1686,,,,
0d2b7b9b,,,,
520ecff5,,,,
354aa279,,,,
0e9c2af5,,,,
6e67daa3,,,,
35370dad,,,,
667c4bcb,,,,
d830f0c9,,,,
f292a9e7,,,,
3faa5570,,,,
1aa95d02,,,,
c30ad5ca,,,,
f558d518,,,,
28f3382c,,,,
ed921870,,,,
2dc4ec4c,,,,
63ce12f8,,,,
1d17e575,,,,
aef6f54d,,,,
6595a9b3,,,,
d724c1e2,,,,
32dc9cf9,,,,
9aa07fb3,,,,
adefab8d,,,,
6d7459f0,,,,
1d7cbdc0,,,,
f466d334,,,,
5a2f2618,,,,
2a9b475a,,,,
819011ba,,,,
916ddf81,,,,
5ff532fa,,,,
96cc66e1,,,,
f89b7385,,,,
ba10b90c,,,,
225664dc,,,,
1f831d6e,,,,
bf30881b,,,,
df6dbadb,,,,
b667dd44,,,,
