,total,chk_3,chk_4,ratio3
c626f154,277.0,31,21,0.11191335740072202
b96447ce,317.0,18,11,0.056782334384858045
5a0bd3f5,276.0,23,15,0.08333333333333333
d43052ef,317.0,23,19,0.07255520504731862
4a8bc2b4,277.0,20,16,0.07220216606498195
b94aa922,317.0,28,22,0.08832807570977919
f414758b,265.0,16,13,0.06037735849056604
a8e08a2a,316.0,27,16,0.08544303797468354
ac5253b7,279.0,23,18,0.08243727598566308
4454ac04,314.0,16,14,0.050955414012738856
ebf46b97,278.0,19,14,0.0683453237410072
b4c8754e,302.0,24,18,0.07947019867549669
462ccbca,278.0,22,17,0.07913669064748201
a333237e,313.0,23,19,0.07348242811501597
dbfa63e0,276.0,26,18,0.09420289855072464
976def2a,303.0,19,16,0.0627062706270627
18470cc9,264.0,14,13,0.05303030303030303
739e1e96,317.0,15,11,0.0473186119873817
5a4faade,278.0,21,14,0.07553956834532374
4293d3e3,303.0,19,12,0.0627062706270627
432a9d98,265.0,17,15,0.06415094339622641
dd7e21a0,317.0,20,16,0.06309148264984227
bbac3b8a,276.0,16,14,0.057971014492753624
4075462b,303.0,16,13,0.052805280528052806
8377b8c5,277.0,17,13,0.061371841155234655
464bc50e,317.0,20,17,0.06309148264984227
82b402e7,278.0,33,23,0.11870503597122302
a1751151,321.0,18,11,0.056074766355140186
1fdd228a,276.0,18,12,0.06521739130434782
fb24e5a1,317.0,18,12,0.056782334384858045
2a57f7c4,,,,
2bc57dde,,,,
d572a66b,,,,
9eed91f0,,,,
5bb3f101,,,,
f2f995c9,,,,
9d37d359,,,,
cdd1a83f,,,,
83ff70d1,,,,
3e075657,,,,
37e73f79,,,,
a03c61e0,,,,
3ad7fb3a,,,,
19c4b4b7,,,,
be22415a,,,,
234fb6a3,,,,
967f9b85,,,,
51333d49,,,,
c94c9d14,,,,
676af236,,,,
ac1faa8c,,,,
3fa26299,,,,
8e35ca3c,,,,
7d4efd05,,,,
3efdf871,,,,
361324f3,,,,
0dd17122,,,,
10f8e419,,,,
73d98865,,,,
f080fd2f,,,,
14b593bf,,,,
f3ac939f,,,,
d4474332,,,,
57475df7,,,,
3a5dad3c,,,,
e9c6c002,,,,
46e4cc4f,,,,
b7822960,,,,
f6f36827,,,,
e9c235ac,,,,
4042ba25,,,,
88f5bceb,,,,
f2a0a671,,,,
43533f34,,,,
e8dbd187,,,,
db59dfcc,,,,
1729617b,,,,
8571e63f,,,,
9f83aebf,,,,
cce616cd,,,,
1bfd2299,,,,
8a0b45cf,,,,
e852632b,,,,
04000e86,,,,
ebf51f57,,,,
1fade090,,,,
9b454897,,,,
dde91479,,,,
edcdabe6,,,,
e7917ee9,,,,
5859bace,,,,
5ac94369,,,,
842ed7b2,,,,
b16e85a4,,,,
4a885a3c,,,,
b380c40e,,,,
5526e0dc,,,,
235763d3,,,,
ccec344c,,,,
3f154389,,,,
6b409803,,,,
12b35470,,,,
33bf8c06,,,,
678c1901,,,,
9248ba90,,,,
05217ded,,,,
cf4c1e59,,,,
2e08ff2c,,,,
8ea79f70,,,,
02762386,,,,
9affecb1,,,,
19d47330,,,,
47fc6233,,,,
497a11b9,,,,
083030a8,,,,
54d67bfc,,,,
014f633c,,,,
5fb6c2e8,,,,
8f29a6d4,,,,
b56d24f2,,,,
4390b643,,,,
c01ea3ae,,,,
22b966ec,,,,
b0ca330e,,,,
94a47447,,,,
9930f297,,,,
5e4efc70,,,,
1292f5a0,,,,
0da53fb2,,,,
6fa7f777,,,,
fb0acf8b,,,,
a7169109,,,,
5ef4b45f,,,,
f58e94cc,,,,
60167697,,,,
e242d798,,,,
b747e180,,,,
a6054a0a,,,,
178644a0,,,,
c3249496,,,,
8f19d7ae,,,,
133293d6,,,,
61524b96,,,,
839325cb,,,,
bdb661a1,,,,
54429fe1,,,,
645e9b0a,,,,
c6cae8ca,,,,
39116ab4,,,,
2d31c2a0,,,,
02fc04af,,,,
3a210592,,,,
639e8f1c,,,,
fd148a23,,,,
e65663fb,,,,
78d0a85d,,,,
f73dcd11,,,,
c247f624,,,,
4558d6db,,,,
bba0d097,,,,
d8c2b3bc,,,,
77923563,,,,
4f326b19,,,,
5e521e3f,,,,
776ea4d2,,,,
401a0694,,,,
6291a4a8,,,,
56e1ca4e,,,,
ac547fb2,,,,
eccc1563,,,,
feee0021,,,,
6faf2442,,,,
87cba290,,,,
a16b1690,,,,
e56909a8,,,,
113ed631,,,,
03b43928,,,,
da14fe5e,,,,
8e1d96bd,,,,
0c791abc,,,,
bb1da100,,,,
96921b2c,,,,
37b98416,,,,
41ddb739,,,,
5fc092fa,,,,
ceceec93,,,,
2acdef6c,,,,
b0879b58,,,,
fac6a5ce,,,,
1e80d79b,,,,
c64d8402,,,,
6afe384a,,,,
9f7ff81f,,,,
187fd826,,,,
c6804a8c,,,,
9033b55d,,,,
1c6e849f,,,,
50214456,,,,
d39fe1ba,,,,
ef8a4258,,,,
76e02af4,,,,
ab846e8a,,,,
3dc888e7,,,,
98946a38,,,,
c4f3fd4f,,,,
981acdd8,,,,
a5db0cd2,,,,
f06268ed,,,,
42fce967,,,,
16c9afd4,,,,
8e054416,,,,
70fff801,,,,
201e41a0,,,,
c7457a8d,,,,
8782450f,,,,
34ab0d99,,,,
8429789d,,,,
0d9cdbf6,,,,
0a96f1b1,,,,
f9affca0,,,,
de3df478,,,,
dc995229,,,,
1041f4af,,,,
30a894da,,,,
27dd75cc,,,,
958355a6,,,,
7542a65b,,,,
a9abcf01,,,,
d9a0ccbf,,,,
3bedfc1c,,,,
f096728a,,,,
a5bddd62,,,,
320c9fec,,,,
70c39b84,,,,
0bb98e9e,,,,
ebfc3fcc,,,,
30bdffdd,,,,
e001752f,,,,
ff46366f,,,,
03ca5639,,,,
cf7ebed2,,,,
ba9f5583,,,,
66647965,,,,
1a5bde1d,,,,
8bf1ac92,,,,
ece1ff98,,,,
50f62eda,,,,
5606db45,,,,
3406b3bc,,,,
57bb7137,,,,
a3892dd1,,,,
f5e3cd71,,,,
30d84fc0,,,,
fd6e3df8,,,,
ce27046f,,,,
349f0323,,,,
061d2830,,,,
ef763494,,,,
fa79aafe,,,,
6cdbe5e8,,,,
a3148b9d,,,,
c6e5c2f5,,,,
349fec52,,,,
34ed46dc,,,,
52d32360,,,,
bc85bcbf,,,,
1ae1fa60,,,,
70a3efbc,,,,
294a8ea1,,,,
ae59ca7a,,,,
0996a25f,,,,
b5ac0dc6,,,,
2680f0ec,,,,
33cf79cb,,,,
1e496937,,,,
a89e2dc1,,,,
6da2ce2d,,,,
32a007d0,,,,
2be49a8a,,,,
09c68042,,,,
1d0cfc53,,,,
92e92f7e,,,,
365c9e70,,,,
9ef39055,,,,
765b6705,,,,
1284b31f,,,,
571b2424,,,,
695c0ee1,,,,
8a5a33fa,,,,
e6b72c7f,,,,
2690cf55,,,,
9215ab18,,,,
6a6ea401,,,,
16a0c809,,,,
f144b62f,,,,
d70830b4,,,,
bcf81ffb,,,,
995dd902,,,,
b4d9fc6d,,,,
49b149ee,,,,
b28334c8,,,,
d0c58078,,,,
f8a2376e,,,,
fee91b90,,,,
f2608557,,,,
556760c5,,,,
c36da456,,,,
c4ecbf7e,,,,
bbf3ba18,,,,
f882923e,,,,
ce6c8fed,,,,
459a3c4a,,,,
98710c00,,,,
f985f8c4,,,,
87ca1792,,,,
5ddb1247,,,,
864f6ea7,,,,
5b8531ef,,,,
05ab233c,,,,
5d19f678,,,,
ef6b499a,,,,
c65d38ad,,,,
a1bb23f1,,,,
637e403b,,,,
f876a787,,,,
173031b6,,,,
2bb2393c,,,,
ddd908e7,,,,
f0969467,,,,
f69e74e8,,,,
65eb4147,,,,
38af7be1,,,,
0c1c5b75,,,,
3680f00a,,,,
56c45ff9,,,,
5891ef3f,,,,
11a309ef,,,,
c9750f57,,,,
39e5cf83,,,,
37e61327,,,,
8f1b01a3,,,,
f04a4707,,,,
6202d23c,,,,
29176333,,,,
90d82ff8,,,,
99a9a37a,,,,
6c777661,,,,
247671a0,,,,
5ea5eb23,,,,
39a33b21,,,,
886cab96,,,,
98a16f1a,,,,
a572f220,,,,
39b9a983,,,,
f58b9fd4,,,,
4764353b,,,,
cbbed1cb,,,,
73684d87,,,,
8f783f4f,,,,
ec94a43a,,,,
eeb1f781,,,,
83dd0783,,,,
42163798,,,,
14bba3c0,,,,
012c8807,,,,
7a0b40cb,,,,
a56af327,,,,
8bc75797,,,,
f9466e4a,,,,
13e7532a,,,,
b9580974,,,,
fbb8cf3f,,,,
e42a3253,,,,
d77782aa,,,,
9c7adcbc,,,,
4a35be31,,,,
6037940f,,,,
cdc0d4d4,,,,
77757613,,,,
fbdf5e88,,,,
27e5d504,,,,
82be0c3b,,,,
debba60b,,,,
d0b9193a,,,,
cc115532,,,,
ea2d0a4d,,,,
183f32db,,,,
54e7b693,,,,
55182658,,,,
a5668b61,,,,
07da61b7,,,,
dd3f2b87,,,,
1bffbe91,,,,
c36bb213,,,,
2de4b6c2,,,,
b330fe87,,,,
d2490862,,,,
932d309f,,,,
8e88c5cd,,,,
f1264eb0,,,,
6bd6e216,,,,
22a86333,,,,
ee279e02,,,,
ebda35dd,,,,
5e77dce3,,,,
9491121f,,,,
96c546ce,,,,
ceba26a5,,,,
cd414d30,,,,
9dc5f133,,,,
1f03e1d6,,,,
3f259d55,,,,
90403797,,,,
99b91e73,,,,
07cfcbb0,,,,
1d2f7e82,,,,
ab5d8057,,,,
589080bc,,,,
6e445a59,,,,
9767e963,,,,
6c08c370,,,,
1e29829f,,,,
7f343e96,,,,
b1dca866,,,,
6f916f8f,,,,
cc9eb246,,,,
2ce9e79d,,,,
369c4797,,,,
78241504,,,,
c2551eb0,,,,
fd84b49b,,,,
72c325e3,,,,
40df7854,,,,
f149f6f1,,,,
e1cbe9ea,,,,
9d2fa05f,,,,
0ae50a33,,,,
54bb5d96,,,,
530fcd38,,,,
433e58f8,,,,
c24bf680,,,,
ee3ba55b,,,,
9e1e28cb,,,,
5f125b25,,,,
125e4687,,,,
56cb6ac0,,,,
8024c6ce,,,,
8faf9234,,,,
7d5b0d36,,,,
7a5c415b,,,,
f0e807ca,,,,
d3d27a39,,,,
2e75baa4,,,,
d7afd416,,,,
b2d5571e,,,,
112816aa,,,,
0348ee84,,,,
c120e12e,,,,
49f07251,,,,
8638411b,,,,
000c31e3,,,,
35c6389c,,,,
8f7546a8,,,,
640cb677,,,,
18847f13,,,,
887d3cbe,,,,
edaf4a53,,,,
173cff09,,,,
10825f2b,,,,
d716093d,,,,
e7fe81ac,,,,
7687bcb9,,,,
a43bfa62,,,,
2457ed2f,,,,
4f4b3562,,,,
5c5c709b,,,,
f9c4c813,,,,
374d4ba1,,,,
f7b424bd,,,,
053c729f,,,,
a0328c10,,,,
479ea894,,,,
d5eaad08,,,,
5564686f,,,,
cfe0bb9a,,,,
06ece91f,,,,
3fded7cb,,,,
3374f7c1,,,,
8cb89a38,,,,
776dddee,,,,
61853728,,,,
a1559836,,,,
3d9b11c4,,,,
f76046f4,,,,
bfbec587,,,,
758d344c,,,,
490a2015,,,,
398b03f3,,,,
8a9e16ef,,,,
efcaa91a,,,,
a3b0dfde,,,,
650c45e2,,,,
698ea29d,,,,
73fd67f8,,,,
570a84f0,,,,
2f105cee,,,,
b0a70d0c,,,,
86023d17,,,,
ae513022,,,,
8b96001a,,,,
92713ac5,,,,
282cda5e,,,,
3cccca88,,,,
fae0519e,,,,
c2abc63c,,,,
ec8e3a7f,,,,
0f54b554,,,,
070f211f,,,,
703200b9,,,,
7c05bf5b,,,,
75aa7ae3,,,,
2ffd444e,,,,
5fe38ed0,,,,
d9a3e5d5,,,,
91b3ce13,,,,
c960a1aa,,,,
e5e034bd,,,,
412abe6d,,,,
abb6124f,,,,
5a3eda16,,,,
3d71172b,,,,
c5705b8b,,,,
ba87fa5c,,,,
fa2e0781,,,,
9afe6f78,,,,
07aa0151,,,,
35d514a9,,,,
085fc781,,,,
3070175c,,,,
009c3201,,,,
52fca3aa,,,,
ab199655,,,,
d12a62b5,,,,
a3a80473,,,,
2f2ddf28,,,,
d0c47581,,,,
40b2d83f,,,,
879a6050,,,,
f961c88b,,,,
9f863740,,,,
8a2c4db3,,,,
289810f1,,,,
d38470d2,,,,
a06e7f91,,,,
0c320f68,,,,
43695e92,,,,
6f135626,,,,
5cc9f436,,,,
5e8d73e2,,,,
105014ec,,,,
031bf701,,,,
2b75253a,,,,
9e38b5be,,,,
ddc7b5fb,,,,
08198c57,,,,
cc958383,,,,
9ac72ab5,,,,
f4c1c647,,,,
4c0986f9,,,,
8db7b718,,,,
04535d42,,,,
44fd4cae,,,,
50e87f4b,,,,
9a81098b,,,,
43aae313,,,,
90168855,,,,
05971669,,,,
73f96e8c,,,,
91b2745a,,,,
82f9f104,,,,
8bf6def4,,,,
fe0e7098,,,,
963c2b72,,,,
9e2f7a2d,,,,
fa78da87,,,,
34bd8b26,,,,
a525126c,,,,
f7ca632f,,,,
1f517ad1,,,,
109fcb97,,,,
12484593,,,,
a0eba006,,,,
22d911b5,,,,
0911c317,,,,
95e138c5,,,,
25201aa9,,,,
ef87bb8b,,,,
e1caaed5,,,,
1b349c33,,,,
48e62ffa,,,,
318370cf,,,,
13262921,,,,
cf0f01e5,,,,
44b327b7,,,,
66194107,,,,
ad122205,,,,
2ff09e8c,,,,
4f01650c,,,,
a9501461,,,,
4bb5ef81,,,,
318d2c93,,,,
e1d8b470,,,,
642deffd,,,,
5936623b,,,,
36eaca23,,,,
39c04040,,,,
57019eb8,,,,
1b3c4cb9,,,,
9ec13309,,,,
dfeb60e7,,,,
fa975060,,,,
053bed97,,,,
a02bd5b7,,,,
0e908965,,,,
a4da06f4,,,,
c5597c17,,,,
7974c625,,,,
6ea7ce33,,,,
30de3e6d,,,,
afec16e8,,,,
58f582b6,,,,
dffb8d22,,,,
c675012f,,,,
91da8435,,,,
9fe62095,,,,
eb41d122,,,,
15d0ca11,,,,
016fb573,,,,
c6853c60,,,,
28ddc88f,,,,
ba88d062,,,,
78c24822,,,,
fca7ee65,,,,
99589dba,,,,
5a1c46ba,,,,
6e37e209,,,,
be28248f,,,,
63253171,,,,
628126c0,,,,
2d28d39f,,,,
6dde899b,,,,
0886405b,,,,
3c6d5406,,,,
f9c27f28,,,,
b5c38c38,,,,
97120c48,,,,
451f6501,,,,
cdf3f8b3,,,,
13bafeb4,,,,
3b89337b,,,,
975031e0,,,,
f166bbcf,,,,
7e293238,,,,
ca7cc067,,,,
92cb1a3d,,,,
ac60c76b,,,,
841ed5aa,,,,
78b735cf,,,,
d0e6ed57,,,,
761661aa,,,,
c2cb2567,,,,
b8500891,,,,
b21044e4,,,,
e55b440a,,,,
8735526c,,,,
4bec5341,,,,
68ff6806,,,,
b85f4236,,,,
f13dd89e,,,,
1f705ae3,,,,
05fbe34a,,,,
fcb10325,,,,
78699dfc,,,,
80f286b9,,,,
841f2456,,,,
5e1af451,,,,
65ebcd91,,,,
1142a24e,,,,
1ece3871,,,,
43279caf,,,,
b3902f0c,,,,
7362c069,,,,
ea025588,,,,
c72524bf,,,,
9b254280,,,,
6dda9a40,,,,
