,f_fwd,f_bwd,avr_mse,avr_rmse,avr_smape
292,13,5,0.079746637,0.210627061,49.3037804
293,13,6,0.075524476,0.206593186,48.64507435
294,13,7,0.073875176,0.204361691,48.17845112
295,13,8,0.072696373,0.203066132,47.7652016
296,13,9,0.071656065,0.201307698,47.38370912
297,13,10,0.070040229,0.199582583,47.13563919
298,13,11,0.069344899,0.198342486,46.97025081
299,13,12,0.06781619,0.196809172,46.67724337
300,13,13,0.066313454,0.195531724,46.40887434
301,13,14,0.065340658,0.194708588,46.26029222
302,13,15,0.064648322,0.194119936,46.20127529
303,13,16,0.064447165,0.193902339,46.13315274
304,13,17,0.063734325,0.19305222,46.01190927
305,13,18,0.062547206,0.192142291,45.9535212
306,13,19,0.061516961,0.191510004,45.84715051
307,13,20,0.060888152,0.191020282,45.77083615
308,13,21,0.060544975,0.191014097,45.81182332
309,13,22,0.059850998,0.190290474,45.73795677
310,13,23,0.058992763,0.189271984,45.585891
311,13,24,0.058120623,0.188195279,45.39183261
312,14,1,0.112231229,0.235528621,53.59667159
313,14,2,0.098232743,0.223420724,51.45477751
314,14,3,0.091560421,0.217338264,50.27944036
315,14,4,0.083914694,0.212107976,49.42885645
316,14,5,0.078161588,0.208099624,48.79510398
317,14,6,0.073827971,0.204288283,48.19007289
318,14,7,0.072343612,0.202544418,47.77562425
319,14,8,0.071592472,0.201673945,47.33153698
320,14,9,0.070690122,0.200148034,47.04410972
321,14,10,0.069486493,0.198737103,46.86850056
322,14,11,0.068671816,0.19750975,46.72104825
323,14,12,0.067143202,0.19614464,46.47499734
324,14,13,0.065822302,0.195067469,46.29195992
325,14,14,0.065046915,0.194391102,46.21695307
326,14,15,0.064383172,0.193817219,46.1124988
327,14,16,0.064111204,0.193539467,46.0205016
328,14,17,0.063416712,0.192714531,45.90007658
329,14,18,0.062254171,0.191765771,45.83209711
330,14,19,0.061120677,0.191115405,45.72388383
331,14,20,0.06054552,0.190657915,45.64279152
332,14,21,0.060213389,0.190593197,45.66685864
333,14,22,0.059601674,0.189918084,45.5968532
334,14,23,0.058806038,0.188991741,45.44986159
335,14,24,0.057989978,0.187967514,45.27219671
336,15,1,0.102954005,0.227778211,52.14924593
337,15,2,0.092339031,0.218104224,50.42866052
338,15,3,0.088659941,0.214103361,49.62237094
339,15,4,0.081224526,0.209554528,48.9725737
340,15,5,0.075751186,0.205745867,48.42043453
341,15,6,0.072427722,0.202547039,47.84712878
342,15,7,0.071387823,0.20115558,47.41448843
343,15,8,0.070395206,0.200308851,47.11881896
344,15,9,0.069499434,0.198930124,46.81496607
345,15,10,0.068287379,0.197605718,46.6007601
346,15,11,0.067378551,0.196515371,46.51100471
347,15,12,0.066011091,0.195341972,46.33612751
348,15,13,0.064939454,0.194450806,46.1706742
349,15,14,0.064305589,0.193974656,46.13087804
350,15,15,0.063716064,0.193404245,46.00376054
351,15,16,0.063388309,0.193105791,45.91350764
352,15,17,0.062735726,0.192330894,45.82558264
353,15,18,0.061597232,0.191351458,45.71497215
354,15,19,0.060431617,0.190639374,45.58926497
355,15,20,0.059921336,0.190219109,45.51649095
356,15,21,0.059640995,0.190159637,45.53336936
357,15,22,0.059143292,0.189617924,45.45506818
358,15,23,0.058486963,0.188747076,45.32485713
359,15,24,0.057733602,0.187781554,45.15017294
360,16,1,0.094677745,0.2218108,51.19519669
361,16,2,0.086158888,0.214026291,49.73418988
362,16,3,0.083284629,0.210624695,49.04235248
363,16,4,0.076956986,0.206719988,48.49007834
364,16,5,0.073789631,0.203904961,48.06107797
365,16,6,0.070814706,0.201135659,47.52533735
366,16,7,0.069778715,0.199979049,47.18336156
367,16,8,0.068992948,0.199161737,46.86595619
368,16,9,0.068176011,0.197963792,46.65635663
369,16,10,0.066848525,0.196680795,46.51940922
370,16,11,0.065903604,0.195549409,46.38956024
371,16,12,0.064912875,0.194552749,46.18439522
372,16,13,0.063990052,0.193876019,46.04703567
373,16,14,0.063384838,0.193410294,45.99860897
374,16,15,0.062719916,0.192907162,45.88417787
375,16,16,0.062416741,0.192695026,45.86542716
376,16,17,0.06188175,0.191977586,45.76025215
377,16,18,0.060882938,0.190995661,45.60265699
378,16,19,0.060007523,0.190400212,45.48150052
379,16,20,0.059544216,0.189990344,45.40442349
380,16,21,0.059320661,0.190010205,45.4384653
381,16,22,0.058943704,0.189547028,45.36408077
382,16,23,0.058266359,0.188647879,45.22404878
383,16,24,0.05754316,0.187680214,45.03148521
384,17,1,0.088603576,0.217085979,50.42456349
385,17,2,0.08173413,0.210088649,49.07740706
386,17,3,0.079622893,0.20749893,48.50916264
387,17,4,0.075069908,0.204831268,48.11783852
388,17,5,0.072030858,0.202108324,47.69829264
389,17,6,0.069432105,0.199748685,47.21107637
390,17,7,0.06863322,0.198895793,46.93714245
391,17,8,0.067783725,0.198042355,46.62620871
392,17,9,0.066989544,0.196918697,46.45627813
393,17,10,0.065668264,0.19573121,46.35917768
394,17,11,0.064999934,0.19488885,46.26787611
395,17,12,0.064006264,0.194042258,46.07151382
396,17,13,0.063148944,0.193391558,45.92610746
397,17,14,0.062467608,0.192910926,45.88495947
398,17,15,0.061781927,0.192420638,45.81806747
399,17,16,0.061597772,0.192201709,45.77933289
400,17,17,0.061154833,0.191519121,45.64505602
401,17,18,0.060372927,0.190684253,45.49968589
402,17,19,0.059585211,0.190166454,45.40085672
403,17,20,0.059186283,0.189847915,45.31758968
404,17,21,0.059040544,0.189920322,45.37808399
405,17,22,0.058619332,0.189396191,45.30384993
406,17,23,0.057990787,0.188504295,45.15945454
407,17,24,0.057314183,0.187583224,44.96510725
408,18,1,0.084432985,0.213503705,49.87371118
409,18,2,0.078231795,0.207382584,48.56523741
410,18,3,0.077272633,0.205436035,47.99366341
411,18,4,0.073565005,0.203162143,47.68350088
412,18,5,0.070589879,0.200795586,47.38544951
413,18,6,0.068108669,0.198667416,46.92300015
414,18,7,0.067349756,0.197893672,46.71464951
415,18,8,0.066577508,0.197104427,46.48796538
416,18,9,0.065756548,0.196051018,46.3176378
417,18,10,0.064724306,0.194980306,46.21976524
418,18,11,0.064101498,0.19415643,46.12556708
419,18,12,0.06312398,0.193359304,45.9443078
420,18,13,0.062375476,0.192740827,45.81400554
421,18,14,0.061665098,0.192221562,45.74020595
422,18,15,0.060962276,0.191673699,45.6958176
423,18,16,0.060814763,0.19145028,45.6698734
424,18,17,0.06045108,0.190878255,45.55821868
425,18,18,0.059727884,0.190145595,45.41672244
426,18,19,0.059130771,0.189795823,45.32641652
427,18,20,0.058803833,0.189536836,45.25108856
428,18,21,0.05869801,0.189594368,45.28374369
429,18,22,0.058336964,0.189111283,45.18964371
430,18,23,0.057858425,0.18839334,45.06973646
431,18,24,0.057295013,0.18764038,44.90075052
432,19,1,0.081696207,0.210916043,49.42225024
433,19,2,0.076451889,0.205589717,48.24272538
434,19,3,0.075437513,0.203712497,47.67300813
435,19,4,0.071682379,0.201394535,47.37488767
436,19,5,0.069276223,0.199268711,47.04930122
437,19,6,0.066997567,0.197328591,46.68086141
438,19,7,0.066153385,0.196464771,46.44357151
439,19,8,0.065389026,0.195779986,46.25958709
440,19,9,0.064766119,0.194860867,46.09148337
441,19,10,0.063811033,0.193863959,46.01918619
442,19,11,0.063183348,0.193135523,45.93046574
443,19,12,0.062414211,0.192444879,45.73430986
444,19,13,0.061650153,0.191869345,45.58599165
445,19,14,0.060923231,0.191312874,45.51784245
446,19,15,0.060294168,0.190775737,45.49623836
447,19,16,0.060191389,0.190662721,45.45246447
448,19,17,0.05984483,0.190173794,45.36195241
449,19,18,0.059144246,0.189485334,45.25474729
450,19,19,0.058611367,0.189208413,45.19620183
451,19,20,0.058324177,0.188985165,45.13485495
452,19,21,0.058300027,0.189064237,45.15985013
453,19,22,0.058092575,0.188750262,45.09724863
454,19,23,0.05771858,0.188200533,45.0039119
455,19,24,0.057186227,0.187494753,44.85239948
456,20,1,0.080578249,0.209039975,48.97065906
457,20,2,0.076872131,0.204487651,47.80027782
458,20,3,0.075414577,0.202521415,47.2800364
459,20,4,0.07154775,0.200335607,47.02041921
460,20,5,0.069427832,0.198516374,46.7951652
461,20,6,0.066997225,0.1965705,46.42413582
462,20,7,0.065998563,0.195609359,46.19364221
463,20,8,0.065236431,0.194914775,45.98717462
464,20,9,0.064383398,0.19393838,45.80039349
465,20,10,0.063709603,0.193120396,45.76028946
466,20,11,0.063000592,0.192430485,45.69302112
467,20,12,0.062257679,0.191837585,45.51708565
468,20,13,0.061566265,0.19125406,45.3624002
469,20,14,0.060744772,0.190644554,45.30463691
470,20,15,0.060128046,0.190188818,45.28786955
471,20,16,0.059994294,0.190161141,45.25697095
472,20,17,0.059552425,0.18971767,45.19229843
473,20,18,0.058922371,0.189132111,45.12829297
474,20,19,0.058420266,0.188861304,45.08399179
475,20,20,0.058189826,0.188661735,45.01876943
476,20,21,0.058209309,0.18881211,45.04395314
477,20,22,0.057989544,0.188562772,44.99802064
478,20,23,0.057582431,0.18796912,44.89468548
479,20,24,0.057044674,0.187238961,44.75097951
480,21,1,0.07737848,0.206239317,48.48000857
481,21,2,0.073886284,0.201787518,47.22866687
482,21,3,0.072352369,0.200185996,46.80688851
483,21,4,0.069967068,0.198653012,46.57984294
484,21,5,0.06796817,0.197101823,46.36040582
485,21,6,0.065975578,0.195377968,46.04504185
486,21,7,0.064976648,0.194337223,45.8007674
487,21,8,0.064279766,0.19368456,45.64790899
488,21,9,0.063529146,0.192730226,45.4762163
489,21,10,0.062927352,0.191906532,45.41861557
490,21,11,0.062292649,0.191305109,45.36221893
491,21,12,0.061619392,0.190799126,45.21344986
492,21,13,0.060943002,0.190264305,45.07529498
493,21,14,0.060111039,0.189656598,45.0356767
494,21,15,0.05952618,0.189293596,45.02919202
495,21,16,0.05939087,0.189304498,44.99973866
496,21,17,0.059010295,0.188935961,44.9358813
497,21,18,0.058455319,0.18841672,44.85789764
498,21,19,0.058019385,0.188172648,44.82095652
499,21,20,0.057763957,0.187995648,44.7912851
500,21,21,0.057722408,0.188103387,44.80873319
501,21,22,0.057484201,0.187821181,44.77204755
502,21,23,0.057088443,0.187244761,44.6628022
503,21,24,0.056672008,0.186610033,44.53158206
504,22,1,0.074348312,0.202847988,47.75685516
505,22,2,0.0712458,0.198849783,46.60175198
506,22,3,0.069854887,0.197461878,46.23902255
507,22,4,0.067664149,0.196175367,45.98691514
508,22,5,0.065848839,0.194843202,45.8190603
509,22,6,0.064183027,0.193379058,45.57881715
510,22,7,0.063272236,0.192442132,45.40963123
511,22,8,0.062722801,0.19179387,45.26377356
512,22,9,0.061925155,0.190876013,45.08829121
513,22,10,0.061413854,0.190132616,45.04271279
514,22,11,0.060868633,0.189621827,45.00059242
515,22,12,0.060370316,0.189287286,44.9070047
516,22,13,0.059752633,0.18875445,44.79010545
517,22,14,0.059113915,0.188349358,44.75777691
518,22,15,0.058565802,0.18800948,44.72433769
519,22,16,0.058467988,0.188086932,44.72266872
520,22,17,0.058158721,0.18782103,44.69112605
521,22,18,0.057717875,0.187361717,44.60809999
522,22,19,0.05732886,0.187125505,44.55836696
523,22,20,0.057073209,0.186954977,44.51097363
524,22,21,0.056996165,0.187006482,44.52124791
525,22,22,0.05678628,0.186766404,44.47727559
526,22,23,0.056458489,0.186247321,44.37956599
527,22,24,0.056159955,0.185773451,44.27642228
528,23,1,0.071584444,0.199770497,47.12340169
529,23,2,0.068708829,0.196026162,46.00998923
530,23,3,0.067535079,0.194905688,45.69666918
531,23,4,0.065570185,0.193827462,45.53016545
532,23,5,0.063828102,0.192599352,45.37872662
533,23,6,0.062416334,0.191318065,45.16773687
534,23,7,0.061704751,0.190470776,44.98479219
535,23,8,0.061219862,0.189878469,44.84976298
536,23,9,0.060572251,0.189132081,44.6897792
537,23,10,0.060070352,0.188445644,44.6461068
538,23,11,0.059665553,0.188061467,44.60832856
539,23,12,0.059294794,0.187807932,44.54334393
540,23,13,0.058859479,0.18751557,44.47913441
541,23,14,0.058317141,0.187171447,44.45672997
542,23,15,0.057847783,0.186899634,44.44225782
543,23,16,0.057782366,0.187024976,44.45613164
544,23,17,0.057510548,0.18677127,44.39956565
545,23,18,0.057109203,0.186346481,44.29932409
546,23,19,0.056764326,0.186139942,44.26823401
547,23,20,0.056534072,0.186002376,44.25096213
548,23,21,0.056470552,0.186075573,44.24689256
549,23,22,0.056280629,0.185836647,44.19260695
550,23,23,0.056041534,0.185436647,44.10580066
551,23,24,0.055762406,0.18499215,44.02873443
552,24,1,0.070005732,0.197477522,46.61906117
553,24,2,0.06726121,0.19403944,45.58112047
554,24,3,0.066131331,0.193135787,45.34901803
555,24,4,0.064197109,0.192026248,45.19321411
556,24,5,0.062593179,0.190969942,45.08486344
557,24,6,0.06142744,0.189891103,44.90309116
558,24,7,0.060725806,0.189023885,44.7304536
559,24,8,0.060251005,0.188519842,44.56337669
560,24,9,0.059651578,0.187833875,44.41235091
561,24,10,0.059159149,0.187238397,44.37457978
562,24,11,0.058783199,0.186912658,44.34851064
563,24,12,0.058505029,0.186746755,44.30173826
564,24,13,0.058114172,0.186495032,44.24383332
565,24,14,0.057662286,0.186249276,44.21355486
566,24,15,0.057262154,0.186047101,44.22168117
567,24,16,0.057180783,0.186153822,44.22951647
568,24,17,0.056920558,0.185930591,44.17881707
569,24,18,0.056556132,0.185587091,44.11241752
570,24,19,0.056266392,0.185432613,44.08737833
571,24,20,0.056077107,0.185318148,44.07223776
572,24,21,0.05601436,0.185372558,44.0352307
573,24,22,0.055901618,0.185221757,43.96658814
574,24,23,0.055699204,0.184861181,43.89543122
575,24,24,0.05540269,0.184385273,43.82052001
