,total,chk_3,chk_4,ratio3
4bcd0eb4,278.0,3,2,0.01079136690647482
1ee5bb1f,278.0,3,2,0.01079136690647482
92adbd8a,278.0,1,1,0.0035971223021582736
29332240,279.0,2,1,0.007168458781362007
bf0ffa27,277.0,4,2,0.01444043321299639
562890e1,277.0,5,1,0.018050541516245487
3cf53003,279.0,4,3,0.014336917562724014
ac0787f6,279.0,2,1,0.007168458781362007
1e5825a9,279.0,3,2,0.010752688172043012
f89e4daa,279.0,3,1,0.010752688172043012
aee045cf,277.0,8,6,0.02888086642599278
6461cdfc,278.0,2,2,0.007194244604316547
1b55917f,278.0,3,2,0.01079136690647482
03f5d433,278.0,2,1,0.007194244604316547
9da12842,279.0,2,1,0.007168458781362007
d34e470a,279.0,3,3,0.010752688172043012
1941fd08,277.0,1,1,0.0036101083032490976
fcda3b8b,277.0,6,5,0.021660649819494584
832ad155,278.0,7,3,0.025179856115107913
0bc05b05,278.0,2,2,0.007194244604316547
6ce5936b,279.0,6,4,0.021505376344086023
9243b38e,279.0,1,1,0.0035842293906810036
d7c1dfd1,277.0,1,1,0.0036101083032490976
38787961,277.0,5,3,0.018050541516245487
7b457c85,278.0,2,2,0.007194244604316547
a9cb03e2,278.0,2,2,0.007194244604316547
fe3d5a2b,278.0,3,2,0.01079136690647482
719fd530,278.0,1,1,0.0035971223021582736
7f22ca7d,278.0,3,2,0.01079136690647482
f53a57b2,278.0,2,1,0.007194244604316547
5f56f7db,,,,
11a6b098,,,,
ff7fa9e6,,,,
5c020d59,,,,
7c94fb02,,,,
ad3f309d,,,,
a4a7e40e,,,,
2d3caff6,,,,
d22c76bc,,,,
f93abf1f,,,,
af016764,,,,
d5aa30a3,,,,
5b12f1ad,,,,
210eea06,,,,
9ab5de9d,,,,
436b3971,,,,
5188f43a,,,,
a68674eb,,,,
12336137,,,,
bebd4042,,,,
91b370c8,,,,
0fdba0d2,,,,
5b90f6b5,,,,
305406f8,,,,
16532dca,,,,
422e536a,,,,
bc3ecc02,,,,
c1cd6703,,,,
0113215e,,,,
8cbffc88,,,,
d32c8386,,,,
223a99e9,,,,
33554c86,,,,
51ee7204,,,,
c5f88765,,,,
7ed53566,,,,
8dc61c9c,,,,
ce438ef0,,,,
66498688,,,,
d753df98,,,,
08670ef7,,,,
0f9f6d10,,,,
94e36aff,,,,
4c6f731b,,,,
2b22cd8c,,,,
140260c9,,,,
3dbcd0c0,,,,
20324856,,,,
16083226,,,,
c2b04701,,,,
4d6536b1,,,,
bafb00b2,,,,
75623e0a,,,,
43286926,,,,
0a10075f,,,,
eb53e8b8,,,,
407f8c92,,,,
772ad1da,,,,
91736afd,,,,
b1fe8b23,,,,
706ae240,,,,
995201e7,,,,
b0c55657,,,,
61678816,,,,
907e95b0,,,,
a12e6cc7,,,,
db942f0a,,,,
71329aa2,,,,
c02a6db4,,,,
0aaa4226,,,,
4b362176,,,,
ffd4fbba,,,,
ddbb04ba,,,,
e6fffa35,,,,
283ffce0,,,,
44534bff,,,,
2097a5ef,,,,
62cd63dd,,,,
a75b1ec0,,,,
5afb4e3b,,,,
df30ad1b,,,,
0870f4a8,,,,
a9eaf42a,,,,
a52366f6,,,,
bdcf8edd,,,,
f14927a3,,,,
497a37ed,,,,
e6604540,,,,
65fae6eb,,,,
b4740ea7,,,,
08b039d6,,,,
7d16eacb,,,,
d637f071,,,,
a3f63884,,,,
38a3a7f4,,,,
975ebcb1,,,,
54177843,,,,
db06a5a8,,,,
dc1c96bb,,,,
561c2849,,,,
76c33dd0,,,,
bd1484f9,,,,
6f46c1fd,,,,
c790f7b3,,,,
0be116d6,,,,
4c5e9410,,,,
6824c0d0,,,,
517dd952,,,,
a6d18199,,,,
27bdd4ff,,,,
515604ef,,,,
2a0bfc9c,,,,
a2a29a74,,,,
56e7b6d1,,,,
39e1c949,,,,
bb5e16f2,,,,
028cf3c7,,,,
e4807e90,,,,
fcb5f445,,,,
eb01bd44,,,,
3ce3b36b,,,,
3eae4dc2,,,,
140b0512,,,,
52c51972,,,,
f993d1c8,,,,
2cb74756,,,,
0a73550e,,,,
c856e4ca,,,,
9c5160f4,,,,
f0994555,,,,
69d3b250,,,,
a3f4392a,,,,
6513bb2a,,,,
a7f5149b,,,,
027002fa,,,,
2d26874d,,,,
748c43e7,,,,
efbdc9dc,,,,
774d0bc6,,,,
d554600c,,,,
711324a2,,,,
bb04db05,,,,
0b956aa4,,,,
757b016f,,,,
84936dd4,,,,
7812b178,,,,
e943e034,,,,
ee7a6b50,,,,
d99599c7,,,,
02894dec,,,,
c6abfe10,,,,
1a59d836,,,,
9b54ea80,,,,
1d3cc6cb,,,,
3e412c30,,,,
0d965b0a,,,,
0de699e4,,,,
f56231ab,,,,
d7c0a8ec,,,,
74f33c9d,,,,
64150f01,,,,
f30a0d44,,,,
b0d88260,,,,
e3bc907d,,,,
88bac86d,,,,
d395feb4,,,,
882cf6b0,,,,
e65e801b,,,,
283c14b9,,,,
f0b42d19,,,,
8776bbd2,,,,
81d10841,,,,
9099b483,,,,
b6b49747,,,,
c0775234,,,,
2107602e,,,,
7b998925,,,,
bc8a645b,,,,
262e297c,,,,
3213cc5f,,,,
8ce9c110,,,,
d0cfada3,,,,
d5137701,,,,
edd7320d,,,,
5ae4c922,,,,
f55fdb27,,,,
aa8dc197,,,,
21c00cff,,,,
1a6d8887,,,,
c10281b5,,,,
a71772b7,,,,
c784ad12,,,,
61a0e381,,,,
d405169c,,,,
9c98ac97,,,,
06ea2215,,,,
ff276888,,,,
42a2c922,,,,
aae58c63,,,,
f2ced443,,,,
d324a7e2,,,,
40b4c8c9,,,,
2857d4c2,,,,
936c3274,,,,
7dc94fb9,,,,
08502f37,,,,
19e79cd3,,,,
110f7a40,,,,
82f899b2,,,,
ae45355f,,,,
c6eb3020,,,,
6c66b22e,,,,
6e54491a,,,,
0408f611,,,,
44d457d5,,,,
c437426a,,,,
c65b5862,,,,
497a31b1,,,,
bd7ce1dc,,,,
15e47845,,,,
3fa0316e,,,,
9d6aec4e,,,,
b88beb70,,,,
01141dac,,,,
5c439b31,,,,
6831386b,,,,
10c4c6fa,,,,
e4f66b2f,,,,
ff6fb100,,,,
1aca920d,,,,
a64d067b,,,,
b548e463,,,,
db4cf4b5,,,,
3963096d,,,,
2088da48,,,,
9ad8f684,,,,
57f544d3,,,,
64c03c6d,,,,
89dbe894,,,,
ce431ad1,,,,
e54b3e78,,,,
c04239b3,,,,
3822d842,,,,
6e88ce3b,,,,
20c77f83,,,,
1fa2944f,,,,
3f2ffa47,,,,
1178fe01,,,,
21ee9473,,,,
1068bbdb,,,,
7e59cb33,,,,
aaa9a2e8,,,,
33f546f7,,,,
5a75f327,,,,
e2dd24b6,,,,
ea3c0b72,,,,
a1f4cbb6,,,,
4c96f5ef,,,,
9bed4a92,,,,
53784831,,,,
156716c5,,,,
f8675bf7,,,,
41ba9894,,,,
9100a2a8,,,,
943f682e,,,,
dc37c2a2,,,,
eda0381c,,,,
f47d5179,,,,
63eb269a,,,,
47361571,,,,
279fbfd3,,,,
d0528998,,,,
6a94ebb7,,,,
f7113d92,,,,
86b494b2,,,,
57f1a68c,,,,
fd78bfea,,,,
4ccd0b3c,,,,
20c5eb08,,,,
9f9cc25b,,,,
ab1a6424,,,,
3fce1605,,,,
29a007e3,,,,
9c6cb1d4,,,,
a08dcc8e,,,,
5d066a4c,,,,
2245b093,,,,
3283c6eb,,,,
23039c7a,,,,
b75c806b,,,,
99f8a7a9,,,,
eb981bde,,,,
8518e146,,,,
29fd9517,,,,
fe3517fa,,,,
6ba5f0e7,,,,
3b4d7a61,,,,
b1b424ef,,,,
fd8a3785,,,,
14423540,,,,
