,total,chk_3,chk_4,ratio3
b6011c4f,297.0,20,14,0.06734006734006734
75c519c9,297.0,22,19,0.07407407407407407
347c8e0d,290.0,14,9,0.04827586206896552
cd6a5a19,290.0,21,14,0.07241379310344828
d50a8d00,286.0,11,8,0.038461538461538464
3297899b,286.0,17,13,0.05944055944055944
61c7b9bf,297.0,25,20,0.08417508417508418
95a9af8c,298.0,14,10,0.04697986577181208
56e5887c,289.0,19,13,0.0657439446366782
7612f7db,291.0,24,17,0.08247422680412371
02b199a9,290.0,14,8,0.04827586206896552
19da41d0,291.0,11,10,0.037800687285223365
2a187927,297.0,20,17,0.06734006734006734
7b3f87b8,298.0,20,17,0.06711409395973154
46c16373,290.0,19,14,0.06551724137931035
644d9075,291.0,18,13,0.061855670103092786
a662475e,297.0,22,14,0.07407407407407407
d154b3f2,298.0,27,19,0.09060402684563758
5a3fe9e7,290.0,20,13,0.06896551724137931
a7209dd6,291.0,14,9,0.048109965635738834
4d41b014,294.0,21,13,0.07142857142857142
c5d4ace6,297.0,10,9,0.03367003367003367
8f67ec97,291.0,20,12,0.06872852233676977
54301d4f,290.0,15,8,0.05172413793103448
db7afb9d,296.0,16,12,0.05405405405405406
2d6c3e9b,298.0,12,8,0.040268456375838924
3a8af2c2,291.0,13,12,0.044673539518900345
506c4a56,298.0,14,7,0.04697986577181208
e70f1316,298.0,19,16,0.06375838926174497
2d8598f8,297.0,26,21,0.08754208754208755
b2a1ec14,,,,
079aeec6,,,,
465d4c39,,,,
76c0fade,,,,
2d522dd0,,,,
20d59bfd,,,,
0188625a,,,,
b1b7210d,,,,
5fede098,,,,
5c8b5266,,,,
2b937ec5,,,,
129edf8d,,,,
863b67fe,,,,
5735bda0,,,,
ba601268,,,,
2f9ba36f,,,,
ea76f7cf,,,,
0b0e7bcd,,,,
94495c6a,,,,
cb6e6195,,,,
30c7a5f1,,,,
f3436cb8,,,,
1398f327,,,,
281818d7,,,,
3541c6ab,,,,
3e2268ae,,,,
a542deb8,,,,
79010ed1,,,,
c9a5ac22,,,,
363b6a99,,,,
55883526,,,,
5b43b3e0,,,,
4d0006b3,,,,
fd4207aa,,,,
808801de,,,,
c5ded5ac,,,,
838a99a6,,,,
145987e4,,,,
3792a730,,,,
bb7a4f87,,,,
e9140f57,,,,
8cef5b7a,,,,
32ff3af8,,,,
e16ec2e7,,,,
655c657d,,,,
3b23b65e,,,,
365de0bf,,,,
cf546450,,,,
93af5be2,,,,
62b00fcf,,,,
e2ce2529,,,,
5748fc37,,,,
f3179af3,,,,
43c51e0d,,,,
be87d8a5,,,,
6ca411fb,,,,
46a03b18,,,,
c499e5fa,,,,
02f13445,,,,
f676b875,,,,
6156ba90,,,,
375d9900,,,,
cf1556a2,,,,
0cac5eab,,,,
d73522b5,,,,
9b8f5301,,,,
92b7cec3,,,,
57ed95f8,,,,
4af10764,,,,
71b77439,,,,
38bd068b,,,,
23141a93,,,,
eca0ab2a,,,,
ed72be4c,,,,
ca867358,,,,
aaebecdc,,,,
81256720,,,,
2ddb5683,,,,
7995b4a7,,,,
48bda978,,,,
32de29ef,,,,
c8f9b126,,,,
6dfe562c,,,,
41ffa65b,,,,
4edb0ce1,,,,
b21e093e,,,,
6599cb44,,,,
5d813902,,,,
79c342a2,,,,
90e23fa4,,,,
3f1ef23b,,,,
fb0776bb,,,,
329523c7,,,,
f21b1927,,,,
81992f7b,,,,
1387b8d1,,,,
2ab4b2ce,,,,
4f6b8eea,,,,
fa2c7e2a,,,,
e1757f71,,,,
65cd2def,,,,
68e175da,,,,
60af8097,,,,
240fe602,,,,
dce338fe,,,,
f17bbcce,,,,
adb02be1,,,,
303c0ea3,,,,
ebffd9a6,,,,
466d8b1c,,,,
c968b1c4,,,,
d75c8830,,,,
0c38b733,,,,
a88db79c,,,,
737ebf9b,,,,
644e1ca6,,,,
61cbcd93,,,,
12d92abf,,,,
85e2a7b5,,,,
2fcbb589,,,,
9b3f9d42,,,,
33c425e5,,,,
58a7679b,,,,
9fff6399,,,,
4bad2b19,,,,
a148785c,,,,
592e9616,,,,
301e4a1a,,,,
dfb7dc45,,,,
74fee563,,,,
af660fba,,,,
1a6702fa,,,,
d7e0c86b,,,,
31169e33,,,,
00b92d4d,,,,
25607df7,,,,
8ebf4308,,,,
7959a76f,,,,
79f80975,,,,
1dd23fd2,,,,
d4cdd13f,,,,
1527ea2f,,,,
c4c9516d,,,,
96629f66,,,,
8f1f5a76,,,,
7d123b86,,,,
a09505b6,,,,
b251499c,,,,
256bb758,,,,
0c25a15e,,,,
ef49a07a,,,,
378de66a,,,,
0d9acd44,,,,
f203f665,,,,
233906f0,,,,
98f1a5e8,,,,
5e4339f5,,,,
b1e6636f,,,,
03a2d05e,,,,
3448f5f7,,,,
5af9810d,,,,
c1bf60df,,,,
aff795a4,,,,
95d3da31,,,,
21e82e90,,,,
edb3b886,,,,
8406ead9,,,,
6b512267,,,,
676a2db7,,,,
f682f70c,,,,
9f7a3757,,,,
ba4b4292,,,,
489cdf57,,,,
cdb749be,,,,
e7252d49,,,,
0056f3ae,,,,
5dbf2e48,,,,
2edf4c02,,,,
6a26bec3,,,,
4e37fc63,,,,
27812d9f,,,,
d4b74b71,,,,
09d92898,,,,
a1b117ec,,,,
88c05020,,,,
bb3c3e1c,,,,
733f1c09,,,,
2a7df78e,,,,
146f0211,,,,
2df969cb,,,,
d85641a5,,,,
91f34944,,,,
0c3fe663,,,,
8ffce4c8,,,,
abbd2ecc,,,,
61bfa745,,,,
4c70256d,,,,
b010b668,,,,
3e11014e,,,,
8e6c4159,,,,
85cddebb,,,,
d77d754e,,,,
ffb3b57a,,,,
6e4b1490,,,,
2e6a0253,,,,
62c157ce,,,,
57ac8e77,,,,
ba6d3e36,,,,
9c150fdf,,,,
d92dc469,,,,
1e1ea072,,,,
8af7cb72,,,,
c2c2cab8,,,,
e764b6d8,,,,
bc526ab9,,,,
d0650957,,,,
fb7503bf,,,,
35107d4e,,,,
df3f25b2,,,,
b319bb6d,,,,
8fcd3b58,,,,
a6014cb6,,,,
4f3ad2e4,,,,
0121f817,,,,
5f682548,,,,
33d1e3b8,,,,
8617f181,,,,
70a6a158,,,,
ca311aa9,,,,
2035718d,,,,
1c61dccd,,,,
ef7d627a,,,,
ac684fc0,,,,
00c177f0,,,,
573bd149,,,,
a3dc3375,,,,
4655cce3,,,,
8a68b959,,,,
14f7b263,,,,
809ee5f9,,,,
c978bffe,,,,
6ec7655a,,,,
8127d769,,,,
a759e262,,,,
e9f5f651,,,,
fd810046,,,,
5a10986b,,,,
380e16d0,,,,
ede68746,,,,
68bc3eca,,,,
208ea15a,,,,
18d3836c,,,,
d15c5588,,,,
ec1fa008,,,,
bd1fbd15,,,,
4bbf66b0,,,,
a6ae38fd,,,,
3ef918e6,,,,
8d622a99,,,,
c5a43e6f,,,,
897f0296,,,,
1fc51ed1,,,,
9f311c5d,,,,
38f14fad,,,,
491dd5ca,,,,
70f831e2,,,,
698b44f5,,,,
bc0c826a,,,,
a15274e0,,,,
fddbda71,,,,
037820ca,,,,
69184afb,,,,
0ad4438b,,,,
c9db8821,,,,
bee15a69,,,,
0d3894ff,,,,
2dfff9f3,,,,
313f0f25,,,,
eae1a905,,,,
74fd6214,,,,
c957665d,,,,
1b8cfbe8,,,,
b9c89079,,,,
5adf0c76,,,,
5ed57dd7,,,,
5eca6151,,,,
f0a85ba5,,,,
1e3589b4,,,,
de854290,,,,
37270340,,,,
0a3b5d4f,,,,
7bf13823,,,,
b384f8ac,,,,
23c24c0f,,,,
0327f7cf,,,,
2cbd580b,,,,
686fcafa,,,,
e74a28ee,,,,
3f5142b1,,,,
57c71a7e,,,,
596fc223,,,,
8f0a35bc,,,,
c3de7bfe,,,,
09af3c32,,,,
ca5a5943,,,,
1298bcf3,,,,
b00b5f89,,,,
99d706dc,,,,
1a0dfcf8,,,,
57a45a6a,,,,
d498cdf9,,,,
31449655,,,,
1f86f916,,,,
3222af45,,,,
00b9dd9a,,,,
5868ce6e,,,,
519352ff,,,,
e10bebb0,,,,
543e77d4,,,,
cf793600,,,,
a783c29c,,,,
38c4efe6,,,,
