,total,chk_3,chk_4,ratio3
b67b3455,337.0,27,24,0.08011869436201781
036c64d4,305.0,21,16,0.06885245901639345
9cbd8555,346.0,27,22,0.07803468208092486
47c25147,306.0,38,30,0.12418300653594772
619115f1,348.0,29,18,0.08333333333333333
9db74e9d,296.0,31,23,0.10472972972972973
a66c5bc5,358.0,41,27,0.11452513966480447
2254303b,310.0,27,21,0.08709677419354839
0f4a3d72,348.0,29,21,0.08333333333333333
b309ff7b,309.0,42,40,0.13592233009708737
ab209a90,344.0,26,19,0.0755813953488372
4277a421,302.0,17,11,0.056291390728476824
8d4e82b7,342.0,31,24,0.09064327485380116
6c6e61c7,301.0,40,30,0.132890365448505
ad4b095c,339.0,18,11,0.05309734513274336
e33cd4b6,298.0,33,28,0.11073825503355705
1a215252,343.0,35,30,0.10204081632653061
01e345e2,307.0,48,41,0.1563517915309446
4de39131,342.0,33,27,0.09649122807017543
70f2a97a,302.0,29,20,0.09602649006622517
32f114da,345.0,30,22,0.08695652173913043
ede1b7b7,309.0,24,18,0.07766990291262135
8cf8e28d,365.0,28,22,0.07671232876712329
2f4de210,314.0,34,30,0.10828025477707007
0c44a706,346.0,26,18,0.07514450867052024
d73ea9ec,308.0,28,18,0.09090909090909091
0d21a545,330.0,17,15,0.051515151515151514
1ee6ca44,287.0,19,16,0.06620209059233449
6b9878c3,350.0,25,18,0.07142857142857142
5aa3265d,299.0,24,16,0.0802675585284281
3d0119ad,,,,
4722f991,,,,
ff4a0cb5,,,,
3c2becb2,,,,
fd7e7e69,,,,
5a90edb5,,,,
f46c9819,,,,
e3ca05b3,,,,
f1c564aa,,,,
4b3add54,,,,
49f6817f,,,,
7b67764e,,,,
4cb5f87e,,,,
20c6fa6c,,,,
d34fcda8,,,,
b01dc009,,,,
32816df7,,,,
4cf99bab,,,,
438f5e1a,,,,
a7459b69,,,,
5b99a4f7,,,,
dc5510ad,,,,
ccfcd060,,,,
c5d0aec1,,,,
a7a98387,,,,
078d7384,,,,
05ddc467,,,,
715dd0f2,,,,
67e112a5,,,,
1cba9750,,,,
44e41882,,,,
82044199,,,,
67684c8a,,,,
3f857107,,,,
80f6ce74,,,,
3e2711e0,,,,
98c742da,,,,
3cca1a78,,,,
9a9f6f71,,,,
ab568482,,,,
bd325be5,,,,
c3fa57dc,,,,
c4108881,,,,
cb11faea,,,,
31eff8f5,,,,
e2d58f26,,,,
24b8681a,,,,
8201d27c,,,,
57158cef,,,,
34d00c91,,,,
f821f9a9,,,,
b09c31e0,,,,
67a5a4f0,,,,
e61a9f49,,,,
b2905515,,,,
1ad75ec7,,,,
4f8e7590,,,,
91c5fefb,,,,
36d1f10a,,,,
fbcab331,,,,
076d8418,,,,
5d483ad5,,,,
1bf4aef2,,,,
bd21b36d,,,,
ab4e142a,,,,
1fde9190,,,,
aeb7667e,,,,
a91a44bf,,,,
19269237,,,,
a1afe82d,,,,
a8638283,,,,
d7361d52,,,,
fae2c1b3,,,,
9b914036,,,,
63a88d7a,,,,
238e518d,,,,
ad13f991,,,,
0fb1645a,,,,
6c97a605,,,,
9f999cb6,,,,
4f9cd715,,,,
55aab6a0,,,,
c6c2165b,,,,
fa4a8976,,,,
7b93cc59,,,,
7639276c,,,,
92bf8dc9,,,,
e0f4d023,,,,
61d3f8f8,,,,
e985d523,,,,
4c3e656c,,,,
171a4548,,,,
b763b4f7,,,,
5b9af7d9,,,,
1856bcec,,,,
a3f3e8ca,,,,
8e9aac3e,,,,
642dd7c3,,,,
d8f682e1,,,,
fd681990,,,,
74c459f7,,,,
ab47f950,,,,
a75c5a13,,,,
4ea6115e,,,,
daaa65a0,,,,
b6fa1e51,,,,
9fee2a44,,,,
50fa1536,,,,
dc6c2b82,,,,
12367182,,,,
be7350f1,,,,
2b363096,,,,
21022704,,,,
6522bdf9,,,,
76771ef8,,,,
9f0547c1,,,,
5124cd19,,,,
7afc3fbc,,,,
501f395a,,,,
653a08e8,,,,
a04a9f5e,,,,
91b51f7e,,,,
305c64f2,,,,
dfe3dbbb,,,,
7a0c4b6c,,,,
e52c6bcf,,,,
7cd7f9ae,,,,
a1231601,,,,
3b73215f,,,,
186630ec,,,,
be3df1bc,,,,
53f0746b,,,,
97bb6ee9,,,,
a93d8524,,,,
68186923,,,,
a6399d83,,,,
d7cfb15a,,,,
4b402f89,,,,
2ff29f6c,,,,
4c23af36,,,,
1b3026a9,,,,
799031ad,,,,
57dc356b,,,,
0c3ceab1,,,,
b5b9f084,,,,
09d5ae4f,,,,
9185beed,,,,
41d8efbc,,,,
e7d17266,,,,
9934c4c7,,,,
58dcf43f,,,,
6273307f,,,,
77e79834,,,,
1a2f03cb,,,,
2cfeb44f,,,,
c64bd37e,,,,
16e1a0ac,,,,
3b352a58,,,,
3595a180,,,,
f9318321,,,,
12901bd6,,,,
db4c943b,,,,
8bc0ae58,,,,
2b873be6,,,,
9de1bd71,,,,
671489f2,,,,
586805ee,,,,
09140b82,,,,
cac84afc,,,,
88ea9b9e,,,,
25133f76,,,,
23ce6c65,,,,
52188af4,,,,
594cd507,,,,
9989c580,,,,
40db0085,,,,
440f160c,,,,
980a113a,,,,
e63352cc,,,,
a0004169,,,,
bcc73f3f,,,,
3be1b2c4,,,,
3258d94d,,,,
28471987,,,,
9a5c9ffe,,,,
85a5a09e,,,,
a2667464,,,,
dde8931f,,,,
36f241e9,,,,
9db949f5,,,,
96543aac,,,,
83325bc6,,,,
9e987b49,,,,
17162481,,,,
969adc09,,,,
f8dca92a,,,,
b61bde56,,,,
f5946648,,,,
113a5b03,,,,
0ed95f6f,,,,
2b1c14db,,,,
5cfdd1a9,,,,
7c816ae2,,,,
4e597f6d,,,,
f5f399b1,,,,
6e5eb917,,,,
35628efc,,,,
efdc2bfb,,,,
eff4f7bd,,,,
f4d43579,,,,
6fe57fa6,,,,
0994fd79,,,,
1734116f,,,,
ed10b9c6,,,,
fafbdc68,,,,
9fc8751c,,,,
7c1ef20f,,,,
30b39f0b,,,,
88bd8cfa,,,,
0bd89587,,,,
c4093bf0,,,,
50494f7a,,,,
a69f621c,,,,
1356f5e9,,,,
bcd18638,,,,
9c394f1e,,,,
05f931e3,,,,
c738b377,,,,
26ace59c,,,,
fcafdf58,,,,
5c466753,,,,
e6931987,,,,
2845be35,,,,
620e8930,,,,
b4cdbabf,,,,
2da125fe,,,,
a598482f,,,,
b2f69f75,,,,
2a624889,,,,
03344b6d,,,,
ebad4ffc,,,,
2ba28d4a,,,,
8095b8e3,,,,
0ce920e6,,,,
cd929b88,,,,
6ec4c430,,,,
eb47d86e,,,,
cdf629a7,,,,
6030c556,,,,
f6741bd3,,,,
c276a15b,,,,
2ea1c6a1,,,,
6a93fdf0,,,,
093aea54,,,,
d5a80def,,,,
4fe8e035,,,,
427799be,,,,
43c5ef77,,,,
d13cb363,,,,
99da074b,,,,
bd5c8156,,,,
3a03e1e4,,,,
e2ab7d26,,,,
978f39e9,,,,
afe05546,,,,
a538d4db,,,,
1fc3ad9d,,,,
ea283aa4,,,,
2b21a73d,,,,
44ecee7f,,,,
7ad859bf,,,,
f6823973,,,,
bbf791a0,,,,
9da974c3,,,,
d336fc2f,,,,
4b21b6fa,,,,
cc764cbb,,,,
5a35c000,,,,
baab7ca8,,,,
97fb11b5,,,,
4071194a,,,,
cf4d0311,,,,
d48a20e0,,,,
9efea66e,,,,
095e50dc,,,,
af512c80,,,,
0fc836cb,,,,
a1532e58,,,,
d81b52e4,,,,
1c6655cd,,,,
19081e4b,,,,
348f9825,,,,
a5ea467d,,,,
72fcd6bc,,,,
8a3b82f5,,,,
19283ec7,,,,
27ea0696,,,,
d86acd75,,,,
9adcf0f4,,,,
4abc08f7,,,,
21709d29,,,,
5ebb7bb0,,,,
059803d6,,,,
9fea59de,,,,
3b55e236,,,,
0914f689,,,,
8d0da02b,,,,
4e1e41b4,,,,
a57960c9,,,,
f217f670,,,,
b9b30945,,,,
af02c883,,,,
7dc931c5,,,,
df04475d,,,,
264f2291,,,,
674ecb9d,,,,
4603b0ee,,,,
01354c17,,,,
019f4da8,,,,
e3399885,,,,
67daad49,,,,
48c9849c,,,,
3ee026b9,,,,
876dd55b,,,,
3d69fba3,,,,
9edf200e,,,,
27222764,,,,
e920ca71,,,,
d3210e0f,,,,
f3100fd6,,,,
49f09455,,,,
9d3d0244,,,,
e7a99f69,,,,
49af48cc,,,,
15280c03,,,,
8f18bda3,,,,
9250163b,,,,
87761c12,,,,
c9b3f20f,,,,
d20d65a2,,,,
51a3ede7,,,,
b3fdb371,,,,
6de276ca,,,,
60b6bb88,,,,
78663f8c,,,,
1122ddf8,,,,
621f4313,,,,
7b70236d,,,,
08f7e61d,,,,
18a4c5f5,,,,
c3081329,,,,
5ba4881e,,,,
e7b6b47e,,,,
7256d800,,,,
8ce6f1d2,,,,
ede3aa3f,,,,
6ab4745f,,,,
b36b9d4a,,,,
fa8c71f7,,,,
1c69af19,,,,
e83066e2,,,,
d5d6c1de,,,,
c62fdf89,,,,
483359dd,,,,
b2c1d4b7,,,,
a510d11a,,,,
ca9586a4,,,,
6dd1d3ab,,,,
22c9b72a,,,,
7c2d25a4,,,,
d7ee3324,,,,
cade35e0,,,,
dcb5cb41,,,,
24373775,,,,
5457a833,,,,
bdfec662,,,,
f52a43dc,,,,
56f045bd,,,,
140f618c,,,,
69929f1c,,,,
c19e5844,,,,
af7e44d1,,,,
5c2b102d,,,,
aa683b0c,,,,
051222bc,,,,
28fb42ce,,,,
5178d12f,,,,
331e130e,,,,
7663e5c3,,,,
28c55f7a,,,,
fba5bb68,,,,
e6f1c0d1,,,,
ab7ce7ab,,,,
65705c6e,,,,
40dc3eb7,,,,
dcf2241f,,,,
19d088d5,,,,
49aa7ba3,,,,
05f10687,,,,
1ee9b29c,,,,
93e23be3,,,,
c20cd6a2,,,,
8aa0597c,,,,
0eb64570,,,,
19c34945,,,,
10f34481,,,,
0857fbc3,,,,
08ca1cb7,,,,
c4932a02,,,,
833f2cda,,,,
db5cf163,,,,
41f0b9a7,,,,
d82f0f43,,,,
08e4c394,,,,
37ed4c07,,,,
c0c6c446,,,,
59120c06,,,,
e17bae13,,,,
34b0a3af,,,,
9484116f,,,,
b30427a9,,,,
