,total,chk_3,chk_4,ratio3
c3b026cf,432.0,25,22,0.05787037037037037
33978d94,504.0,22,15,0.04365079365079365
bf83587a,500.0,22,16,0.044
91b05a32,486.0,33,25,0.06790123456790123
48bf2740,472.0,19,18,0.04025423728813559
451fd68d,496.0,27,17,0.05443548387096774
be52cab9,504.0,25,17,0.0496031746031746
16276569,489.0,30,20,0.06134969325153374
9de1fdf3,500.0,24,19,0.048
4611552b,485.0,25,18,0.05154639175257732
7e3ccc0e,473.0,27,19,0.05708245243128964
48909581,486.0,24,17,0.04938271604938271
e6da2349,500.0,32,24,0.064
e791930c,462.0,15,11,0.032467532467532464
0f8149c5,491.0,29,18,0.059063136456211814
bc75d649,487.0,21,18,0.043121149897330596
d04f310f,459.0,19,14,0.04139433551198257
5717d6ce,448.0,13,10,0.029017857142857144
3fbd2fc6,465.0,29,21,0.06236559139784946
2cc3c770,492.0,38,28,0.07723577235772358
42c969ec,491.0,26,16,0.05295315682281059
0e2da1c9,491.0,18,14,0.03665987780040733
4a1258f5,485.0,24,19,0.049484536082474224
61d4c045,487.0,32,23,0.06570841889117043
b2d057b1,494.0,19,14,0.038461538461538464
81606e18,484.0,36,26,0.0743801652892562
9df20867,484.0,24,18,0.049586776859504134
c13b902b,480.0,36,28,0.075
c723087f,458.0,23,17,0.05021834061135371
0fb636c4,481.0,35,26,0.07276507276507277
82ad9b9d,,,,
adff3d84,,,,
487df6b3,,,,
0b2faf5f,,,,
36e682dd,,,,
71229e7e,,,,
49c00337,,,,
e5f943d8,,,,
1c079325,,,,
43dd0627,,,,
af5c186e,,,,
4d90eada,,,,
9a1662e7,,,,
a82ea26b,,,,
9a7d29da,,,,
f72fce90,,,,
3de3f1ab,,,,
bd5fc2e1,,,,
982488bf,,,,
06543503,,,,
2d868e48,,,,
9de15e17,,,,
815813db,,,,
8912442e,,,,
ea4dd9ed,,,,
8797582d,,,,
f349f348,,,,
cd0f322d,,,,
48575eca,,,,
27acc4b0,,,,
ffc50508,,,,
162818f3,,,,
f7b793ae,,,,
