,total,chk_3,chk_4,ratio3
c968cdb5,377.0,33,28,0.08753315649867374
a1f99ef7,380.0,37,27,0.09736842105263158
dbd67294,381.0,22,17,0.05774278215223097
e429bb4c,377.0,32,23,0.08488063660477453
0ef7ee32,381.0,37,27,0.09711286089238845
236b063c,378.0,17,11,0.04497354497354497
16b1b6ed,382.0,40,30,0.10471204188481675
b843d5e2,388.0,36,24,0.09278350515463918
34f9c1f5,381.0,26,20,0.06824146981627296
91fc9fca,381.0,28,24,0.07349081364829396
5ec3a0ca,380.0,46,34,0.12105263157894737
73b931ce,381.0,27,20,0.07086614173228346
7f998e3d,381.0,20,17,0.05249343832020997
167806c1,406.0,51,42,0.12561576354679804
6bb0a4ae,415.0,33,19,0.07951807228915662
77abdb05,405.0,48,38,0.11851851851851852
0f71535a,416.0,22,16,0.052884615384615384
9928cac0,413.0,47,39,0.11380145278450363
a2e2045c,416.0,40,26,0.09615384615384616
c794e336,400.0,24,16,0.06
8520f331,412.0,39,32,0.09466019417475728
e75f6088,398.0,27,21,0.0678391959798995
bb75b3e7,417.0,36,28,0.08633093525179857
67b540e6,404.0,35,30,0.08663366336633663
7225b86e,415.0,35,23,0.08433734939759036
1d44a391,415.0,31,17,0.0746987951807229
62d4c344,411.0,35,23,0.0851581508515815
b99db3bf,409.0,40,32,0.097799511002445
d5bcfd90,401.0,25,19,0.06234413965087282
3141dd67,386.0,66,54,0.17098445595854922
e89a08df,,,,
549bbb90,,,,
b2b75621,,,,
fbdd658b,,,,
e7527896,,,,
e189ff0c,,,,
d7099a4d,,,,
44dc78f2,,,,
89f00f83,,,,
1fe55a63,,,,
3c148cbc,,,,
17f44b06,,,,
5417a08e,,,,
d043cd87,,,,
e281a815,,,,
2bf2afd3,,,,
61b8c1e3,,,,
4e1d46ff,,,,
ea131403,,,,
68cbe0f8,,,,
a32b022c,,,,
1bac07b6,,,,
4db8a879,,,,
ba82bdda,,,,
0482d700,,,,
934aa296,,,,
abb1cda4,,,,
3a4b6fc1,,,,
5cc70dbc,,,,
2c5d749a,,,,
fb1ff94d,,,,
978213c2,,,,
742d5682,,,,
90b93218,,,,
0caff7e1,,,,
10f7d7bd,,,,
fceef586,,,,
670798e1,,,,
d32f7308,,,,
4562225f,,,,
9eac8520,,,,
b5199df3,,,,
c6c54171,,,,
4e8b1d1e,,,,
49d198c3,,,,
a3e92ac9,,,,
85294591,,,,
e789e10f,,,,
5dd0578a,,,,
48639b54,,,,
f81687bb,,,,
5c9bc320,,,,
e9832697,,,,
08d07214,,,,
742a7762,,,,
3cb4f7c8,,,,
00fe7765,,,,
e44895ec,,,,
c68e23cf,,,,
434c181a,,,,
c74fb63a,,,,
188630f8,,,,
722c7271,,,,
9e2fe275,,,,
9a49ee3d,,,,
7a27bdd6,,,,
96d0ba58,,,,
7b118ed7,,,,
ac5e8eb1,,,,
6c5d36c2,,,,
f63b1d08,,,,
dc229b8f,,,,
ed67615e,,,,
414c0e78,,,,
43680c8c,,,,
d7b1d2f1,,,,
e5b3c928,,,,
949e8734,,,,
a5a0a276,,,,
d24feb99,,,,
6f6a06dc,,,,
9c49639a,,,,
4e7c6133,,,,
17334b1e,,,,
afaeea8e,,,,
58d9cfb6,,,,
f14d2951,,,,
d3857fa5,,,,
2d841039,,,,
8c26ea5d,,,,
f24f8634,,,,
a9163489,,,,
6595df9e,,,,
0d5ec92a,,,,
429a9b65,,,,
1c7ccc16,,,,
2df63e9e,,,,
6b356ce2,,,,
4984234a,,,,
f860e1dd,,,,
1e3d01ae,,,,
5cd04695,,,,
57d575bd,,,,
ff85248b,,,,
137a73b2,,,,
f5bfc458,,,,
84682569,,,,
6a17156e,,,,
b1114549,,,,
b37e0289,,,,
35a2aa9a,,,,
f3ece8c9,,,,
52ee7e53,,,,
237c239e,,,,
d99c779f,,,,
56bc3eab,,,,
bc810f75,,,,
79816252,,,,
0d0731eb,,,,
1a4fb31b,,,,
9ecf8a12,,,,
63d49248,,,,
2d9c9f22,,,,
6516f1f1,,,,
18fb6622,,,,
a2b5e0c4,,,,
