,total,chk_3,chk_4,ratio3
15fa57b5,297.0,9,6,0.030303030303030304
bbeda404,258.0,12,8,0.046511627906976744
e4b54f25,294.0,6,4,0.02040816326530612
cecbc3cd,255.0,9,6,0.03529411764705882
3a5f63f9,299.0,12,9,0.04013377926421405
2542ca52,261.0,14,9,0.05363984674329502
be6552d0,299.0,19,11,0.06354515050167224
1284349a,251.0,12,7,0.04780876494023904
49000851,300.0,8,6,0.02666666666666667
0dec55da,257.0,8,4,0.0311284046692607
06a93c25,292.0,10,6,0.03424657534246575
b351873b,256.0,12,10,0.046875
f1e4c3a6,294.0,16,10,0.05442176870748299
70236309,260.0,6,4,0.023076923076923078
f86ca58d,296.0,12,7,0.04054054054054054
0c6f938f,256.0,11,7,0.04296875
285e2830,293.0,10,5,0.034129692832764506
26336546,256.0,17,11,0.06640625
a043c975,293.0,14,8,0.04778156996587031
27a56708,259.0,13,11,0.05019305019305019
be3316d8,295.0,12,9,0.04067796610169491
cd3a6158,255.0,7,4,0.027450980392156862
bdcc05c7,294.0,11,7,0.03741496598639456
0189cb27,261.0,16,8,0.06130268199233716
d70c0cfc,294.0,14,7,0.047619047619047616
07933703,258.0,7,5,0.027131782945736434
af9b9dfe,292.0,10,8,0.03424657534246575
d1a5555f,255.0,7,4,0.027450980392156862
b53deb9f,295.0,10,7,0.03389830508474576
62a4945a,260.0,15,14,0.057692307692307696
93aabd2c,,,,
002c6fc0,,,,
0e1314af,,,,
b971f9df,,,,
76d1e006,,,,
7fb562e7,,,,
2494c256,,,,
972970c2,,,,
1b731511,,,,
0f2b6756,,,,
6bcba3a7,,,,
25d7f173,,,,
5cf76450,,,,
2d365e45,,,,
645ffad6,,,,
e681ef97,,,,
7020e402,,,,
7f6ec87a,,,,
5d185354,,,,
aa841927,,,,
f9ec2509,,,,
ff158b0e,,,,
66d99215,,,,
75075f48,,,,
131abeef,,,,
62892f89,,,,
8df86dff,,,,
974120eb,,,,
e22e3909,,,,
3bad5b1f,,,,
ee67433f,,,,
6671ad61,,,,
e1cb30a0,,,,
bc6dfe26,,,,
b7e7c54e,,,,
4be89d81,,,,
caa2a8f3,,,,
a582448d,,,,
1efa3d71,,,,
9d58cfad,,,,
ad7f46ed,,,,
963e1cca,,,,
d3879f8d,,,,
887af57d,,,,
0df418f1,,,,
a246eeed,,,,
fa04ff3d,,,,
8ea22500,,,,
ecb5855e,,,,
99602359,,,,
b4d4df93,,,,
bd2c2982,,,,
5b9a3284,,,,
17736a65,,,,
0219a94c,,,,
3c0250da,,,,
c8c918d5,,,,
c3b061de,,,,
3b76b442,,,,
75f1123f,,,,
1d0886c0,,,,
a12fd6ac,,,,
3954fa73,,,,
68608877,,,,
7bb41881,,,,
31dad429,,,,
49e9f49a,,,,
08afd76d,,,,
8b676468,,,,
9d781ebd,,,,
66498f64,,,,
4da82115,,,,
c60d85e8,,,,
9f11a58b,,,,
9c126e9c,,,,
ee64e2c7,,,,
eb573545,,,,
fec49b2b,,,,
7ba01147,,,,
67801409,,,,
32e08bfb,,,,
8f63e80c,,,,
3ccb1667,,,,
b1788af6,,,,
783661bb,,,,
221c1fc1,,,,
b7c4bb17,,,,
ae716fb2,,,,
e9c1112c,,,,
5490fc23,,,,
5c2817b3,,,,
ab41835c,,,,
f0269026,,,,
957580b4,,,,
099a7ab1,,,,
fbdbae7a,,,,
475202b7,,,,
eab5d4fe,,,,
79556b88,,,,
9cbee0e2,,,,
9664eae4,,,,
cca4eb95,,,,
52b351d3,,,,
9025e4e4,,,,
e2ba0174,,,,
50b18b9b,,,,
5935a4d2,,,,
063303bd,,,,
737c0c65,,,,
4cd54683,,,,
98f62c09,,,,
e35eebee,,,,
3e7fe521,,,,
04c31f2a,,,,
db9d7f52,,,,
b1ebe128,,,,
f5bc0bb7,,,,
7ec7c7ed,,,,
1d484d87,,,,
8d440727,,,,
10550f0a,,,,
9364c80d,,,,
5a2be661,,,,
1072c7ce,,,,
46f428e7,,,,
78c340e9,,,,
644d9e4a,,,,
95d0523e,,,,
66ab5edd,,,,
1b9a79e4,,,,
84f741a6,,,,
46e4cf64,,,,
5edd2e35,,,,
c350a7e4,,,,
8a123977,,,,
bbbe4aff,,,,
2353115f,,,,
29aa1e87,,,,
8460b55f,,,,
a23d5229,,,,
8f0a2250,,,,
67297ed3,,,,
55e4d215,,,,
4d28efa5,,,,
04d0bf57,,,,
57e6c194,,,,
7dfd8355,,,,
ae77d223,,,,
c802768b,,,,
03491633,,,,
d5254bd5,,,,
cbf8775d,,,,
f9254776,,,,
e522b1d6,,,,
0aa24570,,,,
7ca9b6c9,,,,
0992f41f,,,,
9d26e965,,,,
819101ad,,,,
f99b39f4,,,,
0c48ef94,,,,
d91d727c,,,,
f539073a,,,,
c2bc043c,,,,
8700487d,,,,
d7ecddf1,,,,
c198abdd,,,,
aa92ccd0,,,,
37de5dff,,,,
c116dca7,,,,
9286f2b8,,,,
5bb2c559,,,,
105e2b41,,,,
8ac62393,,,,
d5823b12,,,,
5abac53c,,,,
5905e779,,,,
d60c72c8,,,,
321ef195,,,,
adc5329e,,,,
31c631f2,,,,
83f4cbb9,,,,
8b025537,,,,
107d35bf,,,,
316c629f,,,,
c6e95274,,,,
8b807357,,,,
e1984968,,,,
80579283,,,,
f2c5298a,,,,
05d18385,,,,
82761a6d,,,,
172f8440,,,,
05a98f5e,,,,
97246a67,,,,
24c58fe4,,,,
888c1938,,,,
a1e2f3a4,,,,
b2b1fe55,,,,
bff63bd8,,,,
a9a515f8,,,,
41007d3b,,,,
34b2865e,,,,
e624afeb,,,,
a52ef631,,,,
806fb984,,,,
b8556fb3,,,,
6ee7424a,,,,
3f347c3a,,,,
c3874ae3,,,,
88e20796,,,,
7881691d,,,,
9a290e87,,,,
01b1b773,,,,
da91e603,,,,
39ed423f,,,,
f2b7056e,,,,
a29cd6f3,,,,
8bc19647,,,,
98e0001a,,,,
195f7e88,,,,
7771d663,,,,
3b33ea79,,,,
088c067f,,,,
90f7b3e3,,,,
38a5428d,,,,
ed720502,,,,
6e35c7f5,,,,
f6274d66,,,,
69611ebf,,,,
bd0d6628,,,,
456b7dd9,,,,
0581ab0d,,,,
5db4c1f8,,,,
be183228,,,,
353483f9,,,,
a3da782e,,,,
c1709ebc,,,,
ecf93a6b,,,,
c1345d11,,,,
02dbb4fb,,,,
be92e328,,,,
ece772c0,,,,
c7e1e188,,,,
82b0e9b2,,,,
ac689dda,,,,
942416a4,,,,
a6bfa54d,,,,
c2e2883e,,,,
6161ff14,,,,
e21de6f5,,,,
8ab28e40,,,,
a8b95105,,,,
0e474f5d,,,,
e9b2000b,,,,
442d8f05,,,,
eed75c36,,,,
83d46655,,,,
c009c01b,,,,
144de556,,,,
7eb09392,,,,
41291463,,,,
1cd55f4e,,,,
6ec5ede8,,,,
1820c352,,,,
fd9cc689,,,,
9c64bc6a,,,,
db40402d,,,,
bc7a8cc1,,,,
ecba8689,,,,
be6b0965,,,,
c5b05e3f,,,,
d83ea54d,,,,
b1756211,,,,
1bd9dca9,,,,
4680cc1c,,,,
539a9cdb,,,,
7db939e0,,,,
89304c11,,,,
638f93e5,,,,
42c94967,,,,
1f930530,,,,
8c20936d,,,,
f1865a70,,,,
f3b198c0,,,,
868b5c93,,,,
defe888d,,,,
2c21a593,,,,
4bc3daf5,,,,
5b352001,,,,
4a00cd9f,,,,
1d046903,,,,
db8013a3,,,,
e3779fcd,,,,
520bccc2,,,,
6bb9ad42,,,,
5853f97c,,,,
fd7340ce,,,,
45b832d5,,,,
9e3c0364,,,,
ae71fcdb,,,,
d2ba6303,,,,
67431bb1,,,,
4948aa41,,,,
0d2b69af,,,,
7c74297c,,,,
5da5751b,,,,
3cfa9bd9,,,,
5ea484a8,,,,
80e78559,,,,
306c40a6,,,,
593940de,,,,
a2e86554,,,,
c1db2868,,,,
164dccda,,,,
af38509a,,,,
5a4e90c7,,,,
27a42789,,,,
c8c6da2a,,,,
c24f52a5,,,,
eca9b1b3,,,,
52827c13,,,,
e65f4c8c,,,,
6e6833c5,,,,
19581264,,,,
4caeaf11,,,,
dc94a0b0,,,,
c5359324,,,,
a3603575,,,,
383647df,,,,
8b30ced9,,,,
a339ae7e,,,,
4136cef0,,,,
73fe0648,,,,
f1d4ffd7,,,,
c5ba77d3,,,,
373945e2,,,,
a07edb98,,,,
ed73d94d,,,,
a80ea20b,,,,
03252da7,,,,
4b6fee75,,,,
de636d8e,,,,
0a872e55,,,,
5051fa25,,,,
b70b993d,,,,
34d37a09,,,,
