,total,chk_3,chk_4,ratio3
8f88f9e9,328.0,22,10,0.06707317073170732
497025c6,332.0,43,31,0.12951807228915663
b95b3c69,328.0,32,19,0.0975609756097561
3abe57f1,332.0,16,13,0.04819277108433735
ddf88e69,318.0,32,19,0.10062893081761007
5424b62b,331.0,44,39,0.13293051359516617
44200467,324.0,25,21,0.07716049382716049
8c8ab1e8,332.0,38,29,0.1144578313253012
1a1668d4,332.0,30,25,0.09036144578313253
090afcd3,327.0,15,11,0.045871559633027525
5dcc5aeb,331.0,32,29,0.09667673716012085
2af2a768,325.0,31,22,0.09538461538461539
1a93fc2e,341.0,24,18,0.07038123167155426
a0cd0cd1,331.0,22,17,0.06646525679758308
b1cf6345,331.0,29,23,0.08761329305135952
a9c12eeb,327.0,23,15,0.07033639143730887
d97c1615,331.0,19,15,0.05740181268882175
1a518a07,322.0,23,16,0.07142857142857142
66ad21b4,342.0,45,34,0.13157894736842105
3fba1012,328.0,27,22,0.08231707317073171
15f87feb,341.0,26,15,0.07624633431085044
fd9cb0c4,337.0,7,6,0.020771513353115726
e5b36d3a,338.0,46,36,0.13609467455621302
d74e4fb9,329.0,28,23,0.0851063829787234
cb5eca3d,331.0,29,23,0.08761329305135952
823828c0,338.0,29,20,0.08579881656804733
7f64bfa7,328.0,39,31,0.11890243902439024
7b1af423,331.0,48,40,0.14501510574018128
e8ec897c,328.0,29,19,0.08841463414634146
e4c94567,338.0,21,15,0.0621301775147929
a3c16866,,,,
bcf8021a,,,,
2f82aec5,,,,
f5532bbd,,,,
1785812b,,,,
3f3cc56d,,,,
cae1186a,,,,
89b48dc6,,,,
971c0bb5,,,,
7f816440,,,,
d7848559,,,,
6f93ce25,,,,
b2778d70,,,,
a6b5be4a,,,,
d456eb7b,,,,
d75aedbd,,,,
55b17e3c,,,,
3c8ee141,,,,
23ddb689,,,,
52b24016,,,,
649db3a6,,,,
78ae913f,,,,
8497ce1d,,,,
52535aaf,,,,
53884398,,,,
8f4fff31,,,,
5fbe75fe,,,,
81fcbdf0,,,,
ca8b1257,,,,
97ea258e,,,,
58642a1a,,,,
f4109017,,,,
540f6987,,,,
3acf864d,,,,
e5730d17,,,,
223000ca,,,,
cb6e1145,,,,
eabb8c44,,,,
84846fc6,,,,
fb7a6766,,,,
bf4cda1a,,,,
49c81fe3,,,,
cb358f25,,,,
eed1d018,,,,
08e2d3bb,,,,
9b4ffc42,,,,
f096f2c0,,,,
67aaac53,,,,
b5981857,,,,
739c780e,,,,
a058758c,,,,
a9323a97,,,,
c53f6901,,,,
b527fe0c,,,,
47a2474b,,,,
6770f928,,,,
e192bdb1,,,,
78e7ab7c,,,,
4402ba79,,,,
079b683d,,,,
5a1a3b29,,,,
2a9f2dd4,,,,
76f412c1,,,,
0da594a7,,,,
2beeebdb,,,,
64766692,,,,
61e0dcc5,,,,
6ebb3ee5,,,,
b102b4ba,,,,
4a3823d9,,,,
07d25a22,,,,
74fc5374,,,,
95c01d23,,,,
7085a3ea,,,,
22b993a1,,,,
4f77e227,,,,
f9cf68d2,,,,
cabed031,,,,
164fd7cb,,,,
72922169,,,,
a41762c9,,,,
f4bd3828,,,,
18d77be7,,,,
613d23a2,,,,
49b0b3aa,,,,
2c549da5,,,,
db00f054,,,,
208011a2,,,,
2298c35d,,,,
b3a6c88b,,,,
f02c28c6,,,,
45deddba,,,,
6ed22fe6,,,,
b24943a8,,,,
cc15e8a7,,,,
bb74f1e3,,,,
2c9c5579,,,,
8590ff5b,,,,
1ca66159,,,,
f442be0f,,,,
eae59098,,,,
4747340e,,,,
95b2b73f,,,,
d53c609a,,,,
ffefeb9e,,,,
64b1f2a5,,,,
6fdc3a9f,,,,
ead442fc,,,,
62ab3edd,,,,
4168fe72,,,,
04a6fff9,,,,
9e1040e1,,,,
159ba957,,,,
e2bef4aa,,,,
dd7c9951,,,,
7a482059,,,,
387d16d9,,,,
4631e7ce,,,,
c6148383,,,,
3d357762,,,,
4ea99932,,,,
a1db99f0,,,,
38b322a6,,,,
552c2717,,,,
a44904a2,,,,
16aae2ce,,,,
d3ab92a6,,,,
3f9430c6,,,,
5a089039,,,,
1b12b27f,,,,
e27d9b0a,,,,
6d47b574,,,,
459b3428,,,,
d89518ac,,,,
cdef31e6,,,,
c078f85a,,,,
3807694c,,,,
18f8938f,,,,
6a2b97b0,,,,
fe4a8282,,,,
d64c65fe,,,,
816d18a0,,,,
278e5fc0,,,,
e1d3c7e3,,,,
f02358c2,,,,
8d743a05,,,,
793ca0ea,,,,
2beb1fef,,,,
e74e8704,,,,
0671b0e2,,,,
7849bd0c,,,,
e2fd0713,,,,
6055081f,,,,
6126023a,,,,
4576cacb,,,,
4bc4924f,,,,
702af937,,,,
4c89cd63,,,,
bcb03bf6,,,,
0059427f,,,,
17dcbc64,,,,
cc40aa29,,,,
2daa3774,,,,
537bc7bf,,,,
3fd3c5d0,,,,
03fe4edc,,,,
ec9a28a0,,,,
b2987bab,,,,
938d8c82,,,,
3fe4fb45,,,,
d109eaa0,,,,
026f57ae,,,,
6f39efc1,,,,
f40e2777,,,,
3470fe4e,,,,
9261a5e1,,,,
7f49df1f,,,,
7fa50fee,,,,
9eeca914,,,,
bbb8fc58,,,,
