,total,chk_3,chk_4,ratio3
0fc3c45e,318.0,45,30,0.14150943396226415
34058fc5,315.0,47,34,0.1492063492063492
bb304b15,316.0,32,24,0.10126582278481013
7000961a,318.0,21,13,0.0660377358490566
c707e56c,316.0,29,26,0.09177215189873418
8aa707b7,272.0,10,9,0.03676470588235294
ab2c6660,318.0,30,21,0.09433962264150944
69901724,315.0,34,30,0.10793650793650794
a38f5af4,317.0,34,27,0.10725552050473186
5a1fe8be,318.0,30,23,0.09433962264150944
bb9a233f,319.0,39,30,0.12225705329153605
9d4c646f,317.0,37,30,0.1167192429022082
23a0c802,317.0,39,31,0.12302839116719243
41f1a7d4,320.0,34,28,0.10625
3ce202ef,319.0,33,22,0.10344827586206896
9d806a77,317.0,24,17,0.07570977917981073
2544eb8f,318.0,26,18,0.08176100628930817
91d8ec3b,318.0,48,38,0.1509433962264151
9820581b,319.0,30,29,0.09404388714733543
2a9b0033,315.0,22,17,0.06984126984126984
30f655af,317.0,47,34,0.14826498422712933
8951b976,318.0,40,28,0.12578616352201258
eaa6e631,318.0,47,39,0.14779874213836477
62936999,317.0,34,26,0.10725552050473186
17834cd6,317.0,30,14,0.0946372239747634
76cae17d,316.0,24,17,0.0759493670886076
911813d7,318.0,29,24,0.09119496855345911
46c3fb02,318.0,29,18,0.09119496855345911
4082a8ec,318.0,48,46,0.1509433962264151
4382d9df,318.0,46,38,0.14465408805031446
139fc9de,,,,
e8a36488,,,,
eef9e00d,,,,
34d71cff,,,,
fac53603,,,,
fd7fddb6,,,,
6f200b3e,,,,
d68f3b4c,,,,
1f6bf7d9,,,,
f982385d,,,,
f96b1207,,,,
3e15ed05,,,,
a6ab2601,,,,
e6794694,,,,
3fa9b6d8,,,,
66ca605f,,,,
8166b1c7,,,,
417f73cb,,,,
970cc352,,,,
e2477a5c,,,,
27e686bd,,,,
e0bbed3b,,,,
594c30f0,,,,
d6c3d977,,,,
e09796e2,,,,
d3a640fe,,,,
41281c4b,,,,
8106d5fd,,,,
54236f20,,,,
e2c5198b,,,,
9aeb0856,,,,
348cc89a,,,,
469f5acb,,,,
c99c7f48,,,,
895b9ec0,,,,
52905cf2,,,,
4c6dbad7,,,,
132e9b7f,,,,
0d188cf3,,,,
6609b580,,,,
2557cc9f,,,,
7ccad4ae,,,,
f2e16784,,,,
42c5831c,,,,
4457f676,,,,
5733f6fc,,,,
c4101e0f,,,,
8ba721c1,,,,
c20daef6,,,,
e5d798cc,,,,
3a9576ec,,,,
4823086f,,,,
df7fda5f,,,,
a17f6197,,,,
e3f0324f,,,,
9a3ea1bf,,,,
95f5b878,,,,
38491edc,,,,
28502128,,,,
c3152707,,,,
757733df,,,,
282ee33c,,,,
de5d3430,,,,
92244542,,,,
f2de0c62,,,,
ca221aad,,,,
914e524e,,,,
a2f14e08,,,,
fdb2a437,,,,
86544e15,,,,
3bdaabb7,,,,
ab6d307c,,,,
736228de,,,,
849efe78,,,,
5d32e6e2,,,,
add35ebc,,,,
27932031,,,,
27e04ef1,,,,
0702a36e,,,,
6c26ef72,,,,
728467ee,,,,
6e0810e3,,,,
f3f6b148,,,,
45625eb6,,,,
54a02747,,,,
409bad39,,,,
b06c82bd,,,,
03a42944,,,,
f8faec3c,,,,
697f62c3,,,,
fa49b3f9,,,,
356cb7c0,,,,
86b1a23e,,,,
bbdd7f30,,,,
ad734f40,,,,
a275cd10,,,,
4e383b52,,,,
1846ea27,,,,
1d8b76ac,,,,
97d1c831,,,,
88dcb083,,,,
cc4e48fa,,,,
83620849,,,,
a59fae5b,,,,
ac1130fb,,,,
a323d6ba,,,,
ec01dffa,,,,
e4398b45,,,,
5c2dc5fe,,,,
c05a5dec,,,,
4c8a3a7d,,,,
1496fc7c,,,,
461c8128,,,,
9f761dbc,,,,
e9aa09fb,,,,
d99e3943,,,,
80d96a8a,,,,
48293741,,,,
fbfc0539,,,,
b66d2a15,,,,
a38ce1ed,,,,
0fa7440c,,,,
cb02c444,,,,
ce1880bc,,,,
fe55037d,,,,
b69a2d47,,,,
1334c522,,,,
ce6c6876,,,,
8ef4725a,,,,
d64b23f5,,,,
1dbb4b4e,,,,
9d15990d,,,,
5cd9d987,,,,
576745d0,,,,
12706101,,,,
c6fca25a,,,,
45140656,,,,
bf40ca69,,,,
c2527210,,,,
09c5df82,,,,
9c4837e3,,,,
85a36b8d,,,,
0518aaf8,,,,
19a1af29,,,,
f8b9ba2a,,,,
446fe6da,,,,
a6a88c7b,,,,
7986a00f,,,,
31e75963,,,,
d7de527b,,,,
368ced08,,,,
31fa5713,,,,
635a88ad,,,,
867e7087,,,,
5c641484,,,,
784df9ec,,,,
24743545,,,,
ca85f413,,,,
be33e9b3,,,,
fce72c75,,,,
010ca963,,,,
c27c86bf,,,,
c4838c1d,,,,
8acf22a9,,,,
64c0b621,,,,
ea20571f,,,,
be69aea6,,,,
8f884521,,,,
56bedbb0,,,,
57ed6bd7,,,,
b4c8fe31,,,,
dde2e2a8,,,,
f5f89677,,,,
08422315,,,,
65e345f0,,,,
98812fb5,,,,
72d813b5,,,,
c6a107cb,,,,
75b7ccaa,,,,
b792060d,,,,
eb577ff3,,,,
3b9ee027,,,,
541fae0e,,,,
aba5f32f,,,,
93ee06e2,,,,
1c42c84c,,,,
81b076d4,,,,
0eca263e,,,,
f3d131b7,,,,
21c9d993,,,,
d19a5aef,,,,
95db8e4e,,,,
6f32e77e,,,,
42ea4f1d,,,,
f4de3819,,,,
338bbf6d,,,,
d6beac87,,,,
e4296dba,,,,
5b063954,,,,
521da6b1,,,,
51648301,,,,
0e68fa51,,,,
8be50945,,,,
9104dcfa,,,,
346672d2,,,,
7e075b56,,,,
2c8bdeba,,,,
90791857,,,,
782d1512,,,,
ee6f728e,,,,
dab23e3c,,,,
9c04ad7f,,,,
cb2f1532,,,,
f28adb73,,,,
c5cecfef,,,,
800200e3,,,,
c8ea738d,,,,
4ac02cb9,,,,
7d261b98,,,,
9236ca7d,,,,
a50a64b3,,,,
210ebd56,,,,
ca8e2103,,,,
8377dc76,,,,
5460cd5f,,,,
f34fd382,,,,
d9e0ab65,,,,
253c1a6c,,,,
1f1c8a07,,,,
1fe4efd8,,,,
74b8c0cf,,,,
ac5d7555,,,,
a6f5d5fc,,,,
83cf7dd3,,,,
31cb7cc7,,,,
e38e98c0,,,,
8438222a,,,,
60d26d7c,,,,
1c620207,,,,
ae5eed71,,,,
d37e4bff,,,,
07436219,,,,
d2fe79fb,,,,
1f2f264f,,,,
d9c67e99,,,,
f8b3fe37,,,,
285a7c9b,,,,
b3a0085c,,,,
bdbdc85d,,,,
5f5d3d49,,,,
d519f0ff,,,,
266bd5f0,,,,
3dd59c05,,,,
938daf33,,,,
326165ec,,,,
05a76eb4,,,,
cde06187,,,,
13aca0e6,,,,
54d00e63,,,,
1723d73b,,,,
ef77b08d,,,,
4e520671,,,,
16c21374,,,,
72ba9516,,,,
f23c16d7,,,,
b3c25d70,,,,
ea6e48f1,,,,
854562bf,,,,
bb59b34d,,,,
87a982e4,,,,
