,total,chk_3,chk_4,ratio3
6f8d746e,255.0,22,17,0.08627450980392157
3a2a3267,231.0,15,12,0.06493506493506493
aa510086,230.0,13,10,0.05652173913043478
eb855403,227.0,16,14,0.07048458149779736
6c8ebd21,256.0,25,19,0.09765625
c3cfc05c,256.0,30,27,0.1171875
0cac9633,255.0,31,24,0.12156862745098039
f527eb9f,226.0,16,14,0.07079646017699115
a800f85b,254.0,29,23,0.1141732283464567
ebf8c2f4,254.0,27,22,0.1062992125984252
f017ee06,231.0,12,9,0.05194805194805195
49362cea,255.0,30,21,0.11764705882352941
f084b444,254.0,21,14,0.08267716535433071
74dfabde,254.0,16,13,0.06299212598425197
89ebb2fc,270.0,17,14,0.06296296296296296
3ab5325d,270.0,21,18,0.07777777777777778
960432c4,232.0,13,10,0.05603448275862069
fb2d0e8c,236.0,22,18,0.09322033898305085
9964cb98,238.0,14,10,0.058823529411764705
92663c97,233.0,11,11,0.04721030042918455
e5b832e3,269.0,38,26,0.1412639405204461
1ca0636e,269.0,24,22,0.08921933085501858
500303e2,231.0,12,10,0.05194805194805195
9ca01abd,270.0,26,21,0.0962962962962963
4a2ed2cf,271.0,36,26,0.13284132841328414
ace81256,233.0,16,14,0.06866952789699571
58918133,232.0,15,13,0.06465517241379311
f4893be8,231.0,12,10,0.05194805194805195
cedd321a,231.0,15,12,0.06493506493506493
aec90c88,254.0,20,16,0.07874015748031496
2bac26de,,,,
f6199ebf,,,,
6adb59e2,,,,
6fe16b4e,,,,
ceb85f0a,,,,
2c868a7b,,,,
40db78d3,,,,
bcf06edd,,,,
88672359,,,,
cdaf4e7b,,,,
bdfeb79a,,,,
f6537507,,,,
3cf3b3b0,,,,
74e1ec94,,,,
a14072c5,,,,
492b6c7e,,,,
d003b029,,,,
049ed522,,,,
25f48b0e,,,,
e77ad5e9,,,,
fad35be2,,,,
c8668f30,,,,
26beb061,,,,
782fad8f,,,,
a7395312,,,,
ded89e6f,,,,
012ffe8c,,,,
a9f74a03,,,,
8f808318,,,,
9e2985e4,,,,
15992f5e,,,,
9ad58653,,,,
92d6a5c0,,,,
8cdf774d,,,,
b450256f,,,,
badade4c,,,,
10c6aa76,,,,
732222ae,,,,
6cecb708,,,,
2a505e93,,,,
9f4baaee,,,,
2ff11c94,,,,
e7b0f0ec,,,,
b60f9b20,,,,
9e3e3cba,,,,
7baf77b5,,,,
92d07a3b,,,,
c229033c,,,,
d98b6e38,,,,
3afdc115,,,,
600dcd87,,,,
77327a3d,,,,
cc74c7e5,,,,
beded239,,,,
d6cc1317,,,,
eed233b1,,,,
c007f12b,,,,
9ef542c9,,,,
8bd4d7ed,,,,
a84f6a56,,,,
bd2acb75,,,,
c4d0efa2,,,,
122a2b3a,,,,
abc1a5e7,,,,
f1bf308e,,,,
9122c103,,,,
23240442,,,,
8caf756c,,,,
c9d1bfd0,,,,
ff2a34fb,,,,
00a706f2,,,,
43b5cb32,,,,
bb89a04e,,,,
9559bf11,,,,
76b98d27,,,,
1145c974,,,,
e6a27005,,,,
52bbfefe,,,,
d8ee8252,,,,
19836adb,,,,
99020990,,,,
bbf73e6f,,,,
8a396e32,,,,
4bfe2837,,,,
46ab3b92,,,,
94afa716,,,,
443e7f9b,,,,
b5631989,,,,
d0fa8229,,,,
ce60664f,,,,
365f2f6b,,,,
b6d35a12,,,,
91f6d1d2,,,,
88d43060,,,,
6416383c,,,,
29b0c03b,,,,
