,total,chk_3,chk_4,ratio3
7031a006,456.0,62,38,0.13596491228070176
3c72e082,336.0,16,15,0.047619047619047616
6cbffd85,448.0,27,17,0.060267857142857144
764f6651,341.0,25,23,0.07331378299120235
f808711a,342.0,21,16,0.06140350877192982
e7c233b4,459.0,38,22,0.08278867102396514
64e1da1b,439.0,73,57,0.1662870159453303
f2d67b95,340.0,25,21,0.07352941176470588
1e9841c2,462.0,42,33,0.09090909090909091
ea1c506e,343.0,27,21,0.07871720116618076
c38d59c9,333.0,21,19,0.06306306306306306
8098857c,393.0,43,32,0.10941475826972011
4c07d5d0,336.0,19,16,0.05654761904761905
5d3c0194,413.0,32,24,0.0774818401937046
1353553c,417.0,32,21,0.07673860911270983
6853bf4a,339.0,28,21,0.08259587020648967
39cd6f0d,424.0,56,43,0.1320754716981132
2d2e189b,335.0,21,17,0.0626865671641791
da803eab,345.0,18,10,0.05217391304347826
46faa03f,461.0,110,87,0.2386117136659436
8f0cefc9,337.0,18,14,0.05341246290801187
8a13b644,405.0,37,29,0.09135802469135802
865813fe,340.0,23,16,0.06764705882352941
5ae677c9,411.0,53,40,0.12895377128953772
1006370b,331.0,17,15,0.0513595166163142
61d5d64c,338.0,31,23,0.09171597633136094
b9cb255b,367.0,33,26,0.08991825613079019
1526eafa,332.0,12,10,0.03614457831325301
e8eaeaff,335.0,22,20,0.06567164179104477
e7eed0cf,358.0,40,34,0.11173184357541899
1c56205d,,,,
8e944e14,,,,
6c9dbdc6,,,,
ee8f3592,,,,
45d6f758,,,,
104d3191,,,,
00298683,,,,
16cd6780,,,,
179e43e6,,,,
9c9b30a6,,,,
23c8f14b,,,,
72b76832,,,,
8ed5922b,,,,
450f57ee,,,,
7acf4751,,,,
666e9d51,,,,
090240c5,,,,
065f37eb,,,,
79765b7f,,,,
9d982ad4,,,,
6844ed0d,,,,
e0eb562a,,,,
b63a3206,,,,
5f43d93b,,,,
c5597fdd,,,,
d73ddd77,,,,
1f48e8fc,,,,
2f6dcac3,,,,
3f6287be,,,,
06fef5a5,,,,
b38c2614,,,,
42196924,,,,
c9d5f8c0,,,,
37d0161d,,,,
241077cb,,,,
4d0a1168,,,,
552eaeee,,,,
f96de4d6,,,,
84d80187,,,,
e3824986,,,,
fb5f7c1b,,,,
fba43206,,,,
0c5ad83f,,,,
50124cda,,,,
74697862,,,,
23b51646,,,,
99f9f4a5,,,,
b5321b2b,,,,
5041bd6f,,,,
7a7c839b,,,,
268ab0ba,,,,
03f55d85,,,,
fc664eea,,,,
e3e3ab59,,,,
a9aad0f2,,,,
ab50aa87,,,,
eb49e6c0,,,,
6514e844,,,,
4bf9060a,,,,
0e1fea50,,,,
016fbd84,,,,
288c600f,,,,
8b1888ed,,,,
2ca489d9,,,,
8401cf71,,,,
8832a789,,,,
896c7dc4,,,,
ea8b301b,,,,
dda5085c,,,,
273894b3,,,,
93c43598,,,,
6670904e,,,,
055ad367,,,,
0ec2123a,,,,
5c76c662,,,,
9430e751,,,,
ca509e13,,,,
2edd7e13,,,,
fbfe3e9a,,,,
c660e6af,,,,
b0db3c28,,,,
d22cd193,,,,
a2911cba,,,,
5e99d78a,,,,
2e2ac4d6,,,,
8f88f9d2,,,,
9ba96376,,,,
6dee107f,,,,
934321c2,,,,
f80e4923,,,,
7fef88a6,,,,
c3df7356,,,,
bceb59f3,,,,
d072de67,,,,
820d3696,,,,
d4934e6c,,,,
699c8930,,,,
2dfac20a,,,,
a043ae5c,,,,
970248b0,,,,
90e7fe0a,,,,
72ba32b7,,,,
9978a389,,,,
19927e23,,,,
4e7648b0,,,,
442425b9,,,,
b19d27d0,,,,
f4479264,,,,
