,total,chk_3,chk_4,ratio3
1cff2efb,300.0,10,7,0.03333333333333333
bdff0ec2,300.0,7,7,0.023333333333333334
7a0997d8,300.0,9,5,0.03
6222c383,300.0,12,10,0.04
7e19b383,300.0,9,8,0.03
3fa314b9,300.0,8,6,0.02666666666666667
4079d08d,300.0,9,6,0.03
c2754429,300.0,11,8,0.03666666666666667
e3b47818,300.0,5,5,0.016666666666666666
67fab624,300.0,8,7,0.02666666666666667
5515834e,300.0,8,7,0.02666666666666667
b70c1074,300.0,15,9,0.05
1d8e868f,300.0,8,7,0.02666666666666667
e49203b6,300.0,9,9,0.03
4172e94a,300.0,10,9,0.03333333333333333
711add53,300.0,7,6,0.023333333333333334
a39f102f,300.0,11,10,0.03666666666666667
685272e1,300.0,13,9,0.043333333333333335
39ef2339,300.0,11,6,0.03666666666666667
ca133b96,300.0,5,5,0.016666666666666666
1ba0bd6d,300.0,11,8,0.03666666666666667
b9b1d06f,300.0,10,8,0.03333333333333333
ab2796a7,300.0,10,8,0.03333333333333333
5fe922d1,300.0,10,7,0.03333333333333333
21303073,300.0,8,8,0.02666666666666667
fcb0e230,300.0,10,7,0.03333333333333333
7f4b3985,300.0,8,7,0.02666666666666667
130954d9,300.0,13,11,0.043333333333333335
cf3dcafa,300.0,10,7,0.03333333333333333
7ce4a7ed,302.0,13,9,0.04304635761589404
108e2c8f,,,,
58280d32,,,,
742444d1,,,,
03e54490,,,,
8267802a,,,,
6ad12140,,,,
04e6c30d,,,,
0c48a0cb,,,,
8790b793,,,,
03eb7fb9,,,,
25873f12,,,,
b306746c,,,,
8728eede,,,,
3f6fb156,,,,
b9a99eed,,,,
a1486b9b,,,,
97425e84,,,,
2f9cc4ee,,,,
82fc4bf4,,,,
721ca400,,,,
07945269,,,,
d85cd879,,,,
73fd1278,,,,
daee592d,,,,
169d8981,,,,
7fb9f56e,,,,
72bfff49,,,,
563de411,,,,
35d99414,,,,
644b6ed8,,,,
b8af08f5,,,,
e0e5325e,,,,
9c6ba38d,,,,
85233634,,,,
a458f694,,,,
d82f4c6f,,,,
0607f681,,,,
311aca3d,,,,
eb5bfb94,,,,
26ebe906,,,,
d173577b,,,,
7392a44c,,,,
80553b42,,,,
bc04db9f,,,,
bc777fc0,,,,
380024f3,,,,
bc860faf,,,,
7c648fbb,,,,
031b7a53,,,,
41abcd88,,,,
20735ca5,,,,
c8559c66,,,,
a4d785a8,,,,
ea00439c,,,,
c4c8f8ff,,,,
d877538c,,,,
606c9917,,,,
d3bd21f3,,,,
6a918ca6,,,,
d0087e9d,,,,
12b5549a,,,,
269729e8,,,,
73426b33,,,,
899f5fcb,,,,
3eb1f3fd,,,,
dcd20a99,,,,
a5be341a,,,,
bf2133aa,,,,
640f673a,,,,
a13fba3f,,,,
c8af67ab,,,,
ff8d2021,,,,
9974a9d3,,,,
8e94597c,,,,
54a72202,,,,
99c9c64f,,,,
657d6b98,,,,
0903f45b,,,,
eb45c15f,,,,
2d9589aa,,,,
b053ccce,,,,
ec47cac4,,,,
f192dd4e,,,,
ba82104a,,,,
e67453eb,,,,
28decb9e,,,,
42d9b565,,,,
3d65d7e1,,,,
fca51ed2,,,,
824a395f,,,,
f7d3fa56,,,,
8b2c2944,,,,
46b1fb13,,,,
03e4550d,,,,
74cb439b,,,,
dd66c16e,,,,
b0c2f99d,,,,
dab1e488,,,,
e4202d25,,,,
bae7eee8,,,,
4b4d88f2,,,,
3fb3f0ce,,,,
3abfd4ec,,,,
e28f480c,,,,
c0321908,,,,
e611544c,,,,
ff36e4bd,,,,
44a5a72f,,,,
3c2eff85,,,,
1ecbc4cb,,,,
44de8c3b,,,,
550ce025,,,,
b8df17c7,,,,
012ff9d8,,,,
f0524eea,,,,
65c997e1,,,,
22e44485,,,,
24da54da,,,,
5cb77499,,,,
d6b0c159,,,,
8ec8a41d,,,,
fce13080,,,,
4ca3f3ca,,,,
fb4c0460,,,,
09506c28,,,,
878d8e2f,,,,
0f6c2f36,,,,
10603041,,,,
b9fd2e7d,,,,
c92a2a1a,,,,
09ee4963,,,,
71d6b75d,,,,
6b1b31dc,,,,
b2e476ae,,,,
3ec59afe,,,,
6c9c016b,,,,
e600cad9,,,,
f3f5aaeb,,,,
c40cde0c,,,,
106fb1c6,,,,
76889f50,,,,
0698a8dd,,,,
02256366,,,,
68a357f5,,,,
8fe8f69e,,,,
876689c2,,,,
71a32892,,,,
d001a524,,,,
f54ccaf1,,,,
71af8f44,,,,
93cd3cd0,,,,
08432c32,,,,
b5213ba6,,,,
ef93bd59,,,,
326539dd,,,,
6c854ab0,,,,
d8897edc,,,,
8c0b2a35,,,,
a82620df,,,,
e7a715d6,,,,
90de984e,,,,
06d204d4,,,,
7defde16,,,,
7a382b07,,,,
a5b14688,,,,
d884eb66,,,,
3209c03b,,,,
49e8e078,,,,
06fe6313,,,,
60d0b0e9,,,,
fb6c6df5,,,,
a08f9c24,,,,
18631c16,,,,
b675cb67,,,,
aa117253,,,,
4a610b6d,,,,
516e4482,,,,
28cfb31f,,,,
aa136d82,,,,
bdf2a9bb,,,,
d037aef4,,,,
88faf897,,,,
46c57a6c,,,,
fe3656c3,,,,
408368a7,,,,
f3b07c04,,,,
f0f34946,,,,
140e3862,,,,
70c0cdc0,,,,
b1a720dd,,,,
12aaec44,,,,
6ccb1bd1,,,,
0a8a62db,,,,
a490643d,,,,
35a370f3,,,,
8aa079a3,,,,
83d384ec,,,,
f202a8eb,,,,
9ac1b06b,,,,
07370aad,,,,
