,total,chk_3,chk_4,ratio3
693c3aad,362.0,33,27,0.09116022099447514
71e90d58,409.0,48,34,0.11735941320293398
caece709,361.0,29,21,0.08033240997229917
ca83de52,401.0,36,27,0.08977556109725686
0fa5608e,362.0,23,14,0.06353591160220995
dc650827,404.0,45,34,0.11138613861386139
65f8c793,363.0,24,20,0.06611570247933884
e4413545,364.0,30,23,0.08241758241758242
0d8dedb5,429.0,77,54,0.1794871794871795
e744533a,363.0,27,23,0.0743801652892562
60d6a4b2,385.0,34,26,0.08831168831168831
5eea64d7,362.0,27,25,0.07458563535911603
fcb092b9,362.0,23,20,0.06353591160220995
2a09a65f,375.0,42,31,0.112
979b6449,362.0,18,15,0.049723756906077346
2f213f2c,362.0,31,25,0.0856353591160221
0de1eeec,365.0,34,25,0.09315068493150686
11ce3393,372.0,35,24,0.09408602150537634
0e23147d,438.0,49,39,0.11187214611872145
794f0340,362.0,28,19,0.07734806629834254
1f4139c9,361.0,24,16,0.0664819944598338
dd6724b6,412.0,41,23,0.09951456310679611
311d6cfc,369.0,18,15,0.04878048780487805
3e4b59ba,368.0,26,22,0.07065217391304347
cf0cc571,363.0,29,21,0.07988980716253444
76d31cc1,356.0,25,21,0.0702247191011236
3d5a5638,367.0,30,25,0.08174386920980926
0caa7487,373.0,34,26,0.09115281501340483
7d723351,365.0,33,28,0.09041095890410959
b99b9973,377.0,32,22,0.08488063660477453
1f619152,,,,
144c718e,,,,
d07006fa,,,,
63619bfd,,,,
9c549743,,,,
20ceaa38,,,,
95d0a6a2,,,,
f1bea6af,,,,
bbbf652a,,,,
daa303b6,,,,
d8e6b7b6,,,,
b0491b16,,,,
ad3e1e8c,,,,
5fda6a2b,,,,
48c46d7b,,,,
b84c10a1,,,,
0ecbba76,,,,
92d30e73,,,,
cd0e0aec,,,,
568c70ea,,,,
b001fdf0,,,,
44131347,,,,
c269564d,,,,
0514e22c,,,,
f2f7a895,,,,
4b600ed5,,,,
54e22501,,,,
4aba9819,,,,
06674400,,,,
059b167c,,,,
2cb908ed,,,,
b0602925,,,,
6b609e12,,,,
f01c9411,,,,
4056e2d3,,,,
b6ef96ca,,,,
dfad2d8d,,,,
40bdc93f,,,,
b8430e58,,,,
3c7c1c13,,,,
deec1336,,,,
5ff34a26,,,,
85e06cb3,,,,
325f389f,,,,
2f014a70,,,,
b61cd5d7,,,,
646e61cc,,,,
5d79b172,,,,
5bca9e2c,,,,
08b8638d,,,,
79087ac4,,,,
b2bbf5c6,,,,
3f6c529d,,,,
9f6eaca5,,,,
281b570a,,,,
bfc0e8d2,,,,
c29a8b45,,,,
2385b41a,,,,
e53b3115,,,,
4b65b254,,,,
1df34e17,,,,
b9727c40,,,,
bedd3024,,,,
ecd266bd,,,,
e2eab976,,,,
cda5505f,,,,
494c5699,,,,
ed820813,,,,
d925390a,,,,
5d44c5bd,,,,
a23c5228,,,,
175e259a,,,,
c19487f8,,,,
74d3d1a1,,,,
9bfc9400,,,,
51205755,,,,
b4b7c38b,,,,
ad6e3fc6,,,,
d144fd1a,,,,
909def83,,,,
ac1aa00a,,,,
c205b3cb,,,,
921b8e42,,,,
cb4d55e4,,,,
7e79f613,,,,
3bfd1bd9,,,,
ae0bdcb8,,,,
18d39089,,,,
e2aa5f18,,,,
e4d1b697,,,,
af3459d1,,,,
7e603923,,,,
ec0445c9,,,,
93be026b,,,,
168eb73b,,,,
9e0b6418,,,,
238da082,,,,
6cc2026d,,,,
440a00b4,,,,
addb748e,,,,
f08690ac,,,,
53d220b1,,,,
aaa91ec5,,,,
c1105cd5,,,,
7e8a9dd5,,,,
43f24f8d,,,,
312e3b67,,,,
b3eb1918,,,,
ff2019da,,,,
4a0453ae,,,,
1188d41b,,,,
f50a2bd9,,,,
85f99f2c,,,,
7c8301c4,,,,
beb78177,,,,
a23939c6,,,,
46bcd886,,,,
065971dd,,,,
2ff9cf01,,,,
c92912a0,,,,
64ec4d06,,,,
3cf233b1,,,,
2e108153,,,,
fe3d9194,,,,
e4600f45,,,,
ffb8a30b,,,,
a65ce220,,,,
f350c1f9,,,,
bb2bbc61,,,,
db1f8b9e,,,,
b938226a,,,,
e3f05e09,,,,
3599eae7,,,,
2330bed5,,,,
d3cfc57e,,,,
5c8475ac,,,,
8b9355a4,,,,
3882f3db,,,,
899306a6,,,,
7a5b2d9c,,,,
7f939e53,,,,
9497cba7,,,,
3c1f664a,,,,
94963840,,,,
4ffa4e1f,,,,
8415f3dd,,,,
595a0715,,,,
3ec72446,,,,
45b05455,,,,
bf91d8be,,,,
e6dd20d0,,,,
76c29686,,,,
5d8a4711,,,,
5dbdede7,,,,
3d97fdc7,,,,
e6b63d2b,,,,
2470a4f3,,,,
063f846d,,,,
d7598af3,,,,
cf963fa9,,,,
bf742b4d,,,,
abb9c6af,,,,
484ab966,,,,
08bdfd10,,,,
063104ea,,,,
30ff7051,,,,
85d366a2,,,,
523f1fc8,,,,
9770cb6e,,,,
47febe63,,,,
e1cebec3,,,,
2ac2c655,,,,
bcb1eaa7,,,,
d779eef8,,,,
5b7265fc,,,,
54cbe787,,,,
1169d383,,,,
dc80aeb8,,,,
1572f333,,,,
c87ef32e,,,,
d22f8f9d,,,,
d54071fb,,,,
b01a66c8,,,,
0eae713b,,,,
22db30bb,,,,
d54acfbe,,,,
e46743d1,,,,
3f8dff2c,,,,
42c4ed0f,,,,
24f3e77f,,,,
99ab4226,,,,
24822669,,,,
90548134,,,,
f95cc53b,,,,
fae2537c,,,,
6d0d2242,,,,
8334f9e6,,,,
6bb1b767,,,,
7692d07c,,,,
9a4ff5ab,,,,
456dbe55,,,,
775b8f12,,,,
eda0aab2,,,,
95e75383,,,,
c414e6be,,,,
545b94b8,,,,
436c8b53,,,,
9f8add6f,,,,
b94e7164,,,,
925dfb8a,,,,
8831cfb9,,,,
ea24b0b9,,,,
d2e6b30d,,,,
385c85a5,,,,
cd832418,,,,
677fa0f4,,,,
97c41f4f,,,,
76aa7f65,,,,
eab49e2c,,,,
b6be15ec,,,,
c32bd296,,,,
e868f689,,,,
2f4191ce,,,,
77ade902,,,,
53f4da25,,,,
b29f62dc,,,,
fb2ff480,,,,
cefdf64c,,,,
22c56925,,,,
628da592,,,,
864198c9,,,,
b0d596a6,,,,
d7407c7c,,,,
4cc6b759,,,,
9f8b26c7,,,,
f94b94ca,,,,
05b5a4f9,,,,
fac6159a,,,,
dd759d40,,,,
663f9ce8,,,,
35247871,,,,
bb899639,,,,
e2d7aa14,,,,
81eadb44,,,,
f757d058,,,,
1fd32764,,,,
46fd8258,,,,
e994c364,,,,
d1be3a32,,,,
f8468802,,,,
cd8d054e,,,,
3aa5241c,,,,
af0c0755,,,,
9d432a78,,,,
9a4b5f6c,,,,
3899f83b,,,,
e9de7acd,,,,
d1058c54,,,,
d1db6a4c,,,,
955744ef,,,,
0f789d49,,,,
d6c33983,,,,
0fb4581d,,,,
1bfe1fc6,,,,
0d4cd0a0,,,,
7a22424c,,,,
d112ed45,,,,
ee35ad8f,,,,
34b381b4,,,,
41d1959d,,,,
9b98a280,,,,
8538e02d,,,,
b3d4ae89,,,,
4b28f411,,,,
23307777,,,,
3c41013c,,,,
19597641,,,,
48f5c723,,,,
bdd26052,,,,
1b11bcff,,,,
4d5e311e,,,,
fcf4e9c5,,,,
3e99fa5d,,,,
6d290259,,,,
2b26d9b1,,,,
2ec9f007,,,,
b20226e7,,,,
7542a906,,,,
c0bf96c1,,,,
8821dddc,,,,
e9d62443,,,,
bb9743f1,,,,
2872b1fc,,,,
752baa38,,,,
cc70d9da,,,,
55eb75e4,,,,
721bb25c,,,,
0eb530e8,,,,
9c019784,,,,
c6f96790,,,,
fc7c5892,,,,
700590c2,,,,
65e544c3,,,,
e2397eae,,,,
15f88346,,,,
136c8865,,,,
78b960c9,,,,
89888782,,,,
41457cc7,,,,
ef5ce6cc,,,,
396e4197,,,,
e467e2ee,,,,
92582694,,,,
b93d7ebf,,,,
798263d0,,,,
1f55b002,,,,
d14c890f,,,,
ac476179,,,,
d86f745b,,,,
60bc0312,,,,
83df4f57,,,,
ff57c2b6,,,,
481ee3ac,,,,
37ef17a2,,,,
92b6212d,,,,
798aef4d,,,,
f4031df8,,,,
7c87cb1c,,,,
d37af63b,,,,
ca16b4b2,,,,
93083516,,,,
a33bf373,,,,
edfec654,,,,
57ae7aa2,,,,
d619bfd0,,,,
1dbb23b0,,,,
2364dea0,,,,
8c11cbfb,,,,
b3504551,,,,
c83417f1,,,,
eafabbc6,,,,
8d3af00b,,,,
be621535,,,,
99537a02,,,,
31bb462a,,,,
0af7f503,,,,
97ae301c,,,,
1b0e41c4,,,,
fd7b2ae6,,,,
fa179daf,,,,
45229f34,,,,
9e0a0a45,,,,
832e81ce,,,,
31cced54,,,,
9e77eb5b,,,,
ba2b1913,,,,
73d86450,,,,
b79614c5,,,,
3d0d167a,,,,
26d0325c,,,,
59d44717,,,,
e819e439,,,,
1c2fe77c,,,,
a03ac5de,,,,
e3747f4a,,,,
290d84ce,,,,
0c1420a3,,,,
f49c7473,,,,
9247ea66,,,,
200dd670,,,,
4062fb08,,,,
48e50162,,,,
724c54d3,,,,
05842e96,,,,
47b803fe,,,,
084c7b7b,,,,
ab35b4f5,,,,
5e91d7f2,,,,
683ddf66,,,,
f0f0150b,,,,
86d16551,,,,
5b3844b6,,,,
a3c971c7,,,,
309c313c,,,,
1fab8f62,,,,
af589fca,,,,
22a159cb,,,,
0aca8a33,,,,
506672a4,,,,
41472227,,,,
95ba1f1e,,,,
0222f69f,,,,
dfbe7718,,,,
04efa577,,,,
eee55b20,,,,
61866a53,,,,
97c9f5ed,,,,
a30f3180,,,,
41c86ebb,,,,
e8b46835,,,,
d9fe865f,,,,
18e03bd7,,,,
c0ca7367,,,,
d94f5a31,,,,
e27c4637,,,,
e349b5d3,,,,
b11ecc5b,,,,
8e274cc0,,,,
44af7771,,,,
b8046b4f,,,,
966da759,,,,
ec81d8a6,,,,
fbb3c90d,,,,
73edb038,,,,
0b763d50,,,,
e872c096,,,,
a152b4e0,,,,
424a2660,,,,
e9c77550,,,,
b8fd621c,,,,
f6689fba,,,,
d6408325,,,,
fea0abb3,,,,
c0212c84,,,,
97d4e37d,,,,
af4dd7bb,,,,
26afeb69,,,,
912554b8,,,,
f807b500,,,,
58335829,,,,
c16b5705,,,,
c3147981,,,,
96e2b3c2,,,,
8eb1510b,,,,
5e31c65d,,,,
17dadaa9,,,,
e18b3ada,,,,
411b944f,,,,
ffbed887,,,,
2cce7290,,,,
fb513ecf,,,,
9559ded7,,,,
9b9b949b,,,,
165a9f23,,,,
8a68b532,,,,
76d86f26,,,,
98d2c0c6,,,,
6dcc7cce,,,,
68d26500,,,,
4bbd3790,,,,
3ebf6913,,,,
8669d6e8,,,,
83cfabf5,,,,
5ed15f48,,,,
d694ed88,,,,
d7c734c1,,,,
ad2b4b9d,,,,
4d86ce41,,,,
cfde238d,,,,
971edd5f,,,,
5c875265,,,,
7fa41d85,,,,
834213e9,,,,
325eeaf7,,,,
d24cc5a2,,,,
73b7eede,,,,
1053eb11,,,,
6681d5d5,,,,
f251ccb9,,,,
fe18aed9,,,,
9c9d176b,,,,
ff33009e,,,,
30e0975a,,,,
828f59cf,,,,
867214d8,,,,
e5465d10,,,,
9d95f33b,,,,
308aa13f,,,,
5f14b31f,,,,
53bf7dd1,,,,
7635da18,,,,
15411d43,,,,
dcb6f35a,,,,
3d3d1926,,,,
89ed921b,,,,
6f5fc67e,,,,
626c5c9a,,,,
bd7d34f0,,,,
368078e6,,,,
fe8f95a5,,,,
c60d9e90,,,,
b395f70c,,,,
9717e752,,,,
2fe16761,,,,
2e234e8f,,,,
85fcf8df,,,,
02a958f8,,,,
3a9329a7,,,,
f150f8e9,,,,
2f4d389b,,,,
962a8d08,,,,
3cab155c,,,,
f1068ce8,,,,
9ac06603,,,,
c0f2b58d,,,,
4283d0b8,,,,
df6aae8d,,,,
cd80a2b3,,,,
e9292a83,,,,
6e8671bb,,,,
c759c5f5,,,,
13f2055f,,,,
fefded04,,,,
923395c3,,,,
d2356e66,,,,
6dae1fde,,,,
3d4edd25,,,,
5625e3ab,,,,
09511e31,,,,
6a8f1907,,,,
eb9b8803,,,,
aef19fc8,,,,
577ed156,,,,
202eac41,,,,
ab812178,,,,
da62dcac,,,,
78e3c8bb,,,,
36500f62,,,,
ccf1bbc2,,,,
bf21fb29,,,,
31eef7c2,,,,
500cfd0d,,,,
72e577ea,,,,
de150ac3,,,,
2e276dc4,,,,
67d4f7dd,,,,
bc04125d,,,,
a101670e,,,,
b424dfd8,,,,
e12e1bd6,,,,
21a41df9,,,,
3edab336,,,,
6064348b,,,,
2896af17,,,,
9ebc4615,,,,
12f881cb,,,,
9392f2a1,,,,
539769a0,,,,
8e3da27c,,,,
bc78040e,,,,
ef801602,,,,
2d947aaf,,,,
1790818d,,,,
a6102167,,,,
54234d51,,,,
39d8ec88,,,,
f362b3c0,,,,
c50e85e1,,,,
92bd757d,,,,
0d9ee330,,,,
95d81ded,,,,
785fc853,,,,
7b196459,,,,
951ee932,,,,
d2db571f,,,,
6e5db849,,,,
44891017,,,,
298e3910,,,,
3fa7df53,,,,
67877b32,,,,
a721cfca,,,,
28e28af1,,,,
ccf62874,,,,
4a7dff6a,,,,
3d7022ca,,,,
e96fe599,,,,
77198a35,,,,
56e34e63,,,,
16814987,,,,
07b8d199,,,,
3924eafd,,,,
39741ffd,,,,
f73943c5,,,,
f7806ce5,,,,
ab7d6f56,,,,
ff9566e1,,,,
3735d310,,,,
390494dd,,,,
e69598bf,,,,
5885d3cd,,,,
74614064,,,,
fe0aece0,,,,
9bfd3ff2,,,,
8088ecd2,,,,
fb016bf0,,,,
e701230d,,,,
9d5d5f68,,,,
a96170ce,,,,
e15127ba,,,,
4c4b8994,,,,
9bd0a109,,,,
43e660fb,,,,
bc6df6bf,,,,
bb062da9,,,,
399f2582,,,,
dfa59324,,,,
7c7881d9,,,,
c9e3a05e,,,,
1361a5ed,,,,
cbc79679,,,,
2dcdade5,,,,
2b2c7585,,,,
3e0dc9e6,,,,
d7e1867f,,,,
2d4ced5e,,,,
3673dde5,,,,
6ffa4971,,,,
5526071d,,,,
44ddecee,,,,
5d23b8df,,,,
e80ed0a3,,,,
b103291a,,,,
571ef2f0,,,,
c64e1f11,,,,
fb0a9553,,,,
a74e7225,,,,
2b1aa898,,,,
6145af3a,,,,
73fd5970,,,,
0d4a44a8,,,,
b7d87181,,,,
9874d72c,,,,
f85ee711,,,,
41865caf,,,,
ffa09a21,,,,
ad4f3c65,,,,
ca4f9098,,,,
04ee455c,,,,
f4a4e380,,,,
33d9492e,,,,
5cb37530,,,,
aed376da,,,,
59d5518c,,,,
a8eb320f,,,,
67fbdc94,,,,
c22be8a4,,,,
74bbe6ef,,,,
eceda810,,,,
5a20208e,,,,
b7e092c8,,,,
aaa313e1,,,,
d358cabc,,,,
2f2edcf7,,,,
bfd2474c,,,,
d86bf60a,,,,
10aecedb,,,,
c6ab7e4c,,,,
fd9c8514,,,,
f84edf33,,,,
1b2f49b0,,,,
40a1ff08,,,,
33ca7e5c,,,,
d595ae9c,,,,
7d028e90,,,,
1f137219,,,,
fa268b50,,,,
2cd52d7d,,,,
63bb108f,,,,
ce097a0d,,,,
b3d950f2,,,,
b30435f7,,,,
768d1d58,,,,
625eb4f5,,,,
1c8a6205,,,,
3c3a0869,,,,
e163cc4a,,,,
964eb8e7,,,,
370d3e04,,,,
