,total,chk_3,chk_4,ratio3
00ec5f57,347.0,27,23,0.07780979827089338
b508c358,301.0,26,21,0.08637873754152824
92618a91,341.0,30,21,0.08797653958944282
a4ee7bbe,301.0,28,20,0.09302325581395349
25c7b96d,344.0,22,18,0.06395348837209303
b13ddd01,301.0,17,15,0.05647840531561462
98c75b2c,349.0,29,22,0.0830945558739255
caffcf84,301.0,24,19,0.07973421926910298
72267370,356.0,27,23,0.07584269662921349
eacd4bb2,310.0,40,33,0.12903225806451613
3de0d0ac,346.0,25,18,0.07225433526011561
dda9e646,297.0,24,22,0.08080808080808081
564993c6,344.0,35,29,0.10174418604651163
a3aeedc0,302.0,28,20,0.09271523178807947
a2d6b71f,202.0,22,14,0.10891089108910891
965aa7a6,200.0,28,22,0.14
ccef726b,345.0,30,25,0.08695652173913043
66e30421,302.0,30,24,0.09933774834437085
596d54ee,347.0,31,18,0.0893371757925072
e375c44a,302.0,30,25,0.09933774834437085
da96dfba,345.0,24,19,0.06956521739130435
5a4bc929,303.0,28,21,0.0924092409240924
594f0d68,347.0,30,24,0.08645533141210375
f2c30991,302.0,28,26,0.09271523178807947
4665429e,344.0,30,22,0.0872093023255814
1c6cd1ae,303.0,27,20,0.0891089108910891
9ae26bfb,345.0,38,28,0.11014492753623188
2cdb0193,303.0,36,28,0.1188118811881188
63491444,347.0,31,26,0.0893371757925072
11535298,301.0,33,23,0.10963455149501661
e8a36731,,,,
cc9dbd8b,,,,
a2740114,,,,
4c7ca9a5,,,,
09af776f,,,,
16cc203a,,,,
0d697b1a,,,,
25d8e225,,,,
26e84808,,,,
4cd9a8a7,,,,
1d2c1298,,,,
4da3776f,,,,
70865d78,,,,
f027ef47,,,,
5d5248de,,,,
d729ef3c,,,,
7a57184f,,,,
fa4d3dd8,,,,
327cba3d,,,,
8644cade,,,,
96ff533f,,,,
21773fe8,,,,
1d60a906,,,,
3715aa38,,,,
80db7311,,,,
27d7b6f8,,,,
97718691,,,,
3e2a8dee,,,,
b97004f7,,,,
b065a5df,,,,
87772890,,,,
78b635c4,,,,
54942f18,,,,
b66b5a20,,,,
a988d297,,,,
