,thld,MAE,MAE_no
0,0.0,0.016039340553664922,0.02184993026952494
1,0.1,0.015941332667828722,0.02184993026952494
2,0.2,0.01575322764175673,0.02184993026952494
3,0.30000000000000004,0.015463075092685864,0.02184993026952494
4,0.4,0.015305247219203401,0.02184993026952494
5,0.5,0.015098598749783693,0.02184993026952494
6,0.6000000000000001,0.014971266356074948,0.02184993026952494
7,0.7000000000000001,0.01480125641312128,0.02184993026952494
8,0.8,0.014691140501766252,0.02184993026952494
9,0.9,0.014612594749606581,0.02184993026952494
10,1.0,0.014457282323152626,0.02184993026952494
11,1.1,0.01438751858910016,0.02184993026952494
12,1.2000000000000002,0.014228521720756587,0.02184993026952494
13,1.3,0.014147534247814012,0.02184993026952494
14,1.4000000000000001,0.014147534247814012,0.02184993026952494
15,1.5,0.013980617778248057,0.02184993026952494
16,1.6,0.013957897862200051,0.02184993026952494
17,1.7000000000000002,0.013808355520045792,0.02184993026952494
18,1.8,0.013808355520045792,0.02184993026952494
19,1.9000000000000001,0.01362371539599212,0.02184993026952494
20,2.0,0.013452666026350446,0.02184993026952494
21,2.1,0.013452331118538071,0.02184993026952494
22,2.2,0.013268590526787789,0.02184993026952494
23,2.3000000000000003,0.013058236082885396,0.02184993026952494
24,2.4000000000000004,0.012785613383977042,0.02184993026952494
25,2.5,0.012785613383977042,0.02184993026952494
26,2.6,0.012987741499957704,0.02184993026952494
27,2.7,0.012810766580441502,0.02184993026952494
28,2.8000000000000003,0.012810766580441502,0.02184993026952494
29,2.9000000000000004,0.012572363473231343,0.02184993026952494
30,3.0,0.01251276801191198,0.02184993026952494
31,3.1,0.01251276801191198,0.02184993026952494
32,3.2,0.012241477107050569,0.02184993026952494
33,3.3000000000000003,0.012171672463126386,0.02184993026952494
34,3.4000000000000004,0.012337982009762175,0.02184993026952494
35,3.5,0.012231949603362765,0.02184993026952494
36,3.6,0.012083242130403416,0.02184993026952494
37,3.7,0.012083242130403416,0.02184993026952494
38,3.8000000000000003,0.012083242130403416,0.02184993026952494
39,3.9000000000000004,0.012052385435516691,0.02184993026952494
40,4.0,0.01200290777868676,0.02184993026952494
41,4.1000000000000005,0.01200290777868676,0.02184993026952494
42,4.2,0.01200290777868676,0.02184993026952494
43,4.3,0.011898265856014521,0.02184993026952494
44,4.4,0.011758248808225362,0.02184993026952494
45,4.5,0.011555000995346553,0.02184993026952494
46,4.6000000000000005,0.011555000995346553,0.02184993026952494
47,4.7,0.011383371295464866,0.02184993026952494
48,4.800000000000001,0.011383371295464866,0.02184993026952494
49,4.9,0.011383371295464866,0.02184993026952494
50,5.0,0.011358903587928147,0.02184993026952494
51,5.1000000000000005,0.011429986607526796,0.02184993026952494
52,5.2,0.011429986607526796,0.02184993026952494
53,5.300000000000001,0.011191112545110718,0.02184993026952494
54,5.4,0.011191112545110718,0.02184993026952494
55,5.5,0.011136447544664257,0.02184993026952494
56,5.6000000000000005,0.01123750692749845,0.02184993026952494
57,5.7,0.011205262671205701,0.02184993026952494
58,5.800000000000001,0.011060534910088352,0.02184993026952494
59,5.9,0.011060534910088352,0.02184993026952494
60,6.0,0.010845432382694099,0.02184993026952494
61,6.1000000000000005,0.010845432382694099,0.02184993026952494
62,6.2,0.010801354615647926,0.02184993026952494
63,6.300000000000001,0.010801354615647926,0.02184993026952494
64,6.4,0.010958428469043813,0.02184993026952494
65,6.5,0.010958428469043813,0.02184993026952494
66,6.6000000000000005,0.010933653573046655,0.02184993026952494
67,6.7,0.010906920971905322,0.02184993026952494
68,6.800000000000001,0.010825930914857111,0.02184993026952494
69,6.9,0.010825930914857111,0.02184993026952494
70,7.0,0.010878860122706314,0.02184993026952494
71,7.1000000000000005,0.010976798307645145,0.02184993026952494
72,7.2,0.010860639250221316,0.02184993026952494
73,7.300000000000001,0.010860639250221316,0.02184993026952494
74,7.4,0.010860639250221316,0.02184993026952494
75,7.5,0.010846191399800044,0.02184993026952494
76,7.6000000000000005,0.010846191399800044,0.02184993026952494
77,7.7,0.010758374947607962,0.02184993026952494
78,7.800000000000001,0.010796601748851902,0.02184993026952494
79,7.9,0.010716715345659579,0.02184993026952494
80,8.0,0.010716715345659579,0.02184993026952494
81,8.1,0.01077522069656976,0.02184993026952494
82,8.200000000000001,0.01077522069656976,0.02184993026952494
83,8.3,0.01077522069656976,0.02184993026952494
84,8.4,0.010759763483238304,0.02184993026952494
85,8.5,0.010866969765124213,0.02184993026952494
86,8.6,0.010866969765124213,0.02184993026952494
87,8.700000000000001,0.011233118883747973,0.02184993026952494
88,8.8,0.011233118883747973,0.02184993026952494
89,8.9,0.011178546250991047,0.02184993026952494
90,9.0,0.011178546250991047,0.02184993026952494
91,9.1,0.011178546250991047,0.02184993026952494
92,9.200000000000001,0.011178546250991047,0.02184993026952494
93,9.3,0.011178546250991047,0.02184993026952494
94,9.4,0.011178546250991047,0.02184993026952494
95,9.5,0.011134485872393669,0.02184993026952494
96,9.600000000000001,0.011138583043472526,0.02184993026952494
97,9.700000000000001,0.011260559633894397,0.02184993026952494
98,9.8,0.011260559633894397,0.02184993026952494
99,9.9,0.011260559633894397,0.02184993026952494
100,10.0,0.011260559633894397,0.02184993026952494
101,10.100000000000001,0.011260559633894397,0.02184993026952494
102,10.200000000000001,0.011260559633894397,0.02184993026952494
103,10.3,0.011440282443483914,0.02184993026952494
104,10.4,0.011378755347731011,0.02184993026952494
105,10.5,0.011462587919676805,0.02184993026952494
106,10.600000000000001,0.011462587919676805,0.02184993026952494
107,10.700000000000001,0.011462587919676805,0.02184993026952494
108,10.8,0.011462587919676805,0.02184993026952494
109,10.9,0.011462587919676805,0.02184993026952494
110,11.0,0.011462587919676805,0.02184993026952494
111,11.100000000000001,0.011462587919676805,0.02184993026952494
112,11.200000000000001,0.011258432167440664,0.02184993026952494
113,11.3,0.01132478441854227,0.02184993026952494
114,11.4,0.01132478441854227,0.02184993026952494
115,11.5,0.011175958497354522,0.02184993026952494
116,11.600000000000001,0.011175958497354522,0.02184993026952494
117,11.700000000000001,0.011081024657667016,0.02184993026952494
118,11.8,0.01098099858630866,0.02184993026952494
119,11.9,0.01098099858630866,0.02184993026952494
120,12.0,0.011012907013754467,0.02184993026952494
121,12.100000000000001,0.011012907013754467,0.02184993026952494
122,12.200000000000001,0.011012907013754467,0.02184993026952494
123,12.3,0.011045875742542581,0.02184993026952494
124,12.4,0.011045875742542581,0.02184993026952494
125,12.5,0.011045875742542581,0.02184993026952494
126,12.600000000000001,0.011045875742542581,0.02184993026952494
127,12.700000000000001,0.010979569331501673,0.02184993026952494
128,12.8,0.010979569331501673,0.02184993026952494
129,12.9,0.010979569331501673,0.02184993026952494
130,13.0,0.010979569331501673,0.02184993026952494
131,13.100000000000001,0.010979569331501673,0.02184993026952494
132,13.200000000000001,0.010979569331501673,0.02184993026952494
133,13.3,0.010979569331501673,0.02184993026952494
134,13.4,0.010994149808304205,0.02184993026952494
135,13.5,0.010994149808304205,0.02184993026952494
136,13.600000000000001,0.010994149808304205,0.02184993026952494
137,13.700000000000001,0.010994149808304205,0.02184993026952494
138,13.8,0.010994149808304205,0.02184993026952494
139,13.9,0.010994149808304205,0.02184993026952494
140,14.0,0.010994149808304205,0.02184993026952494
141,14.100000000000001,0.010994149808304205,0.02184993026952494
142,14.200000000000001,0.010994149808304205,0.02184993026952494
143,14.3,0.010994149808304205,0.02184993026952494
144,14.4,0.010994149808304205,0.02184993026952494
145,14.5,0.010994149808304205,0.02184993026952494
146,14.600000000000001,0.010994149808304205,0.02184993026952494
147,14.700000000000001,0.010994149808304205,0.02184993026952494
148,14.8,0.010994149808304205,0.02184993026952494
149,14.9,0.01092553389305373,0.02184993026952494
150,15.0,0.01092553389305373,0.02184993026952494
151,15.100000000000001,0.01092553389305373,0.02184993026952494
152,15.200000000000001,0.01092553389305373,0.02184993026952494
153,15.3,0.011294756744798582,0.02184993026952494
154,15.4,0.011294756744798582,0.02184993026952494
155,15.5,0.011596776670192476,0.02184993026952494
156,15.600000000000001,0.011527753850040347,0.02184993026952494
157,15.700000000000001,0.011527753850040347,0.02184993026952494
158,15.8,0.011527753850040347,0.02184993026952494
159,15.9,0.011527753850040347,0.02184993026952494
160,16.0,0.011527753850040347,0.02184993026952494
161,16.1,0.011527753850040347,0.02184993026952494
162,16.2,0.011527753850040347,0.02184993026952494
163,16.3,0.011527753850040347,0.02184993026952494
164,16.400000000000002,0.011642751093836043,0.02184993026952494
165,16.5,0.011642751093836043,0.02184993026952494
166,16.6,0.011642751093836043,0.02184993026952494
167,16.7,0.011642751093836043,0.02184993026952494
168,16.8,0.011642751093836043,0.02184993026952494
169,16.900000000000002,0.011511602572062105,0.02184993026952494
170,17.0,0.011511602572062105,0.02184993026952494
171,17.1,0.011511602572062105,0.02184993026952494
172,17.2,0.011511602572062105,0.02184993026952494
173,17.3,0.011511602572062105,0.02184993026952494
174,17.400000000000002,0.011943893805155082,0.02184993026952494
175,17.5,0.011943893805155082,0.02184993026952494
176,17.6,0.011852559999423406,0.02184993026952494
177,17.7,0.011982572831041226,0.02184993026952494
178,17.8,0.011980321672346896,0.02184993026952494
179,17.900000000000002,0.011980321672346896,0.02184993026952494
180,18.0,0.011907421203820436,0.02184993026952494
181,18.1,0.011907421203820436,0.02184993026952494
182,18.2,0.011907421203820436,0.02184993026952494
183,18.3,0.011907421203820436,0.02184993026952494
184,18.400000000000002,0.011907421203820436,0.02184993026952494
185,18.5,0.011907421203820436,0.02184993026952494
186,18.6,0.011907421203820436,0.02184993026952494
187,18.7,0.011907421203820436,0.02184993026952494
188,18.8,0.011907421203820436,0.02184993026952494
189,18.900000000000002,0.011907421203820436,0.02184993026952494
190,19.0,0.011907421203820436,0.02184993026952494
191,19.1,0.011907421203820436,0.02184993026952494
192,19.200000000000003,0.011907421203820436,0.02184993026952494
193,19.3,0.011907421203820436,0.02184993026952494
194,19.400000000000002,0.011907421203820436,0.02184993026952494
195,19.5,0.011907421203820436,0.02184993026952494
196,19.6,0.011907421203820436,0.02184993026952494
197,19.700000000000003,0.011907421203820436,0.02184993026952494
198,19.8,0.011907421203820436,0.02184993026952494
199,19.900000000000002,0.011907421203820436,0.02184993026952494
200,20.0,0.011989329763574414,0.02184993026952494
201,20.1,0.011989329763574414,0.02184993026952494
202,20.200000000000003,0.01203826542584538,0.02184993026952494
203,20.3,0.01203826542584538,0.02184993026952494
204,20.400000000000002,0.012115314924289914,0.02184993026952494
205,20.5,0.012115314924289914,0.02184993026952494
206,20.6,0.012115314924289914,0.02184993026952494
